itemCoding	libaoType	what	money	bindrmb	unbindrmb	tili	tarothp	items	tarots	items_60	tarots_60	ratemoney	ratebindrmb	rateunbindrmb	ratetili	ratetarothp	rateitems	ratetarots	rateitems_60	ratetarots_60
26293	8	70级等级大礼（二）	300000						[(27,1),(2,1)]		[(27,1),(2,1)]									
26294	8	73级等级大礼（一）						[(26144,20)]		[(26144,20)]										
26295	8	73级等级大礼（二）	300000						[(29,1),(2,1)]		[(29,1),(2,1)]									
26296	8	75级等级大礼（一）	250000					[(25662,40),(25667,20),(25672,10)]		[(25662,40),(25667,20),(25672,10)]										
26297	8	75级等级大礼（二）	1000000					[(25683,100)]		[(25683,100)]										
26299	8	46级等级大礼（二）						[(26032,1)]		[(26032,1)]										
26348	9	新婚礼盒															[(200,25600,1),(200,25600,2),(200,26342,1),(200,26344,1),(200,26032,1)]		[(200,25600,1),(200,25600,2),(200,26342,1),(200,26344,1),(200,26032,1)]	
26350	8	勇闯十二宫礼包	880000					[(26349,1)]		[(26349,1)]										
26351	9	十二宫协助礼包															[(1250,26267,1),(1250,26119,1),(1250,26044,1),(1250,26026,1),(1250,25837,5),(1250,26144,5),(1375,25831,10),(1375,25970,10)]		[(1250,26267,1),(1250,26119,1),(1250,26044,1),(1250,26026,1),(1250,25837,5),(1250,26144,5),(1375,25831,10),(1375,25970,10)]	
26353	8	黄金暑期特权礼包		50				[(25600,15),(26044,2),(25656,1)]		[(25600,15),(26044,2),(25656,1)]										
26354	8	水晶暑期特权礼包		100				[(25600,20),(26044,4),(25657,1),(25837,10),(25642,30)]		[(25600,20),(26044,4),(25657,1),(25837,10),(25642,30)]										
26355	8	钻石暑期特权礼包		250				[(25600,30),(26044,6),(25658,1),(25837,10),(25643,30)]		[(25600,30),(26044,6),(25658,1),(25837,10),(25643,30)]										
26356	8	普通新婚礼包						[(25600,10)]		[(25600,10)]										
26357	8	贵族新婚礼包						[(25600,10),(26342,5),(26344,20)]		[(25600,10),(26342,5),(26344,20)]										
26358	8	皇室新婚礼包						[(25600,10),(26342,10),(26344,50)]		[(25600,10),(26342,10),(26344,50)]										
26359	8	英雄助力礼包						[(25644,30)]		[(25644,30)]										
26360	8	英雄贵族礼包						[(25644,18)]		[(25644,18)]										
26361	8	姻缘石礼包						[(26344,50)]		[(26344,50)]										
26366	9	夫妻谢礼															[(200,25600,1),(200,25600,2),(200,26342,1),(200,26344,1),(200,26032,1)]		[(200,25600,1),(200,25600,2),(200,26342,1),(200,26344,1),(200,26032,1)]	
26367	8	微信关注礼包（一）		20				[(25600,5),(26344,5)]		[(25600,5),(26344,5)]										
26368	8	微信关注礼包（二）		50				[(25600,10),(26344,10)]		[(25600,10),(26344,10)]										
26382	8	全民大礼包（一）						[(26033,1)]		[(26033,1)]										
26383	8	全民大礼包（二）						[(26119,1)]		[(26119,1)]										
26384	8	全民大礼包（三）						[(26026,1),(25738,1)]		[(26026,1),(25738,1)]										
26385	8	全民大礼包（四）						[(26227,1)]		[(26227,1)]										
26386	8	全民大礼包（五）						[(26312,30)]		[(26312,30)]										
26387	8	全民大礼包（六）						[(26314,30)]		[(26314,30)]										
26388	8	全民大礼包（七）						[(26340,1)]		[(26340,1)]										
26389	8	（一）福利宝箱01	50000																	
26390	8	（一）福利宝箱02	100000					[(25600,1),(26344,1)]		[(25600,1),(26344,1)]										
26391	8	（一）福利宝箱03	150000					[(25600,1),(26344,1)]		[(25600,1),(26344,1)]										
26396	8	（二）福利宝箱01	50000																	
26397	8	（二）福利宝箱02	100000					[(25600,1),(26344,1)]		[(25600,1),(26344,1)]										
26398	8	（二）福利宝箱03	150000					[(25600,1),(26344,1)]		[(25600,1),(26344,1)]										
26403	8	（三）福利宝箱01	100000																	
26410	8	（四）福利宝箱01	100000																	
26417	8	（五）福利宝箱01	1000000																	
26424	8	（六）福利宝箱01	1000000																	
26431	8	（七）福利宝箱01	1000000																	
26440	8	新手礼包		50				[(25600,5),(26032,5),(25832,1),(25656,1)]		[(25600,5),(26032,5),(25832,1),(25656,1)]										
26441	8	巴哈专属礼包	150000	50				[(25676,5),(26032,3)]		[(25676,5),(26032,3)]										
26442	8	奇摩专属礼包		50				[(25600,3),(25636,5),(25656,1)]		[(25600,3),(25636,5),(25656,1)]										
26443	8	基地CB专属礼包		50				[(25600,5),(25832,1),(25636,3)]		[(25600,5),(25832,1),(25636,3)]										
26444	8	基地OB专属礼包		150				[(25656,1),(25638,5),(26151,1)]		[(25656,1),(25638,5),(26151,1)]										
26445	8	媒体专属礼包	100000	50				[(25681,20),(26032,3)]		[(25681,20),(26032,3)]										
26465	1	100W金币礼包	1000000																	
26471	8	爱玩精英礼包		20				[(25600,5),(26344,5)]		[(25600,5),(26344,5)]										
26472	8	周卡礼包						[(25600,1)]		[(25600,1)]										
26477	8	圣殿感恩礼包	100000	50				[(25681,30),(25661,10)]		[(25681,30),(25661,10)]										
26483	9	十级宝石礼盒（随机）															[(1000, 25801, 1), (1000, 25802, 1), (1000, 25803, 1),(1000, 25804, 1), (1000, 25805, 1)]		[(1000, 25801, 1), (1000, 25802, 1), (1000, 25803, 1),(1000, 25804, 1), (1000, 25805, 1), (1000, 25806, 1), (1000, 25807, 1), (1000, 25808, 1), (1000, 25809, 1)]	
26499	8	龙骑粉丝礼包	100000	50				[(25656,2),(25600,10),(26032,2)]		[(25656,2),(25600,10),(26032,2)]										
26512	8	VIP尊享礼包		100				[(26036,2),(25600,20)]		[(26036,2),(25600,20)]										
26526	8	贵族8高级至尊礼盒		100				[(26527, 1)]		[(26527, 1)]										
26527	8	贵族8高级至尊礼盒(2)		100				[(26528, 1)]		[(26528, 1)]										
26528	8	贵族8高级至尊礼盒(3)		100				[(26529, 1)]		[(26529, 1)]										
26529	8	贵族8高级至尊礼盒(4)		100				[(26530, 1)]		[(26530, 1)]										
26530	8	贵族8高级至尊礼盒(5)		100				[(26531, 1)]		[(26531, 1)]										
26531	8	贵族8高级至尊礼盒(6)		100				[(26532, 1)]		[(26532, 1)]										
26532	8	贵族8高级至尊礼盒(7)		100				[(26533, 1)]		[(26533, 1)]										
26533	8	贵族8高级至尊礼盒(8)		100				[(26534, 1)]		[(26534, 1)]										
26534	8	贵族8高级至尊礼盒(9)		200																
26535	8	贵族9高级至尊礼盒		150				[(26536, 1)]		[(26536, 1)]										
26536	8	贵族9高级至尊礼盒(2)		150				[(26537, 1)]		[(26537, 1)]										
26537	8	贵族9高级至尊礼盒(3)		150				[(26538, 1)]		[(26538, 1)]										
26538	8	贵族9高级至尊礼盒(4)		150				[(26539, 1)]		[(26539, 1)]										
26539	8	贵族9高级至尊礼盒(5)		150				[(26540, 1)]		[(26540, 1)]										
26540	8	贵族9高级至尊礼盒(6)		150				[(26541, 1)]		[(26541, 1)]										
26541	8	贵族9高级至尊礼盒(7)		150				[(26542, 1)]		[(26542, 1)]										
26542	8	贵族9高级至尊礼盒(8)		150				[(26543, 1)]		[(26543, 1)]										
26543	8	贵族9高级至尊礼盒(9)		300																
26544	8	贵族10高级至尊礼盒		200				[(26545, 1)]		[(26545, 1)]										
26545	8	贵族10高级至尊礼盒(2)		200				[(26546, 1)]		[(26546, 1)]										
26546	8	贵族10高级至尊礼盒(3)		200				[(26547, 1)]		[(26547, 1)]										
26547	8	贵族10高级至尊礼盒(4)		200				[(26548, 1)]		[(26548, 1)]										
26548	8	贵族10高级至尊礼盒(5)		200				[(26549, 1)]		[(26549, 1)]										
26549	8	贵族10高级至尊礼盒(6)		200				[(26550, 1)]		[(26550, 1)]										
26550	8	贵族10高级至尊礼盒(7)		200				[(26551, 1)]		[(26551, 1)]										
26551	8	贵族10高级至尊礼盒(8)		200				[(26552, 1)]		[(26552, 1)]										
26552	8	贵族10高级至尊礼盒(9)		400																
26553	8	贵族8超级至尊礼盒						[(26554, 1),(26044,1)]		[(26554, 1),(26044,1)]										
26554	8	贵族8超级至尊礼盒(2)						[(26555, 1),(26044,1)]		[(26555, 1),(26044,1)]										
26555	8	贵族8超级至尊礼盒(3)						[(26556, 1),(26044,1)]		[(26556, 1),(26044,1)]										
26556	8	贵族8超级至尊礼盒(4)						[(26557, 1),(26044,1)]		[(26557, 1),(26044,1)]										
26557	8	贵族8超级至尊礼盒(5)						[(26558, 1),(26044,1)]		[(26558, 1),(26044,1)]										
26558	8	贵族8超级至尊礼盒(6)						[(26559, 1),(26044,1)]		[(26559, 1),(26044,1)]										
26559	8	贵族8超级至尊礼盒(7)						[(26560, 1),(26044,1)]		[(26560, 1),(26044,1)]										
26560	8	贵族8超级至尊礼盒(8)						[(26561, 1),(26044,1)]		[(26561, 1),(26044,1)]										
26561	8	贵族8超级至尊礼盒(9)						[(26044,1)]		[(26044,1)]										
26562	8	贵族9超级至尊礼盒						[(26563, 1),(26044,1)]		[(26563, 1),(26044,1)]										
26563	8	贵族9超级至尊礼盒(2)						[(26564, 1),(26044,1)]		[(26564, 1),(26044,1)]										
26564	8	贵族9超级至尊礼盒(3)						[(26565, 1),(26044,1)]		[(26565, 1),(26044,1)]										
26565	8	贵族9超级至尊礼盒(4)						[(26566, 1),(26044,1)]		[(26566, 1),(26044,1)]										
26566	8	贵族9超级至尊礼盒(5)						[(26567, 1),(26044,1)]		[(26567, 1),(26044,1)]										
26567	8	贵族9超级至尊礼盒(6)						[(26568, 1),(26044,1)]		[(26568, 1),(26044,1)]										
26568	8	贵族9超级至尊礼盒(7)						[(26569, 1),(26044,1)]		[(26569, 1),(26044,1)]										
26569	8	贵族9超级至尊礼盒(8)						[(26570, 1),(26044,1)]		[(26570, 1),(26044,1)]										
26570	8	贵族9超级至尊礼盒(9)						[(26044,1)]		[(26044,1)]										
26571	8	贵族10超级至尊礼盒						[(26572, 1),(26223,1)]		[(26572, 1),(26223,1)]										
26572	8	贵族10超级至尊礼盒(2)						[(26573, 1),(26223,1)]		[(26573, 1),(26223,1)]										
26573	8	贵族10超级至尊礼盒(3)						[(26574, 1),(26223,1)]		[(26574, 1),(26223,1)]										
26574	8	贵族10超级至尊礼盒(4)						[(26575, 1),(26223,1)]		[(26575, 1),(26223,1)]										
26575	8	贵族10超级至尊礼盒(5)						[(26576, 1),(26223,1)]		[(26576, 1),(26223,1)]										
26576	8	贵族10超级至尊礼盒(6)						[(26577, 1),(26223,1)]		[(26577, 1),(26223,1)]										
26577	8	贵族10超级至尊礼盒(7)						[(26578, 1),(26223,1)]		[(26578, 1),(26223,1)]										
26578	8	贵族10超级至尊礼盒(8)						[(26579, 1),(26223,1)]		[(26579, 1),(26223,1)]										
26579	8	贵族10超级至尊礼盒(9)						[(26223,1)]		[(26223,1)]										
26580	10	贵族8顶级至尊礼盒																[(1100,21,1),(1100,22,1),(1100,23,1),(1100,24,1),(1100,25,1),(1100,26,1),(1100,27,1),(1100,28,1),(1100,29,1)]		[(1100,21,1),(1100,22,1),(1100,23,1),(1100,24,1),(1100,25,1),(1100,26,1),(1100,27,1),(1100,28,1),(1100,29,1)]
26589	10	贵族9顶级至尊礼盒																[(1100,21,1),(1100,22,1),(1100,23,1),(1100,24,1),(1100,25,1),(1100,26,1),(1100,27,1),(1100,28,1),(1100,29,1),(100,37,1),(100,38,1)]		[(1100,21,1),(1100,22,1),(1100,23,1),(1100,24,1),(1100,25,1),(1100,26,1),(1100,27,1),(1100,28,1),(1100,29,1),(100,37,1),(100,38,1)]
26598	10	贵族10顶级至尊礼盒																[(1000,37,1),(1000,38,1)]		[(1000,37,1),(1000,38,1)]
26608	10	命魂至尊礼盒																[(1000,30,1),(1000,31,1),(1000,32,1),(1000,33,1),(1000,34,1)]		[(1000,30,1),(1000,31,1),(1000,32,1),(1000,33,1),(1000,34,1),(1000,35,1),(1000,36,1),(1000,37,1),(1000,38,1)]
26615	11	日常惊喜礼盒（120-139）										(4985, 30000)					[(4985, 25642, 1), (14, 25686, 1),(1, 26513, 1),(1, 26514, 1),(1, 26515, 1),(1, 26516, 1),(1, 26517, 1),(1, 26518, 1), (5, 26500, 1), (5, 26525, 1)]		[(4985, 25642, 1), (14, 25686, 1),(1, 26513, 1),(1, 26514, 1),(1, 26515, 1),(1, 26516, 1),(1, 26517, 1),(1, 26518, 1), (5, 26500, 1), (5, 26525, 1)]	
26616	8	幸运大礼包						[(25600,5),(26344,5)]		[(25600,5),(26344,5)]										
26617	8	音乐节专属礼包						[(26032,10),(25600,10)]		[(26032,10),(25600,10)]										
26618	10	命魂豪华礼盒																[(1000,21,1),(1000,22,1),(1000,23,1),(1000,24,1),(1000,25,1)]		[(1000,21,1),(1000,22,1),(1000,23,1),(1000,24,1),(1000,25,1),(1000,26,1),(1000,27,1),(1000,28,1),(1000,29,1)]
26619	8	圣殿激斗礼包		150				[(25600,10),(26032,3),(25638,5)]		[(25600,10),(26032,3),(25638,5)]										
26620	8	m+礼包		10				[(25832,3),(25681,20),(25637,5)]		[(25832,3),(25681,20),(25637,5)]										
26621	8	热战礼包	100000	50				[(25656,1),(25600,10),(25676,10)]		[(25656,1),(25600,10),(25676,10)]										
26622	8	骑兵礼包	100000	100				[(25600,10),(26151,1),(25638,5)]		[(25600,10),(26151,1),(25638,5)]										
26623	8	超級新手禮包	100000	50				[(25681,30),(25661,10)]		[(25681,30),(25661,10)]										
26624	8	FB禮包	100000	50				[(25681,20),(26032,3)]		[(25681,20),(26032,3)]										
26625	8	會員禮包		50				[(25636,5),(25656,1),(25600,3)]		[(25636,5),(25656,1),(25600,3)]										
26627	8	QQ空间礼包		10				[(26032,1),(25600,5)]		[(26032,1),(25600,5)]										
26628	8	邀请好友礼包		20				[(26032,2),(25600,10)]		[(26032,2),(25600,10)]										
26629	8	34级礼包		30				[(26344,10),(25600,10)]		[(26344,10),(25600,10)]										
26630	8	超值好礼		20				[(25656,1),(25600,5)]		[(25656,1),(25600,5)]										
26631	6	全民国庆礼包						[(25837,10),(25831,5),(25600,10),(26032,4)]		[(25837,10),(25831,5),(25600,10),(26032,4)]										
26632	6	给力国庆礼包						[(25837,20),(25600,20),(26032,10),(25658,1),(26042,1)]		[(25837,20),(25600,20),(26032,10),(25658,1),(26042,1)]										
26633	6	达人专享礼包						[(26042,1),(25642,10),(26344,30),(26032,12),(26447,5)]		[(26042,1),(25642,10),(26344,30),(26032,12),(26447,5)]										
26634	10	紫色命魂礼盒																[(1100,21,1),(1100,22,1),(1100,23,1),(1100,24,1),(1100,25,1),(1100,26,1),(1100,27,1),(1100,28,1),(1100,29,1)]		[(1100,21,1),(1100,22,1),(1100,23,1),(1100,24,1),(1100,25,1),(1100,26,1),(1100,27,1),(1100,28,1),(1100,29,1)]
26635	9	四级攻击宝石礼盒															[(2500,25748,1),(2500,25749,1)]		[(2500,25748,1),(2500,25749,1)]	
26636	9	四级精英宝石礼盒															[(1000,25752,1),(1000,25753,1),(1000,25754,1),(1000,25755,1)]		[(1000,25752,1),(1000,25753,1),(1000,25754,1),(1000,25755,1)]	
26637	8	四级生命宝石礼盒						[(25747,1)]		[(25747,1)]										
26645	8	勇者礼包	4000000	500				[(26029,1),(26030,1),(26344,20),(25600,20),(25656,2),(26032,10)]		[(26029,1),(26030,1),(26344,20),(25600,20),(25656,2),(26032,10)]										
26646	8	英雄礼包	5000000	1000				[(26029,1),(26030,1),(26344,30),(25600,30),(25656,3),(26032,15)]		[(26029,1),(26030,1),(26344,30),(25600,30),(25656,3),(26032,15)]										
26647	8	辉煌礼包	8000000	2000				[(26029,1),(26030,1),(26344,40),(25600,40),(25656,5),(26032,20)]		[(26029,1),(26030,1),(26344,40),(25600,40),(25656,5),(26032,20)]										
26648	8	尊贵礼包	10000000	5000				[(26029,1),(26030,1),(26344,50),(25600,50),(25656,8),(26032,20),(26042,5)]		[(26029,1),(26030,1),(26344,50),(25600,50),(25656,8),(26032,20),(26042,5)]										
26649	8	中秋首日礼包	500000	30				[(26033,1)]		[(26033,1)]										
26650	8	中秋次日礼包	1000000	50				[(26044,1)]		[(26044,1)]										
26651	8	中秋三日礼包	2000000	100				[(26026,1)]		[(26026,1)]										
26654	8	龍騎至尊禮包		200				[(26652,1),(25682,30),(25640,5),(25657,1)]		[(26652,1),(25682,30),(25640,5),(25657,1)]										
26655	8	龍騎王者禮包		300				[(26653,1),(25682,50),(25642,5),(26026,4),(35636,1)]		[(26653,1),(25682,50),(25642,5),(26026,4),(35636,1)]										
26656	6	戰力狂飆小禮包						[(35637,1),(25642,5)]		[(35637,1),(25642,5)]										
26657	6	戰力狂飆大禮包						[(35638,1),(35639,1),(25642,10)]		[(35638,1),(35639,1),(25642,10)]										
26658	6	戰力狂飆超級禮包						[(35636,1),(35640,1),(35641,1),(25642,20)]		[(35636,1),(35640,1),(35641,1),(25642,20)]										
26659	6	戰力狂飆至尊禮包						[(35636,1),(35637,1),(35638,1),(35639,1),(35640,1),(35641,1),(25642,50),(25773,1),(25765,1)]		[(35636,1),(35637,1),(35638,1),(35639,1),(35640,1),(35641,1),(25642,50),(25773,1),(25765,1)]										
26663	8	中秋节日礼盒	880000					[(26661,3),(26026,1),(26042,1),(26369,3),(25832,2)]		[(26661,3),(26026,1),(26042,1),(26369,3),(25832,2)]										
26679	8	絕世好包	2000000	100				[(26026,1),(25661,50),(25642,5)]		[(26026,1),(25661,50),(25642,5)]										
26680	8	土豪禮包	1000000	150				[(25600,50),(25666,50),(25657,3)]		[(25600,50),(25666,50),(25657,3)]										
26900	6	冲级大礼包						[(25600,10),(25681,30),(25656,1)]		[(25600,10),(25681,30),(25656,1)]										
26905	6	白银新手卡						[(35636,1),(25657,1),(25600,10)]		[(35636,1),(25657,1),(25600,10)]										
26906	8	200奖励神石			200															
26907	8	200魔晶礼包		200																
26908	8	坐骑培养石礼包						[(25600,10)]		[(25600,10)]										
26909	8	二阶材料礼包						[(25662,100),(25667,50),(25672,25)]		[(25662,100),(25667,50),(25672,25)]										
26910	8	婚戒大礼包						[(26344,30),(26342,10),(26343,10)]		[(26344,30),(26342,10),(26343,10)]										
26911	8	三星召唤令礼包						[(25658,5)]		[(25658,5)]										
26912	8	占卜大礼包						[(26042,4)]	[(2,1)]	[(26042,4)]	[(2,1)]									
26913	8	三阶材料礼包						[(25663,120),(25668,60),(25673,30)]		[(25663,120),(25668,60),(25673,30)]										
26914	8	四星召唤令礼包						[(25659,5)]		[(25659,5)]										
26915	8	四阶材料礼包						[(25664,140),(25669,70),(25674,35)]		[(25664,140),(25669,70),(25674,35)]										
26916	8	五星召唤令礼包						[(25660,5)]		[(25660,5)]										
26917	8	五阶材料礼包						[(25665,160),(25670,80),(25675,40)]		[(25665,160),(25670,80),(25675,40)]										
26918	8	六星召唤令礼包						[(26525,5)]		[(26525,5)]										
26919	8	一阶材料礼包						[(25661,80),(25666,40),(25671,20)]		[(25661,80),(25666,40),(25671,20)]										
26920	8	二星召唤令礼包						[(25657,5)]		[(25657,5)]										
26922	8	推廣禮包	800000	100				[(25644,20)]		[(25644,20)]										
26926	6	黄金新手卡						[(35642,1),(25658,1),(26042,1)]		[(35642,1),(25658,1),(26042,1)]										
26927	6	至尊卡						[(35705,1),(25893,1),(26144,20),(25837,20)]		[(35705,1),(25893,1),(26144,20),(25837,20)]										
26928	9	八级宝石礼盒															[(1000, 25783, 1), (1000, 25784, 1), (1000, 25785, 1),(1000, 25786, 1), (1000, 25787, 1), (1000, 25788, 1), (1000, 25789, 1), (1000, 25790, 1), (1000, 25791, 1)]		[(1000, 25783, 1), (1000, 25784, 1), (1000, 25785, 1),(1000, 25786, 1), (1000, 25787, 1), (1000, 25788, 1), (1000, 25789, 1), (1000, 25790, 1), (1000, 25791, 1)]	
26929	9	九级宝石礼盒															[(1000, 25792, 1), (1000, 25793, 1), (1000, 25794, 1),(1000, 25795, 1), (1000, 25796, 1), (1000, 25797, 1), (1000, 25798, 1), (1000, 25799, 1), (1000, 25800, 1)]		[(1000, 25792, 1), (1000, 25793, 1), (1000, 25794, 1),(1000, 25795, 1), (1000, 25796, 1), (1000, 25797, 1), (1000, 25798, 1), (1000, 25799, 1), (1000, 25800, 1)]	
26930	9	八级符文礼盒															[(1000, 25934, 1), (1000, 25935, 1), (1000, 25936, 1),(1000, 25937, 1), (1000, 25938, 1), (1000, 25939, 1), (1000, 25940, 1), (1000, 25941, 1), (1000, 25942, 1), (1000, 25943, 1), (1000, 25944, 1), (1000, 25945, 1)]		[(1000, 25934, 1), (1000, 25935, 1), (1000, 25936, 1),(1000, 25937, 1), (1000, 25938, 1), (1000, 25939, 1), (1000, 25940, 1), (1000, 25941, 1), (1000, 25942, 1), (1000, 25943, 1), (1000, 25944, 1), (1000, 25945, 1)]	
26931	9	九级符文礼盒															[(1000, 25946, 1), (1000, 25947, 1), (1000, 25948, 1),(1000, 25949, 1), (1000, 25950, 1), (1000, 25951, 1), (1000, 25952, 1), (1000, 25953, 1), (1000, 25954, 1), (1000, 25955, 1), (1000, 25956, 1), (1000, 25957, 1)]		[(1000, 25946, 1), (1000, 25947, 1), (1000, 25948, 1),(1000, 25949, 1), (1000, 25950, 1), (1000, 25951, 1), (1000, 25952, 1), (1000, 25953, 1), (1000, 25954, 1), (1000, 25955, 1), (1000, 25956, 1), (1000, 25957, 1)]	
