coding	name	Des	propsType	kinds	useLevel	useNeedItem	iconBackgroundColor	canSell	canOverlap	canUse	canUseSome	needLog	sortLevel	icon	bigIcon70	icon_FT	icon_US	icon_RU	icon_TK	icon_PL	icon_Fr	icon_EN	use	nameColor	saleBack	salePrice	saleBack2	salePrice2	doubleclick	minutes	timeoutCoding	invaluable	pbp	showGoods	kuaFuUse	jiaMi
25714	幻术妖姬魂魄	英雄进阶	1	1	80		4	1	1	1	0	1	4910	5007hun			5007hun_US			5007hun_PL	5007hun_Fr		用于将英雄进化为红色#H获得途径：英灵神殿掉落	黄色	0	3000	0	0	YXJINJIE			0	0	0	1	1
25715	众神之王魂魄	英雄进阶	1	1	80		4	1	1	1	0	1	4910	5008hun			5008hun_US			5008hun_PL	5008hun_Fr		用于将英雄进化为红色#H获得途径：英灵神殿掉落	黄色	0	3000	0	0	YXJINJIE			0	0	0	1	1
25716	大法师魂魄	英雄进阶	1	1	80		4	1	1	1	0	1	4910	5003hun			5003hun_US			5003hun_PL	5003hun_Fr		用于将英雄进化为红色#H获得途径：英灵神殿掉落	黄色	0	3000	0	0	YXJINJIE			0	0	0	1	1
25717	地狱斧王魂魄	英雄进阶	1	1	100		4	1	1	1	0	1	4910	5009hun			5009hun_US			5003hun_PL	5009hun_Fr		用于将英雄进化为红色#H获得途径：英灵神殿掉落	黄色	0	3000	0	0	YXJINJIE			0	0	0	1	1
25718	寒冰女巫魂魄	英雄进阶	1	1	100		4	1	1	1	0	1	4910	5010hun			5010hun_US			5003hun_PL	5010hun_Fr		用于将英雄进化为红色#H获得途径：英灵神殿掉落	黄色	0	3000	0	0	YXJINJIE			0	0	0	1	1
25719	烈焰女神魂魄	英雄进阶	1	1	100		4	1	1	1	0	1	4910	5011hun			5011hun_US			5003hun_PL	5010hun_Fr		用于将英雄进化为红色#H获得途径：英灵神殿掉落	黄色	0	3000	0	0	YXJINJIE			0	0	0	1	1
25720	一级生命宝石	宝石	5	3	40		1	1	1	1	0	1	4660	baoshishengming1									宝石镶嵌	绿色	0	1000	0	0	BS			0	0	0	1	0
25721	一级物攻宝石	宝石	5	3	40		1	1	1	1	0	1	4660	baoshiwugong1									宝石镶嵌	绿色	0	1000	0	0	BS			0	0	0	1	0
25722	一级法攻宝石	宝石	5	3	40		1	1	1	1	0	1	4660	baoshifagong1									宝石镶嵌	绿色	0	1000	0	0	BS			0	0	0	1	0
25723	一级物防宝石	宝石	5	3	40		1	1	1	1	0	1	4660	baoshiwufang1									宝石镶嵌	绿色	0	1000	0	0	BS			0	0	0	1	0
25724	一级法防宝石	宝石	5	3	40		1	1	1	1	0	1	4660	baoshifafang1									宝石镶嵌	绿色	0	1000	0	0	BS			0	0	0	1	0
25725	一级暴击宝石	宝石	5	3	40		1	1	1	1	0	1	4660	baoshibaoji1									宝石镶嵌	绿色	0	1000	0	0	BS			0	0	0	1	0
25726	一级免暴宝石	宝石	5	3	40		1	1	1	1	0	1	4660	baoshimianbao1									宝石镶嵌	绿色	0	1000	0	0	BS			0	0	0	1	0
25727	一级破挡宝石	宝石	5	3	40		1	1	1	1	0	1	4660	baoshipodang1									宝石镶嵌	绿色	0	1000	0	0	BS			0	0	0	1	0
25728	一级格挡宝石	宝石	5	3	40		1	1	1	1	0	1	4660	baoshigedang1									宝石镶嵌	绿色	0	1000	0	0	BS			0	0	0	1	0
25729	二级生命宝石	宝石	5	3	40		1	1	1	1	0	1	4660	baoshishengming2									宝石镶嵌	绿色	0	2000	0	0	BS			0	0	0	1	0
25730	二级物攻宝石	宝石	5	3	40		1	1	1	1	0	1	4660	baoshiwugong2									宝石镶嵌	绿色	0	2000	0	0	BS			0	0	0	1	0
25731	二级法攻宝石	宝石	5	3	40		1	1	1	1	0	1	4660	baoshifagong2									宝石镶嵌	绿色	0	2000	0	0	BS			0	0	0	1	0
25732	二级物防宝石	宝石	5	3	40		1	1	1	1	0	1	4660	baoshiwufang2									宝石镶嵌	绿色	0	2000	0	0	BS			0	0	0	1	0
25733	二级法防宝石	宝石	5	3	40		1	1	1	1	0	1	4660	baoshifafang2									宝石镶嵌	绿色	0	2000	0	0	BS			0	0	0	1	0
25734	二级暴击宝石	宝石	5	3	40		1	1	1	1	0	1	4660	baoshibaoji2									宝石镶嵌	绿色	0	2000	0	0	BS			0	0	0	1	0
25735	二级免暴宝石	宝石	5	3	40		1	1	1	1	0	1	4660	baoshimianbao2									宝石镶嵌	绿色	0	2000	0	0	BS			0	0	0	1	0
25736	二级破挡宝石	宝石	5	3	40		1	1	1	1	0	1	4660	baoshipodang2									宝石镶嵌	绿色	0	2000	0	0	BS			0	0	0	1	0
25737	二级格挡宝石	宝石	5	3	40		1	1	1	1	0	1	4660	baoshigedang2									宝石镶嵌	绿色	0	2000	0	0	BS			0	0	0	1	0
25738	三级生命宝石	宝石	5	3	40		2	1	1	1	0	1	4660	baoshishengming3									宝石镶嵌	蓝色	0	3000	0	0	BS			0	0	0	1	0
25739	三级物攻宝石	宝石	5	3	40		2	1	1	1	0	1	4660	baoshiwugong3									宝石镶嵌	蓝色	0	3000	0	0	BS			0	0	0	1	0
25740	三级法攻宝石	宝石	5	3	40		2	1	1	1	0	1	4660	baoshifagong3									宝石镶嵌	蓝色	0	3000	0	0	BS			0	0	0	1	0
25741	三级物防宝石	宝石	5	3	40		2	1	1	1	0	1	4660	baoshiwufang3									宝石镶嵌	蓝色	0	3000	0	0	BS			0	0	0	1	0
25742	三级法防宝石	宝石	5	3	40		2	1	1	1	0	1	4660	baoshifafang3									宝石镶嵌	蓝色	0	3000	0	0	BS			0	0	0	1	0
25743	三级暴击宝石	宝石	5	3	40		2	1	1	1	0	1	4660	baoshibaoji3									宝石镶嵌	蓝色	0	3000	0	0	BS			0	0	0	1	0
25744	三级免暴宝石	宝石	5	3	40		2	1	1	1	0	1	4660	baoshimianbao3									宝石镶嵌	蓝色	0	3000	0	0	BS			0	0	0	1	0
25745	三级破挡宝石	宝石	5	3	40		2	1	1	1	0	1	4660	baoshipodang3									宝石镶嵌	蓝色	0	3000	0	0	BS			0	0	0	1	0
25746	三级格挡宝石	宝石	5	3	40		2	1	1	1	0	1	4660	baoshigedang3									宝石镶嵌	蓝色	0	3000	0	0	BS			0	0	0	1	0
25747	四级生命宝石	宝石	5	3	40		2	1	1	1	0	1	4660	baoshishengming4									宝石镶嵌	蓝色	0	4000	0	0	BS			0	0	0	1	0
25748	四级物攻宝石	宝石	5	3	40		2	1	1	1	0	1	4660	baoshiwugong4									宝石镶嵌	蓝色	0	4000	0	0	BS			0	0	0	1	0
25749	四级法攻宝石	宝石	5	3	40		2	1	1	1	0	1	4660	baoshifagong4									宝石镶嵌	蓝色	0	4000	0	0	BS			0	0	0	1	0
25750	四级物防宝石	宝石	5	3	40		2	1	1	1	0	1	4660	baoshiwufang4									宝石镶嵌	蓝色	0	4000	0	0	BS			0	0	0	1	0
25751	四级法防宝石	宝石	5	3	40		2	1	1	1	0	1	4660	baoshifafang4									宝石镶嵌	蓝色	0	4000	0	0	BS			0	0	0	1	0
25752	四级暴击宝石	宝石	5	3	40		2	1	1	1	0	1	4660	baoshibaoji4									宝石镶嵌	蓝色	0	4000	0	0	BS			0	0	0	1	0
25753	四级免暴宝石	宝石	5	3	40		2	1	1	1	0	1	4660	baoshimianbao4									宝石镶嵌	蓝色	0	4000	0	0	BS			0	0	0	1	0
25754	四级破挡宝石	宝石	5	3	40		2	1	1	1	0	1	4660	baoshipodang4									宝石镶嵌	蓝色	0	4000	0	0	BS			0	0	0	1	0
25755	四级格挡宝石	宝石	5	3	40		2	1	1	1	0	1	4660	baoshigedang4									宝石镶嵌	蓝色	0	4000	0	0	BS			0	0	0	1	0
25756	五级生命宝石	宝石	5	3	40		3	1	1	1	0	1	4660	baoshishengming5									宝石镶嵌	紫色	0	5000	0	0	BS			0	0	0	1	1
25757	五级物攻宝石	宝石	5	3	40		3	1	1	1	0	1	4660	baoshiwugong5									宝石镶嵌	紫色	0	5000	0	0	BS			0	0	0	1	1
25758	五级法攻宝石	宝石	5	3	40		3	1	1	1	0	1	4660	baoshifagong5									宝石镶嵌	紫色	0	5000	0	0	BS			0	0	0	1	1
25759	五级物防宝石	宝石	5	3	40		3	1	1	1	0	1	4660	baoshiwufang5									宝石镶嵌	紫色	0	5000	0	0	BS			0	0	0	1	1
25760	五级法防宝石	宝石	5	3	40		3	1	1	1	0	1	4660	baoshifafang5									宝石镶嵌	紫色	0	5000	0	0	BS			0	0	0	1	1
25761	五级暴击宝石	宝石	5	3	40		3	1	1	1	0	1	4660	baoshibaoji5									宝石镶嵌	紫色	0	5000	0	0	BS			0	0	0	1	1
25762	五级免暴宝石	宝石	5	3	40		3	1	1	1	0	1	4660	baoshimianbao5									宝石镶嵌	紫色	0	5000	0	0	BS			0	0	0	1	1
25763	五级破挡宝石	宝石	5	3	40		3	1	1	1	0	1	4660	baoshipodang5									宝石镶嵌	紫色	0	5000	0	0	BS			0	0	0	1	1
25764	五级格挡宝石	宝石	5	3	40		3	1	1	1	0	1	4660	baoshigedang5									宝石镶嵌	紫色	0	5000	0	0	BS			0	0	0	1	1
25765	六级生命宝石	宝石	5	3	40		3	1	1	1	0	1	4660	baoshishengming6									宝石镶嵌	紫色	0	6000	0	0	BS			0	0	0	1	1
25766	六级物攻宝石	宝石	5	3	40		3	1	1	1	0	1	4660	baoshiwugong6									宝石镶嵌	紫色	0	6000	0	0	BS			0	0	0	1	1
25767	六级法攻宝石	宝石	5	3	40		3	1	1	1	0	1	4660	baoshifagong6									宝石镶嵌	紫色	0	6000	0	0	BS			0	0	0	1	1
25768	六级物防宝石	宝石	5	3	40		3	1	1	1	0	1	4660	baoshiwufang6									宝石镶嵌	紫色	0	6000	0	0	BS			0	0	0	1	1
25769	六级法防宝石	宝石	5	3	40		3	1	1	1	0	1	4660	baoshifafang6									宝石镶嵌	紫色	0	6000	0	0	BS			0	0	0	1	1
25770	六级暴击宝石	宝石	5	3	40		3	1	1	1	0	1	4660	baoshibaoji6									宝石镶嵌	紫色	0	6000	0	0	BS			0	0	0	1	1
25771	六级免暴宝石	宝石	5	3	40		3	1	1	1	0	1	4660	baoshimianbao6									宝石镶嵌	紫色	0	6000	0	0	BS			0	0	0	1	1
25772	六级破挡宝石	宝石	5	3	40		3	1	1	1	0	1	4660	baoshipodang6									宝石镶嵌	紫色	0	6000	0	0	BS			0	0	0	1	1
25773	六级格挡宝石	宝石	5	3	40		3	1	1	1	0	1	4660	baoshigedang6									宝石镶嵌	紫色	0	6000	0	0	BS			0	0	0	1	1
25774	七级生命宝石	宝石	5	3	40		5	1	1	1	0	1	4660	baoshishengming7									宝石镶嵌	橙色	0	7000	0	0	BS			0	0	0	1	1
25775	七级物攻宝石	宝石	5	3	40		5	1	1	1	0	1	4660	baoshiwugong7									宝石镶嵌	橙色	0	7000	0	0	BS			0	0	0	1	1
25776	七级法攻宝石	宝石	5	3	40		5	1	1	1	0	1	4660	baoshifagong7									宝石镶嵌	橙色	0	7000	0	0	BS			0	0	0	1	1
25777	七级物防宝石	宝石	5	3	40		5	1	1	1	0	1	4660	baoshiwufang7									宝石镶嵌	橙色	0	7000	0	0	BS			0	0	0	1	1
25778	七级法防宝石	宝石	5	3	40		5	1	1	1	0	1	4660	baoshifafang7									宝石镶嵌	橙色	0	7000	0	0	BS			0	0	0	1	1
25779	七级暴击宝石	宝石	5	3	40		5	1	1	1	0	1	4660	baoshibaoji7									宝石镶嵌	橙色	0	7000	0	0	BS			0	0	0	1	1
25780	七级免暴宝石	宝石	5	3	40		5	1	1	1	0	1	4660	baoshimianbao7									宝石镶嵌	橙色	0	7000	0	0	BS			0	0	0	1	1
25781	七级破挡宝石	宝石	5	3	40		5	1	1	1	0	1	4660	baoshipodang7									宝石镶嵌	橙色	0	7000	0	0	BS			0	0	0	1	1
25782	七级格挡宝石	宝石	5	3	40		5	1	1	1	0	1	4660	baoshigedang7									宝石镶嵌	橙色	0	7000	0	0	BS			0	0	0	1	1
25783	八级生命宝石	宝石	5	3	40		5	1	1	1	0	1	4660	baoshishengming8									宝石镶嵌	橙色	0	8000	0	0	BS			0	0	0	1	1
25784	八级物攻宝石	宝石	5	3	40		5	1	1	1	0	1	4660	baoshiwugong8									宝石镶嵌	橙色	0	8000	0	0	BS			0	0	0	1	1
25785	八级法攻宝石	宝石	5	3	40		5	1	1	1	0	1	4660	baoshifagong8									宝石镶嵌	橙色	0	8000	0	0	BS			0	0	0	1	1
25786	八级物防宝石	宝石	5	3	40		5	1	1	1	0	1	4660	baoshiwufang8									宝石镶嵌	橙色	0	8000	0	0	BS			0	0	0	1	1
25787	八级法防宝石	宝石	5	3	40		5	1	1	1	0	1	4660	baoshifafang8									宝石镶嵌	橙色	0	8000	0	0	BS			0	0	0	1	1
25788	八级暴击宝石	宝石	5	3	40		5	1	1	1	0	1	4660	baoshibaoji8									宝石镶嵌	橙色	0	8000	0	0	BS			0	0	0	1	1
25789	八级免暴宝石	宝石	5	3	40		5	1	1	1	0	1	4660	baoshimianbao8									宝石镶嵌	橙色	0	8000	0	0	BS			0	0	0	1	1
25790	八级破挡宝石	宝石	5	3	40		5	1	1	1	0	1	4660	baoshipodang8									宝石镶嵌	橙色	0	8000	0	0	BS			0	0	0	1	1
25791	八级格挡宝石	宝石	5	3	40		5	1	1	1	0	1	4660	baoshigedang8									宝石镶嵌	橙色	0	8000	0	0	BS			0	0	0	1	1
25792	九级生命宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshishengming9									宝石镶嵌	红色	0	9000	0	0	BS			0	0	0	1	1
25793	九级物攻宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshiwugong9	baoshiwugong9da								宝石镶嵌	红色	0	9000	0	0	BS			0	0	0	1	1
25794	九级法攻宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshifagong9									宝石镶嵌	红色	0	9000	0	0	BS			0	0	0	1	1
25795	九级物防宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshiwufang9									宝石镶嵌	红色	0	9000	0	0	BS			0	0	0	1	1
25796	九级法防宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshifafang9									宝石镶嵌	红色	0	9000	0	0	BS			0	0	0	1	1
25797	九级暴击宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshibaoji9									宝石镶嵌	红色	0	9000	0	0	BS			0	0	0	1	1
25798	九级免暴宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshimianbao9									宝石镶嵌	红色	0	9000	0	0	BS			0	0	0	1	1
25799	九级破挡宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshipodang9									宝石镶嵌	红色	0	9000	0	0	BS			0	0	0	1	1
25800	九级格挡宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshigedang9									宝石镶嵌	红色	0	9000	0	0	BS			0	0	0	1	1
25801	十级生命宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshishengming10									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
25802	十级物攻宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshiwugong10									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
25803	十级法攻宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshifagong10									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
25804	十级物防宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshiwufang10									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
25805	十级法防宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshifafang10									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
25806	十级暴击宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshibaoji10									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
25807	十级免暴宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshimianbao10									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
25808	十级破挡宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshipodang10									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
25809	十级格挡宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshigedang10									宝石镶嵌	红色	0	10000	0	0	BS			0	0	0	1	1
25810	十一级生命宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshishengming11									宝石镶嵌	红色	0	11000	0	0	BS			0	0	0	1	1
25811	十一级物攻宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshiwugong11									宝石镶嵌	红色	0	11000	0	0	BS			0	0	0	1	1
25812	十一级法攻宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshifagong11									宝石镶嵌	红色	0	11000	0	0	BS			0	0	0	1	1
25813	十一级物防宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshiwufang11									宝石镶嵌	红色	0	11000	0	0	BS			0	0	0	1	1
25814	十一级法防宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshifafang11									宝石镶嵌	红色	0	11000	0	0	BS			0	0	0	1	1
25815	十一级暴击宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshibaoji11									宝石镶嵌	红色	0	11000	0	0	BS			0	0	0	1	1
25816	十一级免暴宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshimianbao11									宝石镶嵌	红色	0	11000	0	0	BS			0	0	0	1	1
25817	十一级破挡宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshipodang11									宝石镶嵌	红色	0	11000	0	0	BS			0	0	0	1	1
25818	十一级格挡宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshigedang11									宝石镶嵌	红色	0	11000	0	0	BS			0	0	0	1	1
25819	十二级生命宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshishengming12									宝石镶嵌	红色	0	12000	0	0	BS			0	0	0	1	1
25820	十二级物攻宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshiwugong12									宝石镶嵌	红色	0	12000	0	0	BS			0	0	0	1	1
25821	十二级法攻宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshifagong12									宝石镶嵌	红色	0	12000	0	0	BS			0	0	0	1	1
25822	十二级物防宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshiwufang12									宝石镶嵌	红色	0	12000	0	0	BS			0	0	0	1	1
25823	十二级法防宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshifafang12									宝石镶嵌	红色	0	12000	0	0	BS			0	0	0	1	1
25824	十二级暴击宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshibaoji12									宝石镶嵌	红色	0	12000	0	0	BS			0	0	0	1	1
25825	十二级免暴宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshimianbao12									宝石镶嵌	红色	0	12000	0	0	BS			0	0	0	1	1
25826	十二级破挡宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshipodang12									宝石镶嵌	红色	0	12000	0	0	BS			0	0	0	1	1
25827	十二级格挡宝石	宝石	5	3	40		6	1	1	1	0	1	4660	baoshigedang12									宝石镶嵌	红色	0	12000	0	0	BS			0	0	0	1	1
25828	金币	数值	1	2	1		5	0	1	0	0	1	1200	jinBi									金币	橙色	0	0	0	0	0			0	0	0	1	1
25829	魔晶	数值	1	2	1		3	0	1	0	0	1	1200	moJing									魔晶	紫色	0	0	0	0	0			0	0	0	1	1
25831	宝石封印石	宝石封印	1	1	60		3	1	1	1	0	1	4880	baoshifengyinshi									用于宝石封印,每次宝石封印消耗一个宝石封印石	紫色	0	2000	0	0	BSFY			0	0	0	1	1
25832	小喇叭	商城道具	1	1	36		3	1	1	0	0	1	4650	laba									用于世界频道喊话#H#C(#FF0000)贵族3使用无等级限制#n	紫色	0	1500	0	0	0			0	0	0	1	1
25833	圣灵碎片	材料兑换	1	1	1		4	1	1	1	0	1	4930	shenglingsuipian									在劫宝中掉落，可在地精宝库中兑换珍稀物品	黄色	0	10000	0	0	OPEN_GOBLIN_EXCHANGE			0	0	0	1	1
25834	超值攻击宝石礼盒	商城道具	1	1	1		4	0	1	1	0	1	4650	lihejingxi3									打开可获得三级物攻宝石×6，三级法攻宝石×6	黄色	0	10000	0	0	0			0	0	0	1	1
25835	首充羽翼礼盒	道具	1	1	20	25836	4	0	0	1	0	1	4680	lihejingxi3									需要羽翼礼盒开启石开启，开启后可以获得【白色恋人】，羽翼礼盒开启石可于首充第五重礼中获得	黄色	0	0	0	0	OPEN_SHOUCHONG_PACK			0	0	0	1	1
25836	羽翼礼盒开启石	道具	1	1	20		4	1	0	0	0	1	4680	SCYYKaiQiShi									用于开启幻翼礼盒	黄色	0	100000	0	0	0			0	0	0	1	1
25837	羽翼培养石	羽翼	1	1	65		3	1	1	1	0	1	4800	yuyipeoyangshi									羽翼培养时代替神石，每次培养消耗1个，培养时优先消耗羽翼培养石。	紫色	0	3000	0	0	OPEN_WING			0	0	0	1	1
25838	10级礼包	礼包	1	1	10		3	0	0	1	0	1	4990	libaodengji									打开可获得：20级礼包×1，金币+50000。	紫色	0	0	0	0	0			0	0	1	1	1
25839	20级礼包	礼包	1	1	20		3	0	0	1	0	1	4990	libaodengji									打开可获得：30级礼包×1，金币+100000，#H重装头盔×1，烈风铠甲×1，凌动战靴×1。	紫色	0	0	0	0	0			0	0	1	1	1
25840	30级礼包	礼包	1	1	30		3	0	0	1	0	1	4990	libaodengji									打开可获得：40级礼包×1，金币+150000，#H骑士剑×1，日炎戒指×1，夜光手镯×1。	紫色	0	0	0	0	0			0	0	1	1	1
25841	40级礼包	礼包	1	1	40		3	0	0	1	0	1	4990	libaodengji									打开可获得：50级礼包×1，金币+200000，#H超级经验果×5，一阶天灵石×50。	紫色	0	0	0	0	0			0	0	1	1	1
25842	50级礼包	礼包	1	1	50		3	0	0	1	0	1	4990	libaodengji									打开可获得：60级礼包×1，金币+300000，#H小经验酒×5，一阶玄铁×25。	紫色	0	0	0	0	0			0	0	1	1	1
25843	60级礼包	礼包	1	1	60		3	0	0	1	0	1	4990	libaodengji									打开可获得：70级礼包×1，二阶天灵石×50，#H三级龙晶+20，魔晶+20。	紫色	0	0	0	0	0			0	0	1	1	1
25844	70级礼包	礼包	1	1	70		3	0	0	1	0	1	4990	libaodengji									打开可获得：80级礼包×1，二阶玄铁×50，#H三级龙晶×30，魔晶+30。	紫色	0	0	0	0	0			0	0	1	1	1
25845	80级礼包	礼包	1	1	80		3	0	0	1	0	1	4990	libaodengji									打开可获得：90级礼包×1，三阶天灵石×100，#H四级龙晶×20，魔晶+20。	紫色	0	0	0	0	0			0	0	1	1	1
25846	90级礼包	礼包	1	1	90		3	0	0	1	0	1	4990	libaodengji									打开可获得：100级礼包×1，三阶玄铁×50，#H四级龙晶×30，魔晶+30。	紫色	0	0	0	0	0			0	0	1	1	1
25847	100级礼包	礼包	1	1	100		3	0	0	1	0	1	4990	libaodengji									打开可获得：金币+1000000，魔晶+50。	紫色	0	0	0	0	0			0	0	1	1	1
25848	10魔晶	礼包	1	1	1		3	0	1	1	1	1	4990	moJing									#C(#FFFFFF)双击打开获得：#n10魔晶	紫色	0	0	0	0	0			0	0	0	1	1
25849	10000金币	礼包	1	1	1		3	0	0	1	0	1	4990	jinBi									#C(#FFFFFF)双击打开获得：#n10000金币	紫色	0	0	0	0	0			0	0	0	1	1
25850	一级正义符文	符文	11	5	60		1	1	1	1	0	1	4790	fuwenzhengyi1										绿色	0	1000	0	0	FW			0	0	0	1	0
25851	一级公正符文	符文	11	5	60		1	1	1	1	0	1	4790	fuwengongzheng1										绿色	0	1000	0	0	FW			0	0	0	1	0
25852	一级英勇符文	符文	11	5	60		1	1	1	1	0	1	4790	fuwenyingyong1										绿色	0	1000	0	0	FW			0	0	0	1	0
25853	一级无畏符文	符文	11	5	60		1	1	1	1	0	1	4790	fuwenwuwei1										绿色	0	1000	0	0	FW			0	0	0	1	0
25854	一级信仰符文	符文	11	5	60		1	1	1	1	0	1	4790	fuwenxinyang1										绿色	0	1000	0	0	FW			0	0	0	1	0
25855	一级智慧符文	符文	11	5	60		1	1	1	1	0	1	4790	fuwenzhihui1										绿色	0	1000	0	0	FW			0	0	0	1	0
25856	一级命运符文	符文	11	5	60		1	1	1	1	0	1	4790	fuwenmingyun1										绿色	0	1000	0	0	FW			0	0	0	1	0
25857	一级怜悯符文	符文	11	5	60		1	1	1	1	0	1	4790	fuwenlianmin1										绿色	0	1000	0	0	FW			0	0	0	1	0
25858	一级奉献符文	符文	11	5	60		1	1	1	1	0	1	4790	fuwenfengxian1										绿色	0	1000	0	0	FW			0	0	0	1	0
25859	一级忠诚符文	符文	11	5	60		1	1	1	1	0	1	4790	fuwenzhongcheng1										绿色	0	1000	0	0	FW			0	0	0	1	0
25860	一级荣誉符文	符文	11	5	60		1	1	1	1	0	1	4790	fuwenrongyu1										绿色	0	1000	0	0	FW			0	0	0	1	0
25861	一级牺牲符文	符文	11	5	60		1	1	1	1	0	1	4790	fuwenxisheng1										绿色	0	1000	0	0	FW			0	0	0	1	0
25862	二级正义符文	符文	11	5	60		1	1	1	1	0	1	4790	fuwenzhengyi2										绿色	0	2000	0	0	FW			0	0	0	1	0
25863	二级公正符文	符文	11	5	60		1	1	1	1	0	1	4790	fuwengongzheng2										绿色	0	2000	0	0	FW			0	0	0	1	0
