rank	level	rewardItem
20	108	[(27481,2),(25685,60),(25664,30)]
1	109	[(27481,5),(27482,1),(25685,200),(25664,100)]
2	109	[(27481,4),(27482,1),(25685,150),(25664,75)]
3	109	[(27481,3),(27482,1),(25685,100),(25664,50)]
4	109	[(27481,3),(25685,80),(25664,40)]
5	109	[(27481,3),(25685,80),(25664,40)]
6	109	[(27481,3),(25685,80),(25664,40)]
7	109	[(27481,3),(25685,80),(25664,40)]
8	109	[(27481,3),(25685,80),(25664,40)]
9	109	[(27481,3),(25685,80),(25664,40)]
10	109	[(27481,3),(25685,80),(25664,40)]
11	109	[(27481,2),(25685,60),(25664,30)]
12	109	[(27481,2),(25685,60),(25664,30)]
13	109	[(27481,2),(25685,60),(25664,30)]
14	109	[(27481,2),(25685,60),(25664,30)]
15	109	[(27481,2),(25685,60),(25664,30)]
16	109	[(27481,2),(25685,60),(25664,30)]
17	109	[(27481,2),(25685,60),(25664,30)]
18	109	[(27481,2),(25685,60),(25664,30)]
19	109	[(27481,2),(25685,60),(25664,30)]
20	109	[(27481,2),(25685,60),(25664,30)]
1	110	[(27481,5),(27482,1),(25685,200),(25664,100)]
2	110	[(27481,4),(27482,1),(25685,150),(25664,75)]
3	110	[(27481,3),(27482,1),(25685,100),(25664,50)]
4	110	[(27481,3),(25685,80),(25664,40)]
5	110	[(27481,3),(25685,80),(25664,40)]
6	110	[(27481,3),(25685,80),(25664,40)]
7	110	[(27481,3),(25685,80),(25664,40)]
8	110	[(27481,3),(25685,80),(25664,40)]
9	110	[(27481,3),(25685,80),(25664,40)]
10	110	[(27481,3),(25685,80),(25664,40)]
11	110	[(27481,2),(25685,60),(25664,30)]
12	110	[(27481,2),(25685,60),(25664,30)]
13	110	[(27481,2),(25685,60),(25664,30)]
14	110	[(27481,2),(25685,60),(25664,30)]
15	110	[(27481,2),(25685,60),(25664,30)]
16	110	[(27481,2),(25685,60),(25664,30)]
17	110	[(27481,2),(25685,60),(25664,30)]
18	110	[(27481,2),(25685,60),(25664,30)]
19	110	[(27481,2),(25685,60),(25664,30)]
20	110	[(27481,2),(25685,60),(25664,30)]
1	111	[(27481,5),(27482,1),(25685,200),(25664,100)]
2	111	[(27481,4),(27482,1),(25685,150),(25664,75)]
3	111	[(27481,3),(27482,1),(25685,100),(25664,50)]
4	111	[(27481,3),(25685,80),(25664,40)]
5	111	[(27481,3),(25685,80),(25664,40)]
6	111	[(27481,3),(25685,80),(25664,40)]
7	111	[(27481,3),(25685,80),(25664,40)]
8	111	[(27481,3),(25685,80),(25664,40)]
9	111	[(27481,3),(25685,80),(25664,40)]
10	111	[(27481,3),(25685,80),(25664,40)]
11	111	[(27481,2),(25685,60),(25664,30)]
12	111	[(27481,2),(25685,60),(25664,30)]
13	111	[(27481,2),(25685,60),(25664,30)]
14	111	[(27481,2),(25685,60),(25664,30)]
15	111	[(27481,2),(25685,60),(25664,30)]
16	111	[(27481,2),(25685,60),(25664,30)]
17	111	[(27481,2),(25685,60),(25664,30)]
18	111	[(27481,2),(25685,60),(25664,30)]
19	111	[(27481,2),(25685,60),(25664,30)]
20	111	[(27481,2),(25685,60),(25664,30)]
1	112	[(27481,5),(27482,1),(25685,200),(25664,100)]
2	112	[(27481,4),(27482,1),(25685,150),(25664,75)]
3	112	[(27481,3),(27482,1),(25685,100),(25664,50)]
4	112	[(27481,3),(25685,80),(25664,40)]
5	112	[(27481,3),(25685,80),(25664,40)]
6	112	[(27481,3),(25685,80),(25664,40)]
7	112	[(27481,3),(25685,80),(25664,40)]
8	112	[(27481,3),(25685,80),(25664,40)]
9	112	[(27481,3),(25685,80),(25664,40)]
10	112	[(27481,3),(25685,80),(25664,40)]
11	112	[(27481,2),(25685,60),(25664,30)]
12	112	[(27481,2),(25685,60),(25664,30)]
13	112	[(27481,2),(25685,60),(25664,30)]
14	112	[(27481,2),(25685,60),(25664,30)]
15	112	[(27481,2),(25685,60),(25664,30)]
16	112	[(27481,2),(25685,60),(25664,30)]
17	112	[(27481,2),(25685,60),(25664,30)]
18	112	[(27481,2),(25685,60),(25664,30)]
19	112	[(27481,2),(25685,60),(25664,30)]
20	112	[(27481,2),(25685,60),(25664,30)]
1	113	[(27481,5),(27482,1),(25685,200),(25664,100)]
2	113	[(27481,4),(27482,1),(25685,150),(25664,75)]
3	113	[(27481,3),(27482,1),(25685,100),(25664,50)]
4	113	[(27481,3),(25685,80),(25664,40)]
5	113	[(27481,3),(25685,80),(25664,40)]
6	113	[(27481,3),(25685,80),(25664,40)]
7	113	[(27481,3),(25685,80),(25664,40)]
8	113	[(27481,3),(25685,80),(25664,40)]
9	113	[(27481,3),(25685,80),(25664,40)]
10	113	[(27481,3),(25685,80),(25664,40)]
11	113	[(27481,2),(25685,60),(25664,30)]
12	113	[(27481,2),(25685,60),(25664,30)]
13	113	[(27481,2),(25685,60),(25664,30)]
14	113	[(27481,2),(25685,60),(25664,30)]
15	113	[(27481,2),(25685,60),(25664,30)]
16	113	[(27481,2),(25685,60),(25664,30)]
17	113	[(27481,2),(25685,60),(25664,30)]
18	113	[(27481,2),(25685,60),(25664,30)]
19	113	[(27481,2),(25685,60),(25664,30)]
20	113	[(27481,2),(25685,60),(25664,30)]
1	114	[(27481,5),(27482,1),(25685,200),(25664,100)]
2	114	[(27481,4),(27482,1),(25685,150),(25664,75)]
3	114	[(27481,3),(27482,1),(25685,100),(25664,50)]
4	114	[(27481,3),(25685,80),(25664,40)]
5	114	[(27481,3),(25685,80),(25664,40)]
6	114	[(27481,3),(25685,80),(25664,40)]
7	114	[(27481,3),(25685,80),(25664,40)]
8	114	[(27481,3),(25685,80),(25664,40)]
9	114	[(27481,3),(25685,80),(25664,40)]
10	114	[(27481,3),(25685,80),(25664,40)]
11	114	[(27481,2),(25685,60),(25664,30)]
12	114	[(27481,2),(25685,60),(25664,30)]
13	114	[(27481,2),(25685,60),(25664,30)]
14	114	[(27481,2),(25685,60),(25664,30)]
15	114	[(27481,2),(25685,60),(25664,30)]
16	114	[(27481,2),(25685,60),(25664,30)]
17	114	[(27481,2),(25685,60),(25664,30)]
18	114	[(27481,2),(25685,60),(25664,30)]
19	114	[(27481,2),(25685,60),(25664,30)]
20	114	[(27481,2),(25685,60),(25664,30)]
1	115	[(27481,5),(27482,1),(25685,200),(25664,100)]
2	115	[(27481,4),(27482,1),(25685,150),(25664,75)]
3	115	[(27481,3),(27482,1),(25685,100),(25664,50)]
4	115	[(27481,3),(25685,80),(25664,40)]
5	115	[(27481,3),(25685,80),(25664,40)]
6	115	[(27481,3),(25685,80),(25664,40)]
7	115	[(27481,3),(25685,80),(25664,40)]
8	115	[(27481,3),(25685,80),(25664,40)]
9	115	[(27481,3),(25685,80),(25664,40)]
10	115	[(27481,3),(25685,80),(25664,40)]
11	115	[(27481,2),(25685,60),(25664,30)]
12	115	[(27481,2),(25685,60),(25664,30)]
13	115	[(27481,2),(25685,60),(25664,30)]
14	115	[(27481,2),(25685,60),(25664,30)]
15	115	[(27481,2),(25685,60),(25664,30)]
16	115	[(27481,2),(25685,60),(25664,30)]
17	115	[(27481,2),(25685,60),(25664,30)]
18	115	[(27481,2),(25685,60),(25664,30)]
19	115	[(27481,2),(25685,60),(25664,30)]
20	115	[(27481,2),(25685,60),(25664,30)]
1	116	[(27481,5),(27482,1),(25685,200),(25664,100)]
2	116	[(27481,4),(27482,1),(25685,150),(25664,75)]
3	116	[(27481,3),(27482,1),(25685,100),(25664,50)]
4	116	[(27481,3),(25685,80),(25664,40)]
5	116	[(27481,3),(25685,80),(25664,40)]
6	116	[(27481,3),(25685,80),(25664,40)]
7	116	[(27481,3),(25685,80),(25664,40)]
8	116	[(27481,3),(25685,80),(25664,40)]
9	116	[(27481,3),(25685,80),(25664,40)]
10	116	[(27481,3),(25685,80),(25664,40)]
11	116	[(27481,2),(25685,60),(25664,30)]
12	116	[(27481,2),(25685,60),(25664,30)]
13	116	[(27481,2),(25685,60),(25664,30)]
14	116	[(27481,2),(25685,60),(25664,30)]
15	116	[(27481,2),(25685,60),(25664,30)]
16	116	[(27481,2),(25685,60),(25664,30)]
17	116	[(27481,2),(25685,60),(25664,30)]
18	116	[(27481,2),(25685,60),(25664,30)]
19	116	[(27481,2),(25685,60),(25664,30)]
20	116	[(27481,2),(25685,60),(25664,30)]
1	117	[(27481,5),(27482,1),(25685,200),(25664,100)]
2	117	[(27481,4),(27482,1),(25685,150),(25664,75)]
3	117	[(27481,3),(27482,1),(25685,100),(25664,50)]
4	117	[(27481,3),(25685,80),(25664,40)]
5	117	[(27481,3),(25685,80),(25664,40)]
6	117	[(27481,3),(25685,80),(25664,40)]
7	117	[(27481,3),(25685,80),(25664,40)]
8	117	[(27481,3),(25685,80),(25664,40)]
9	117	[(27481,3),(25685,80),(25664,40)]
10	117	[(27481,3),(25685,80),(25664,40)]
11	117	[(27481,2),(25685,60),(25664,30)]
12	117	[(27481,2),(25685,60),(25664,30)]
13	117	[(27481,2),(25685,60),(25664,30)]
14	117	[(27481,2),(25685,60),(25664,30)]
15	117	[(27481,2),(25685,60),(25664,30)]
16	117	[(27481,2),(25685,60),(25664,30)]
17	117	[(27481,2),(25685,60),(25664,30)]
18	117	[(27481,2),(25685,60),(25664,30)]
19	117	[(27481,2),(25685,60),(25664,30)]
20	117	[(27481,2),(25685,60),(25664,30)]
1	118	[(27481,5),(27482,1),(25685,200),(25664,100)]
2	118	[(27481,4),(27482,1),(25685,150),(25664,75)]
3	118	[(27481,3),(27482,1),(25685,100),(25664,50)]
4	118	[(27481,3),(25685,80),(25664,40)]
5	118	[(27481,3),(25685,80),(25664,40)]
6	118	[(27481,3),(25685,80),(25664,40)]
7	118	[(27481,3),(25685,80),(25664,40)]
8	118	[(27481,3),(25685,80),(25664,40)]
9	118	[(27481,3),(25685,80),(25664,40)]
10	118	[(27481,3),(25685,80),(25664,40)]
11	118	[(27481,2),(25685,60),(25664,30)]
12	118	[(27481,2),(25685,60),(25664,30)]
13	118	[(27481,2),(25685,60),(25664,30)]
14	118	[(27481,2),(25685,60),(25664,30)]
15	118	[(27481,2),(25685,60),(25664,30)]
16	118	[(27481,2),(25685,60),(25664,30)]
17	118	[(27481,2),(25685,60),(25664,30)]
18	118	[(27481,2),(25685,60),(25664,30)]
19	118	[(27481,2),(25685,60),(25664,30)]
20	118	[(27481,2),(25685,60),(25664,30)]
1	119	[(27481,5),(27482,1),(25685,200),(25664,100)]
2	119	[(27481,4),(27482,1),(25685,150),(25664,75)]
3	119	[(27481,3),(27482,1),(25685,100),(25664,50)]
4	119	[(27481,3),(25685,80),(25664,40)]
5	119	[(27481,3),(25685,80),(25664,40)]
6	119	[(27481,3),(25685,80),(25664,40)]
7	119	[(27481,3),(25685,80),(25664,40)]
8	119	[(27481,3),(25685,80),(25664,40)]
9	119	[(27481,3),(25685,80),(25664,40)]
10	119	[(27481,3),(25685,80),(25664,40)]
11	119	[(27481,2),(25685,60),(25664,30)]
12	119	[(27481,2),(25685,60),(25664,30)]
13	119	[(27481,2),(25685,60),(25664,30)]
14	119	[(27481,2),(25685,60),(25664,30)]
15	119	[(27481,2),(25685,60),(25664,30)]
16	119	[(27481,2),(25685,60),(25664,30)]
17	119	[(27481,2),(25685,60),(25664,30)]
18	119	[(27481,2),(25685,60),(25664,30)]
19	119	[(27481,2),(25685,60),(25664,30)]
20	119	[(27481,2),(25685,60),(25664,30)]
1	120	[(27481,5),(27482,1),(25686,200),(25665,100)]
2	120	[(27481,4),(27482,1),(25686,150),(25665,75)]
3	120	[(27481,3),(27482,1),(25686,100),(25665,50)]
4	120	[(27481,3),(25686,80),(25665,40)]
5	120	[(27481,3),(25686,80),(25665,40)]
6	120	[(27481,3),(25686,80),(25665,40)]
7	120	[(27481,3),(25686,80),(25665,40)]
8	120	[(27481,3),(25686,80),(25665,40)]
9	120	[(27481,3),(25686,80),(25665,40)]
10	120	[(27481,3),(25686,80),(25665,40)]
11	120	[(27481,2),(25686,60),(25665,30)]
12	120	[(27481,2),(25686,60),(25665,30)]
13	120	[(27481,2),(25686,60),(25665,30)]
14	120	[(27481,2),(25686,60),(25665,30)]
15	120	[(27481,2),(25686,60),(25665,30)]
16	120	[(27481,2),(25686,60),(25665,30)]
17	120	[(27481,2),(25686,60),(25665,30)]
18	120	[(27481,2),(25686,60),(25665,30)]
19	120	[(27481,2),(25686,60),(25665,30)]
20	120	[(27481,2),(25686,60),(25665,30)]
1	121	[(27481,5),(27482,1),(25686,200),(25665,100)]
2	121	[(27481,4),(27482,1),(25686,150),(25665,75)]
3	121	[(27481,3),(27482,1),(25686,100),(25665,50)]
4	121	[(27481,3),(25686,80),(25665,40)]
5	121	[(27481,3),(25686,80),(25665,40)]
6	121	[(27481,3),(25686,80),(25665,40)]
7	121	[(27481,3),(25686,80),(25665,40)]
8	121	[(27481,3),(25686,80),(25665,40)]
9	121	[(27481,3),(25686,80),(25665,40)]
10	121	[(27481,3),(25686,80),(25665,40)]
11	121	[(27481,2),(25686,60),(25665,30)]
12	121	[(27481,2),(25686,60),(25665,30)]
13	121	[(27481,2),(25686,60),(25665,30)]
14	121	[(27481,2),(25686,60),(25665,30)]
15	121	[(27481,2),(25686,60),(25665,30)]
16	121	[(27481,2),(25686,60),(25665,30)]
17	121	[(27481,2),(25686,60),(25665,30)]
18	121	[(27481,2),(25686,60),(25665,30)]
19	121	[(27481,2),(25686,60),(25665,30)]
20	121	[(27481,2),(25686,60),(25665,30)]
1	122	[(27481,5),(27482,1),(25686,200),(25665,100)]
2	122	[(27481,4),(27482,1),(25686,150),(25665,75)]
3	122	[(27481,3),(27482,1),(25686,100),(25665,50)]
4	122	[(27481,3),(25686,80),(25665,40)]
5	122	[(27481,3),(25686,80),(25665,40)]
6	122	[(27481,3),(25686,80),(25665,40)]
7	122	[(27481,3),(25686,80),(25665,40)]
8	122	[(27481,3),(25686,80),(25665,40)]
9	122	[(27481,3),(25686,80),(25665,40)]
10	122	[(27481,3),(25686,80),(25665,40)]
11	122	[(27481,2),(25686,60),(25665,30)]
12	122	[(27481,2),(25686,60),(25665,30)]
13	122	[(27481,2),(25686,60),(25665,30)]
14	122	[(27481,2),(25686,60),(25665,30)]
15	122	[(27481,2),(25686,60),(25665,30)]
16	122	[(27481,2),(25686,60),(25665,30)]
17	122	[(27481,2),(25686,60),(25665,30)]
18	122	[(27481,2),(25686,60),(25665,30)]
19	122	[(27481,2),(25686,60),(25665,30)]
20	122	[(27481,2),(25686,60),(25665,30)]
1	123	[(27481,5),(27482,1),(25686,200),(25665,100)]
2	123	[(27481,4),(27482,1),(25686,150),(25665,75)]
3	123	[(27481,3),(27482,1),(25686,100),(25665,50)]
4	123	[(27481,3),(25686,80),(25665,40)]
5	123	[(27481,3),(25686,80),(25665,40)]
6	123	[(27481,3),(25686,80),(25665,40)]
7	123	[(27481,3),(25686,80),(25665,40)]
8	123	[(27481,3),(25686,80),(25665,40)]
9	123	[(27481,3),(25686,80),(25665,40)]
10	123	[(27481,3),(25686,80),(25665,40)]
11	123	[(27481,2),(25686,60),(25665,30)]
12	123	[(27481,2),(25686,60),(25665,30)]
13	123	[(27481,2),(25686,60),(25665,30)]
14	123	[(27481,2),(25686,60),(25665,30)]
15	123	[(27481,2),(25686,60),(25665,30)]
16	123	[(27481,2),(25686,60),(25665,30)]
17	123	[(27481,2),(25686,60),(25665,30)]
18	123	[(27481,2),(25686,60),(25665,30)]
19	123	[(27481,2),(25686,60),(25665,30)]
20	123	[(27481,2),(25686,60),(25665,30)]
1	124	[(27481,5),(27482,1),(25686,200),(25665,100)]
2	124	[(27481,4),(27482,1),(25686,150),(25665,75)]
3	124	[(27481,3),(27482,1),(25686,100),(25665,50)]
4	124	[(27481,3),(25686,80),(25665,40)]
5	124	[(27481,3),(25686,80),(25665,40)]
6	124	[(27481,3),(25686,80),(25665,40)]
7	124	[(27481,3),(25686,80),(25665,40)]
8	124	[(27481,3),(25686,80),(25665,40)]
9	124	[(27481,3),(25686,80),(25665,40)]
10	124	[(27481,3),(25686,80),(25665,40)]
11	124	[(27481,2),(25686,60),(25665,30)]
12	124	[(27481,2),(25686,60),(25665,30)]
13	124	[(27481,2),(25686,60),(25665,30)]
14	124	[(27481,2),(25686,60),(25665,30)]
15	124	[(27481,2),(25686,60),(25665,30)]
16	124	[(27481,2),(25686,60),(25665,30)]
17	124	[(27481,2),(25686,60),(25665,30)]
18	124	[(27481,2),(25686,60),(25665,30)]
19	124	[(27481,2),(25686,60),(25665,30)]
20	124	[(27481,2),(25686,60),(25665,30)]
1	125	[(27481,5),(27482,1),(25686,200),(25665,100)]
2	125	[(27481,4),(27482,1),(25686,150),(25665,75)]
3	125	[(27481,3),(27482,1),(25686,100),(25665,50)]
4	125	[(27481,3),(25686,80),(25665,40)]
5	125	[(27481,3),(25686,80),(25665,40)]
6	125	[(27481,3),(25686,80),(25665,40)]
7	125	[(27481,3),(25686,80),(25665,40)]
8	125	[(27481,3),(25686,80),(25665,40)]
9	125	[(27481,3),(25686,80),(25665,40)]
10	125	[(27481,3),(25686,80),(25665,40)]
11	125	[(27481,2),(25686,60),(25665,30)]
12	125	[(27481,2),(25686,60),(25665,30)]
13	125	[(27481,2),(25686,60),(25665,30)]
14	125	[(27481,2),(25686,60),(25665,30)]
15	125	[(27481,2),(25686,60),(25665,30)]
16	125	[(27481,2),(25686,60),(25665,30)]
17	125	[(27481,2),(25686,60),(25665,30)]
18	125	[(27481,2),(25686,60),(25665,30)]
19	125	[(27481,2),(25686,60),(25665,30)]
20	125	[(27481,2),(25686,60),(25665,30)]
1	126	[(27481,5),(27482,1),(25686,200),(25665,100)]
2	126	[(27481,4),(27482,1),(25686,150),(25665,75)]
3	126	[(27481,3),(27482,1),(25686,100),(25665,50)]
4	126	[(27481,3),(25686,80),(25665,40)]
5	126	[(27481,3),(25686,80),(25665,40)]
6	126	[(27481,3),(25686,80),(25665,40)]
7	126	[(27481,3),(25686,80),(25665,40)]
8	126	[(27481,3),(25686,80),(25665,40)]
9	126	[(27481,3),(25686,80),(25665,40)]
10	126	[(27481,3),(25686,80),(25665,40)]
11	126	[(27481,2),(25686,60),(25665,30)]
12	126	[(27481,2),(25686,60),(25665,30)]
13	126	[(27481,2),(25686,60),(25665,30)]
14	126	[(27481,2),(25686,60),(25665,30)]
15	126	[(27481,2),(25686,60),(25665,30)]
16	126	[(27481,2),(25686,60),(25665,30)]
17	126	[(27481,2),(25686,60),(25665,30)]
18	126	[(27481,2),(25686,60),(25665,30)]
19	126	[(27481,2),(25686,60),(25665,30)]
20	126	[(27481,2),(25686,60),(25665,30)]
1	127	[(27481,5),(27482,1),(25686,200),(25665,100)]
2	127	[(27481,4),(27482,1),(25686,150),(25665,75)]
3	127	[(27481,3),(27482,1),(25686,100),(25665,50)]
4	127	[(27481,3),(25686,80),(25665,40)]
5	127	[(27481,3),(25686,80),(25665,40)]
6	127	[(27481,3),(25686,80),(25665,40)]
7	127	[(27481,3),(25686,80),(25665,40)]
8	127	[(27481,3),(25686,80),(25665,40)]
9	127	[(27481,3),(25686,80),(25665,40)]
10	127	[(27481,3),(25686,80),(25665,40)]
11	127	[(27481,2),(25686,60),(25665,30)]
12	127	[(27481,2),(25686,60),(25665,30)]
13	127	[(27481,2),(25686,60),(25665,30)]
14	127	[(27481,2),(25686,60),(25665,30)]
15	127	[(27481,2),(25686,60),(25665,30)]
16	127	[(27481,2),(25686,60),(25665,30)]
17	127	[(27481,2),(25686,60),(25665,30)]
18	127	[(27481,2),(25686,60),(25665,30)]
19	127	[(27481,2),(25686,60),(25665,30)]
20	127	[(27481,2),(25686,60),(25665,30)]
1	128	[(27481,5),(27482,1),(25686,200),(25665,100)]
2	128	[(27481,4),(27482,1),(25686,150),(25665,75)]
3	128	[(27481,3),(27482,1),(25686,100),(25665,50)]
4	128	[(27481,3),(25686,80),(25665,40)]
5	128	[(27481,3),(25686,80),(25665,40)]
6	128	[(27481,3),(25686,80),(25665,40)]
7	128	[(27481,3),(25686,80),(25665,40)]
8	128	[(27481,3),(25686,80),(25665,40)]
9	128	[(27481,3),(25686,80),(25665,40)]
10	128	[(27481,3),(25686,80),(25665,40)]
11	128	[(27481,2),(25686,60),(25665,30)]
12	128	[(27481,2),(25686,60),(25665,30)]
13	128	[(27481,2),(25686,60),(25665,30)]
14	128	[(27481,2),(25686,60),(25665,30)]
15	128	[(27481,2),(25686,60),(25665,30)]
16	128	[(27481,2),(25686,60),(25665,30)]
17	128	[(27481,2),(25686,60),(25665,30)]
18	128	[(27481,2),(25686,60),(25665,30)]
19	128	[(27481,2),(25686,60),(25665,30)]
20	128	[(27481,2),(25686,60),(25665,30)]
1	129	[(27481,5),(27482,1),(25686,200),(25665,100)]
2	129	[(27481,4),(27482,1),(25686,150),(25665,75)]
3	129	[(27481,3),(27482,1),(25686,100),(25665,50)]
4	129	[(27481,3),(25686,80),(25665,40)]
5	129	[(27481,3),(25686,80),(25665,40)]
6	129	[(27481,3),(25686,80),(25665,40)]
7	129	[(27481,3),(25686,80),(25665,40)]
8	129	[(27481,3),(25686,80),(25665,40)]
9	129	[(27481,3),(25686,80),(25665,40)]
10	129	[(27481,3),(25686,80),(25665,40)]
11	129	[(27481,2),(25686,60),(25665,30)]
12	129	[(27481,2),(25686,60),(25665,30)]
13	129	[(27481,2),(25686,60),(25665,30)]
14	129	[(27481,2),(25686,60),(25665,30)]
15	129	[(27481,2),(25686,60),(25665,30)]
16	129	[(27481,2),(25686,60),(25665,30)]
17	129	[(27481,2),(25686,60),(25665,30)]
18	129	[(27481,2),(25686,60),(25665,30)]
19	129	[(27481,2),(25686,60),(25665,30)]
20	129	[(27481,2),(25686,60),(25665,30)]
1	130	[(27481,5),(27482,1),(25686,200),(25665,100)]
2	130	[(27481,4),(27482,1),(25686,150),(25665,75)]
3	130	[(27481,3),(27482,1),(25686,100),(25665,50)]
4	130	[(27481,3),(25686,80),(25665,40)]
5	130	[(27481,3),(25686,80),(25665,40)]
6	130	[(27481,3),(25686,80),(25665,40)]
7	130	[(27481,3),(25686,80),(25665,40)]
8	130	[(27481,3),(25686,80),(25665,40)]
9	130	[(27481,3),(25686,80),(25665,40)]
10	130	[(27481,3),(25686,80),(25665,40)]
11	130	[(27481,2),(25686,60),(25665,30)]
12	130	[(27481,2),(25686,60),(25665,30)]
13	130	[(27481,2),(25686,60),(25665,30)]
14	130	[(27481,2),(25686,60),(25665,30)]
15	130	[(27481,2),(25686,60),(25665,30)]
16	130	[(27481,2),(25686,60),(25665,30)]
17	130	[(27481,2),(25686,60),(25665,30)]
18	130	[(27481,2),(25686,60),(25665,30)]
19	130	[(27481,2),(25686,60),(25665,30)]
20	130	[(27481,2),(25686,60),(25665,30)]
1	131	[(27481,5),(27482,1),(25686,200),(25665,100)]
2	131	[(27481,4),(27482,1),(25686,150),(25665,75)]
3	131	[(27481,3),(27482,1),(25686,100),(25665,50)]
4	131	[(27481,3),(25686,80),(25665,40)]
5	131	[(27481,3),(25686,80),(25665,40)]
6	131	[(27481,3),(25686,80),(25665,40)]
7	131	[(27481,3),(25686,80),(25665,40)]
8	131	[(27481,3),(25686,80),(25665,40)]
9	131	[(27481,3),(25686,80),(25665,40)]
10	131	[(27481,3),(25686,80),(25665,40)]
11	131	[(27481,2),(25686,60),(25665,30)]
12	131	[(27481,2),(25686,60),(25665,30)]
13	131	[(27481,2),(25686,60),(25665,30)]
14	131	[(27481,2),(25686,60),(25665,30)]
15	131	[(27481,2),(25686,60),(25665,30)]
16	131	[(27481,2),(25686,60),(25665,30)]
17	131	[(27481,2),(25686,60),(25665,30)]
18	131	[(27481,2),(25686,60),(25665,30)]
19	131	[(27481,2),(25686,60),(25665,30)]
20	131	[(27481,2),(25686,60),(25665,30)]
1	132	[(27481,5),(27482,1),(25686,200),(25665,100)]
2	132	[(27481,4),(27482,1),(25686,150),(25665,75)]
3	132	[(27481,3),(27482,1),(25686,100),(25665,50)]
4	132	[(27481,3),(25686,80),(25665,40)]
5	132	[(27481,3),(25686,80),(25665,40)]
6	132	[(27481,3),(25686,80),(25665,40)]
7	132	[(27481,3),(25686,80),(25665,40)]
8	132	[(27481,3),(25686,80),(25665,40)]
9	132	[(27481,3),(25686,80),(25665,40)]
10	132	[(27481,3),(25686,80),(25665,40)]
11	132	[(27481,2),(25686,60),(25665,30)]
12	132	[(27481,2),(25686,60),(25665,30)]
13	132	[(27481,2),(25686,60),(25665,30)]
14	132	[(27481,2),(25686,60),(25665,30)]
15	132	[(27481,2),(25686,60),(25665,30)]
16	132	[(27481,2),(25686,60),(25665,30)]
17	132	[(27481,2),(25686,60),(25665,30)]
18	132	[(27481,2),(25686,60),(25665,30)]
19	132	[(27481,2),(25686,60),(25665,30)]
20	132	[(27481,2),(25686,60),(25665,30)]
1	133	[(27481,5),(27482,1),(25686,200),(25665,100)]
2	133	[(27481,4),(27482,1),(25686,150),(25665,75)]
3	133	[(27481,3),(27482,1),(25686,100),(25665,50)]
4	133	[(27481,3),(25686,80),(25665,40)]
5	133	[(27481,3),(25686,80),(25665,40)]
6	133	[(27481,3),(25686,80),(25665,40)]
7	133	[(27481,3),(25686,80),(25665,40)]
8	133	[(27481,3),(25686,80),(25665,40)]
9	133	[(27481,3),(25686,80),(25665,40)]
10	133	[(27481,3),(25686,80),(25665,40)]
11	133	[(27481,2),(25686,60),(25665,30)]
12	133	[(27481,2),(25686,60),(25665,30)]
13	133	[(27481,2),(25686,60),(25665,30)]
14	133	[(27481,2),(25686,60),(25665,30)]
15	133	[(27481,2),(25686,60),(25665,30)]
16	133	[(27481,2),(25686,60),(25665,30)]
17	133	[(27481,2),(25686,60),(25665,30)]
18	133	[(27481,2),(25686,60),(25665,30)]
19	133	[(27481,2),(25686,60),(25665,30)]
20	133	[(27481,2),(25686,60),(25665,30)]
1	134	[(27481,5),(27482,1),(25686,200),(25665,100)]
2	134	[(27481,4),(27482,1),(25686,150),(25665,75)]
3	134	[(27481,3),(27482,1),(25686,100),(25665,50)]
4	134	[(27481,3),(25686,80),(25665,40)]
5	134	[(27481,3),(25686,80),(25665,40)]
6	134	[(27481,3),(25686,80),(25665,40)]
7	134	[(27481,3),(25686,80),(25665,40)]
8	134	[(27481,3),(25686,80),(25665,40)]
9	134	[(27481,3),(25686,80),(25665,40)]
10	134	[(27481,3),(25686,80),(25665,40)]
11	134	[(27481,2),(25686,60),(25665,30)]
12	134	[(27481,2),(25686,60),(25665,30)]
13	134	[(27481,2),(25686,60),(25665,30)]
14	134	[(27481,2),(25686,60),(25665,30)]
15	134	[(27481,2),(25686,60),(25665,30)]
16	134	[(27481,2),(25686,60),(25665,30)]
17	134	[(27481,2),(25686,60),(25665,30)]
18	134	[(27481,2),(25686,60),(25665,30)]
19	134	[(27481,2),(25686,60),(25665,30)]
20	134	[(27481,2),(25686,60),(25665,30)]
1	135	[(27481,5),(27482,1),(25686,200),(25665,100)]
2	135	[(27481,4),(27482,1),(25686,150),(25665,75)]
3	135	[(27481,3),(27482,1),(25686,100),(25665,50)]
4	135	[(27481,3),(25686,80),(25665,40)]
5	135	[(27481,3),(25686,80),(25665,40)]
6	135	[(27481,3),(25686,80),(25665,40)]
7	135	[(27481,3),(25686,80),(25665,40)]
8	135	[(27481,3),(25686,80),(25665,40)]
9	135	[(27481,3),(25686,80),(25665,40)]
10	135	[(27481,3),(25686,80),(25665,40)]
11	135	[(27481,2),(25686,60),(25665,30)]
12	135	[(27481,2),(25686,60),(25665,30)]
13	135	[(27481,2),(25686,60),(25665,30)]
14	135	[(27481,2),(25686,60),(25665,30)]
15	135	[(27481,2),(25686,60),(25665,30)]
16	135	[(27481,2),(25686,60),(25665,30)]
17	135	[(27481,2),(25686,60),(25665,30)]
18	135	[(27481,2),(25686,60),(25665,30)]
19	135	[(27481,2),(25686,60),(25665,30)]
