module_variable_name	source_text	target_text	need_translate	
Common.Other.GlobalPrompt.DD_RANK_THIRD_NO_UNION_HEARSAY	#C(#EE7600)【魔兽入侵】#n当前伤害排名#C(#ffff37)第3#n：#C(#00EE00)%s#n, 公会：#C(#00EE00)无#n。	#C(#EE7600)【Invaders!】#n Damage Dealt by No 3 Player: #C(#00EE00)%s#n of the Guild: #C(#00EE00)N/A#n.	0	
Common.Other.GlobalPrompt.DD_READY_HEARSAY_1	#C(#EE7600)【魔兽入侵】#n将于10分钟后开启，请各位勇士做好准备	#C(#EE7600)【Invaders!】#n begins in 10 minutes. Get ready!	0	
Common.Other.GlobalPrompt.DD_READY_HEARSAY_2	#C(#EE7600)【魔兽入侵】#n将于1分钟后开启，勇士们可以进场提前做好活动准备	#C(#EE7600)【Invaders!】#n begins in one minute. The gate to Invaders! has opened!	0	
Common.Other.GlobalPrompt.DD_START_HEARSAY	#C(#EE7600)【魔兽入侵】#n已经开启，勇士们请速速进入战场	#C(#EE7600)【Invaders!】#n has begun. Grab your weapons and join us!	0	
Common.Other.GlobalPrompt.DEGroupBuy_Msg_Hour	#C(#E87D22)【双十一狂欢】#n由于大家热情高涨，在双十一狂欢团购中的参与人数已经到达#C(#FF0000)%s#n人，参与团购即可获得巨额神石福利！#U#C(#00FF00)#A(#K(dlg,SINGDAY_TUANGOU_OPENMSG))我也要团购#n#n#n	no need to translate	0	
Common.Other.GlobalPrompt.DEGroup_Content	您积极参与双十一狂欢中第%s轮团购送神石活动，获得如下奖励，请查收!	no need to translate	0	
Common.Other.GlobalPrompt.DEGroup_Sender	系统	System	0	
Common.Other.GlobalPrompt.DEGroup_Tips_Head	购买成功，获得：#H	Successfully bought! You received: #H	0	
Common.Other.GlobalPrompt.DEGroup_Title	团购送神石活动奖励	no need to translate	0	
Common.Other.GlobalPrompt.DELoginReward_Tips_Head	恭喜您，成功领取登录有礼，获得：#H	no need to translate	0	
Common.Other.GlobalPrompt.DEQiangHongBao_Msg_OneMinBefore	#C(#E87D22)【双十一狂欢】#n大量红包将于1分钟后出现，请各位龙骑士踊跃参与。#U#C(#00FF00)#A(#K(dlg,SINGDAY_REDBAG_OPENMSG))我要抢红包#n#n#n！	no need to translate	0	
Common.Other.GlobalPrompt.DEQiangHongBao_Msg_QGEnd	#C(#E87D22)【双十一狂欢】#n本轮狂购已经结束，下轮抢红包将于30分钟后开启，请各位龙骑士做好准备。	no need to translate	0	
Common.Other.GlobalPrompt.DEQiangHongBao_Msg_QHBBegan	#C(#E87D22)【双十一狂欢】#n狂购抢红包活动现在开始，请各位龙骑士踊跃参与。#U#C(#00FF00)#A(#K(dlg,SINGDAY_REDBAG_OPENMSG))我要抢红包#n#n#n！	no need to translate	0	
Common.Other.GlobalPrompt.DEQiangHongBao_Msg_QHBEnd	#C(#E87D22)【双十一狂欢】#n抢红包现在结束，请各位龙骑士使用抢到的红包狂购，享受超低折扣吧！#U#C(#00FF00)#A(#K(dlg,SINGDAY_REDBAG_OPENMSG))前往狂购#n#n#n！	no need to translate	0	
Common.Other.GlobalPrompt.DEQiangHongBao_Tips_NoHongBao	抱歉，您的手慢了，请下次再来	no need to translate	0	
Common.Other.GlobalPrompt.DEQiangHongBao_Tips_QG	抢购成功， 获得：#H	no need to translate	0	
Common.Other.GlobalPrompt.DEQiangHongBao_Tips_QHB	您的手真快，恭喜您抢到了：#H	no need to translate	0	
Common.Other.GlobalPrompt.DETopic_Tips_ShiCiHead	恭喜您，成功开启十次轮盘，获得：#H	Congratulations! You spun ten times and received: #H.	0	
Common.Other.GlobalPrompt.DETopic_Tips_YiCiHead	恭喜您，获得：#H	Congratulations! You received: #H	0	
Common.Other.GlobalPrompt.DIG_REWARD_MSG	#C(#E87D22)%s#n在巨龙宝藏探险中，寻得%s魔晶。	#C(#E87D22)%s#n just received %s Bound Balens from Treasure Hunt.	0	
Common.Other.GlobalPrompt.DKCNew_Msg_UnlockLevel	【龙骑试炼】玩家#C(#00FF00)%s#n经过不懈努力，终于成功通关#C(#FF0000)%s#n，称霸全服指日可待！	【Dragon Trial】#C(#00FF00)%s#n has cleared #C(#FF0000)%s#n. The player is about to become a top in the server!	0	
Common.Other.GlobalPrompt.DKCNew_Tips_Head	抽奖成功，恭喜获得:	Congratulations! You received:	0	
Common.Other.GlobalPrompt.DKCNew_Tips_OneKeyAllHead	一键全部收益成功，获得:	Successfully claimed all the rewards and received:	0	
Common.Other.GlobalPrompt.DKCNew_Tips_OneKeyFreeHead	一键免费收益成功，获得:	Successfully claimed all the rewards for free and received:	0	
Common.Other.GlobalPrompt.DKC_Msg_Pass	玩家#C(#00EE00)%s#n成功通关#C(#ffff37)%s#n，激活称号#C(#F2FE5E)%s#n	#C(#00EE00)%s#n has cleared #C(#ffff37)%s#n and recived the title - #C(#F2FE5E)%s#n.	0	
Common.Other.GlobalPrompt.DKC_Tips_Head	试练成功通关，获得：#H	Successfully cleared! You received: #H	0	
Common.Other.GlobalPrompt.DML_Broadcast_Mount	#C(#E87D22)【天马行空】#n#C(#00EE00)%s#n在天马行空活动运气爆棚，获得了#Z(%s,%s)，实在是太令人羡慕了！	#C(#E87D22)【Soaring Mount】#n#C(#00EE00)%s#n has received #Z(%s,%s) in Soaring Mount events. Awesome!	0	
Common.Other.GlobalPrompt.DML_Tips_Head	恭喜你获得#H	Congratulations! You received #H	0	
Common.Other.GlobalPrompt.DRAGON_ITEM_NOT_EVO	没有对应品质的神龙，无法使用！	You don't have a Dragon of this quality, you cannot use this!	0	
Common.Other.GlobalPrompt.DRAGON_LUCKY_DIG_MSG	每次挖宝仅可使用一次幸运挖宝	You can only use More Sites once every dig.	0	
Common.Other.GlobalPrompt.DRAGON_REWARD_HEARSAY	#C(#EE7600)【砸龙蛋】#n#C(#00EE00)%s#n人品真是太好了，在#C(#00EE00)砸龙蛋#n活动中砸出了震惊全服的奖励：#Z(%s,%s)	#C(#EE7600)【Egg Crack】#n#C(#00EE00)%s#n was lucky and  received the really rare #Z(%s,%s) from #C(#00EE00) Egg Crack#n.	0	
Common.Other.GlobalPrompt.DRAGON_REWARD_MSG1	恭喜你获得:魔晶+ %s	Congratulations! You received: Bound Balens +%s	0	
Common.Other.GlobalPrompt.DRAGON_REWARD_MSG2	恭喜你获得:经验+ %s	Congratulations! You received: EXP +%s	0	
Common.Other.GlobalPrompt.DRAGON_REWARD_MSG3	恭喜你获得:金币+ %s	Congratulations! You received: Gold +%s	0	
Common.Other.GlobalPrompt.DRAGON_REWARD_MSG4	恭喜你获得:金锄头+1	Congratulations! You received: Golden Pick +1	0	
Common.Other.GlobalPrompt.DRAGON_REWARD_MSG5	恭喜你获得:幸运挖宝次数+1	Congratulations! You received: More Sites +1	0	
Common.Other.GlobalPrompt.DRAGON_REWARD_MSG6	恭喜你获得:#H#Z(%s,%s)	Congratulations! You received: #H#Z(%s,%s)	0	
Common.Other.GlobalPrompt.DRAGON_UPGRADE_PROMPT	进化成功	Evolved.	0	
Common.Other.GlobalPrompt.DT_AWAKEN_SUCCESS_HEARSAY	#C(#EE7600)【神龙】#n#C(#00EE00)%s#n唤醒了#C(#00EE00)%s#n，竟然拥有这等呼风唤雨的能力，究竟是何方神圣？！	#C(#EE7600)【Dragon】#n#C(#00EE00)%s#n awoke #C(#00EE00)%s#n and now has an amazing power in his hands!	0	
Common.Other.GlobalPrompt.DT_COLLECT_SOUL_CRIT_SUCCESS_PROMPT	暴击成功，出现%s倍暴击，获得%s龙灵	Crit successful, %s Crits dealt: %s Dragon Spirit(s) obtained	0	
Common.Other.GlobalPrompt.DT_COLLECT_SOUL_SUCCESS_PROMPT	聚灵成功，获得%s龙灵	Spirit Hunt complete, %s Dragon Spirits received.	0	
Common.Other.GlobalPrompt.DT_EVOLVE_FAIL_PROMPT	进化失败，祝福值提升%s点	Evolution failed. Got %s Blessing Points.	0	
Common.Other.GlobalPrompt.DT_EVOLVE_SUCCESS_HEARSAY	#C(#EE7600)【神龙】#n#C(#00EE00)%s#n将#C(#00EE00)%s#n进化至#C(#00EE00)%s#n，实在是太不可思议了！	#C(#EE7600)【Dragon】#n#C(#00EE00)%s#n has evolved #C(#00EE00)%s#n into #C(#00EE00)%s#n. Amazing!	0	
Common.Other.GlobalPrompt.DT_EVOLVE_SUCCESS_PROMPT	恭喜，%s成功进化至%s	Congratulations! %s evolved into %s.	0	
Common.Other.GlobalPrompt.DT_UPGRADE_BALL_SUCCESS_PROMPT	恭喜，点亮龙魂成功	Congratulations! Dragon Orb lighted!	0	
Common.Other.GlobalPrompt.DUKE_ATTACK	攻	Attack	0	
Common.Other.GlobalPrompt.DUKE_BUFF_MSG	#C(#00EE00)%s#n公会的#C(#00EE00)%s#n激活了#C(#ffff37)%s#n级神力BUFF	#C(#00EE00)%s#n 's #C(#00EE00)%s#n activated lvl #C(#ffff37)%s#n BUFF	0	
Common.Other.GlobalPrompt.DUKE_DEFENCE	守	Defend	0	
Common.Other.GlobalPrompt.DUKE_END_MSG1	#C(#EE7600)【城主轮值】#n活动已经结束，防守方胜利，获胜公会为#C(#00EE00)%s#n	#C(#EE7600)【Guild Battle】#n is over. The defending guild #C(#00EE00)%s#n won.	0	
Common.Other.GlobalPrompt.DUKE_END_MSG2	#C(#EE7600)【城主轮值】#n活动已经结束，攻击方胜利，获胜公会为#C(#00EE00)%s#n	#C(#EE7600)【Guild Battle】#n is over. The attacker guild #C(#00EE00)%s#n won.	0	
Common.Other.GlobalPrompt.DUKE_GAME_OVER	#C(#EE7600)【城主轮值】#n经过一番苦战，终于连圣城守护神也被击败了，已经没人能阻止他们了！	#C(#EE7600)【Guild Battle】#nAfter a fierce battle, the Holy City Guardian has been defeated. Nothing can stop them!	0	
Common.Other.GlobalPrompt.DUKE_KILLED_MSG	众寡悬殊，再强的勇士也抵挡不住。#C(#00EE00)%s#n终结了#C(#00EE00)%s#n的#C(#ffff37)%s#n连杀	You can be the strongest, but against a group attack, you can’t do a thing. #C(#00EE00)%s#n ended #C(#00EE00)%s#n's #C(#ffff37)%s#n Killing Spree.	0	
Common.Other.GlobalPrompt.DUKE_KILL_FIFTEEN	#C(#00EE00)%s#n在#C(#EE7600)【城主轮值】#n活动中已经连续击杀#C(#ffff37)%s#n人了，地球人已经无法阻挡他了	#C(#00EE00)%s#n has killed #C(#ffff37)%s#n people in #C(#EE7600)【Guild Battle】#n. Someone stop him!	0	
Common.Other.GlobalPrompt.DUKE_KILL_FIVE	#C(#00EE00)%s#n在#C(#EE7600)【城主轮值】#n活动中已经连续击杀#C(#ffff37)5#n人了，真是如妖怪一般的杀戮	#C(#00EE00)%s#n has killed #C(#ffff37)5#n people in #C(#EE7600)【Guild Battle】#n. Unstoppable!	0	
Common.Other.GlobalPrompt.DUKE_KILL_TEN	#C(#00EE00)%s#n在#C(#EE7600)【城主轮值】#n活动中已经连续击杀#C(#ffff37)10#n人了，围观的小伙伴们都惊呆了	#C(#00EE00)%s#n has killed #C(#ffff37)10#n people in #C(#EE7600)【Guild Battle】#n. Be careful with this one!	0	
Common.Other.GlobalPrompt.DUKE_LEADER_NAME	城主	Defending Guild Master	0	
Common.Other.GlobalPrompt.DUKE_MAIL	【城主轮值】	【Guild Battle】	0	
Common.Other.GlobalPrompt.DUKE_MAIL_DESC	你所在的公会获得了参与活动【城主轮值】的资格，请注意准时参加。若你现在退出公会，将失去参加资格。	Your guild has signed up to the 【Guild Battle】. Remember to be on time and don’t quit the Guild before it begins.	0	
Common.Other.GlobalPrompt.DUKE_MAIL_TITLE	系统	System	0	
Common.Other.GlobalPrompt.DUKE_NOT_JION_MSG	离开公会24小时内，无法参加城主轮值	You won’t be able to join the Guild Battle within 24 hours after you leave a Guild.	0	
Common.Other.GlobalPrompt.DUKE_NO_PER	您未满足参与该活动的资格	You are not qualified for this event.	0	
Common.Other.GlobalPrompt.DUKE_NO_START	活动还未开启	The event hasn't started yet.	0	
Common.Other.GlobalPrompt.DUKE_ON_CD	冷却中，请稍等。。。	In Cooldown, please wait…	0	
Common.Other.GlobalPrompt.DUKE_PLAYER_LOST	该玩家已被击败，请选择其他战斗对象	This player has already been defeated. Try attacking someone else.	0	
Common.Other.GlobalPrompt.DUKE_READY_MSG1	#C(#EE7600)【城主轮值】#n将于#C(#ffff37)1#n小时后开始，请各公会做好参加准备	#C(#EE7600)【Guild Battle】#n begins in #C(#ffff37)1#n hours. All guilds be ready!	0	
Common.Other.GlobalPrompt.DUKE_READY_MSG2	#C(#EE7600)【城主轮值】#n将于#C(#ffff37)2#n小时后开始，请各公会做好参加准备	#C(#EE7600)【Guild Battle】#n begins in #C(#ffff37)2#n hours. All guilds be ready!	0	
Common.Other.GlobalPrompt.DUKE_READY_MSG3	#C(#EE7600)【城主轮值】#n将于#C(#ffff37)5#n分钟后开始，请各公会做好参加准备	#C(#EE7600)【Guild Battle】#n begins in #C(#ffff37)5#n minutes. All guilds be ready!	0	
Common.Other.GlobalPrompt.DUKE_READY_MSG4	#C(#EE7600)【城主轮值】#n将于#C(#ffff37)1#n分钟后开始，各公会可进场提前准备	#C(#EE7600)【Guild Battle】#n begins in #C(#ffff37)1#n minute. Everyone report to the Guild Battle!	0	
Common.Other.GlobalPrompt.DUKE_START_MSG	#C(#EE7600)【城主轮值】#n活动已经开始，勇士们请速速进入战场	#C(#EE7600)【Guild Battle】#n has begun. We need everyone online to participate in this battle!	0	
Common.Other.GlobalPrompt.DailyFB_Name_0	试炼场	Zone	0	
Common.Other.GlobalPrompt.DailyFB_Name_1	初级试炼场，获得：#H	You've cleared the Primary Zone and received: #H	0	
Common.Other.GlobalPrompt.DailyFB_Name_2	中级试炼场，获得：#H	You've cleared the Intermediate Zone and received: #H	0	
Common.Other.GlobalPrompt.DailyFB_Name_3	高级试炼场，获得：#H	You've cleared the Advanced Zone and received: #H	0	
Common.Other.GlobalPrompt.DailyFB_Tips_AfterNewDayFail	试炼场在每日00:00重置后自动传出场景	You will exit the Zone automatically at 00:00 every day.	0	
Common.Other.GlobalPrompt.DailyFB_Tips_Exp	经验 +%s#H	EXP +%s #H	0	
Common.Other.GlobalPrompt.DailyFB_Tips_Head	顺利通关	Cleared!	0	
Common.Other.GlobalPrompt.DailyFB_Tips_MaxFight	你击杀怪物数量已达到今日最大击杀上限，已传出试炼场景	You can’t kill any more monsters today. You have been kicked out of the Zone.	0	
Common.Other.GlobalPrompt.DailyFB_Tips_Money	金币 +%s#H	Gold +%s#H	0	
Common.Other.GlobalPrompt.DailySeckill_CDTips	您的手太快了，请%s秒后再点击购买	You clicked too fast. Try again in %s seconds.	0	
Common.Other.GlobalPrompt.DailySeckill_GetReadyTips	天天秒杀活动即将开启，英雄们请做好准备哟！	Daily Snipe is about to begin. All heroes please get ready to join the event!	0	
Common.Other.GlobalPrompt.DailySeckill_PackageFulltips	您的背包空间不足，请先整理背包	Not enough space in the Bag. Use or sell some items..	0	
Common.Other.GlobalPrompt.DailySeckill_PersonalItemtips	您的手真快，秒到了令人眼红的物品 #Z(%s,%s)	Nice job! You've received a rare #Z(%s,%s)	0	
Common.Other.GlobalPrompt.DailySeckill_PersonalTalenttips	您的手真快，秒到了令人眼红的物品 #L(%s,%s)	Nice job! You've received a rare #L(%s,%s)	0	
Common.Other.GlobalPrompt.DailySeckill_PersonalTarottips	您的手真快，秒到了令人眼红的物品 #t(#K(sTT,%s,%s))	Nice job! You've received a rare #t(#K(sTT,%s,%s))	0	
Common.Other.GlobalPrompt.DailySeckill_PreciousItemTips	#C(#00FF00)【天天秒杀】#n快抢手#C(#FFFF00)%s#n抢到了震惊全服的物品#Z(%s,%s)，可喜可贺啊！	Congratulations! Sniper %s has received an astonishing #Z(%s,%s)!	0	
Common.Other.GlobalPrompt.DailySeckill_PreciousTalentTips	#C(#00FF00)【天天秒杀】#n快抢手#C(#FFFF00)%s#n抢到了震惊全服的物品#L(%s,%s)，可喜可贺啊！	Congratulations! Sniper %s has received an astonishing #L(%s,%s)!	0	
Common.Other.GlobalPrompt.DailySeckill_PreciousTarotTips	#C(#00FF00)【天天秒杀】#n快抢手#C(#FFFF00)%s#n抢到了震惊全服的物品#t(#K(sTT,%s,%s)),可喜可贺啊！	Congratulations! Sniper %s has received an astonishing #t(#K(sTT,%s,%s))!	0	
Common.Other.GlobalPrompt.DailySeckill_SlowTips	您的手慢了，该道具已被他人秒掉	Someone is faster than you and sniped that item!	0	
Common.Other.GlobalPrompt.DailySeckill_StartTips	天天秒杀时刻开始，全城秒杀，心动不如手动	Daily Snipe has begun! Limited amount of goods at extremely low prices! Don’t miss this chance!	0	
Common.Other.GlobalPrompt.DailySeckill_TimesTips	#C(#00FF00)【天天秒杀】#n今日秒杀第#C(#FFFF00)%s#n波将在1分钟后开始，赶紧准备#C(#00FF00)#U#A(#K(openeverydaybuy))参与抢购吧！#n#n	#C(#00FF00)【Daily Snipe】#n Daily Snipe Wave #C(#FFFF00)%s#n will start in 1 minute, prepare #C(#00FF00)#U#A(#K(openeverydaybuy)) to snipe!#n#n	0	
Common.Other.GlobalPrompt.DragonSoul_Tips	龙灵 +%s#H	Dragon Spirit +%s#H	0	
Common.Other.GlobalPrompt.DragonStele_Msg_Extra	#C(#00EE00)%s#C(#E87D22)祈祷满一百次，获得了龙神眷顾，额外得到了%s真是让人羡慕啊！	#C(#00EE00)%s#C(#E87D22) has prayed 100 times and received an extra %s. Amazing!	0	
Common.Other.GlobalPrompt.DragonStele_Msg_Precious	#C(#00EE00)%s#C(#E87D22)诚心祈祷，感动了龙神，得到了%s真是让人羡慕啊！	#C(#00EE00)%s#C(#E87D22) has prayed to the Dragon Lord and received %s. Awesome!	0	
Common.Other.GlobalPrompt.DragonStele_Tips_Head	得到神龙祝福，获得：#H	In the Dragon Space you received: #H.	0	
Common.Other.GlobalPrompt.DragonVeinOnekeyGradeUpFailed	进化%s次，进化失败，%s的进化值提升%s点	You've evolved the Dragon %s times, but failed. %s’s Evolution Value has increased by %s.	0	
Common.Other.GlobalPrompt.DragonVeinOnekeyGradeUpOkay	进化%s次，进化成功 ！%s提升至%s阶	You've evolved the Dragon %s times and upgraded %s to stage %s.	0	
Common.Other.GlobalPrompt.DragonVeinOnekeyLevelUpFailed	升级%s次，升级失败，%s的祝福值提升了%s点	You've evolved the Dragon %s times, but failed. %s Blessing Points have increased by %s.	0	
Common.Other.GlobalPrompt.DragonVeinOnekeyLevelUpOkay	升级%s次，升级成功！%s提升至%s级	You've evolved the Dragon %s times and upgraded %s to stage %s.	0	
Common.Other.GlobalPrompt.DragonVein_AcvateOk	恭喜，成功激活了%s	Congratulations! You have activated %s.	0	
Common.Other.GlobalPrompt.DragonVein_GradeLuckUp	进化失败，进化值提升%s点	Failed to upgrade. %s Evolution Points Received.	0	
Common.Other.GlobalPrompt.DragonVein_GradeUp	进化成功，%s提升至%s阶	Successfully evolved. %s has evolved to Lvl %s.	0	
Common.Other.GlobalPrompt.DragonVein_Lackof	材料不足	Not enough materials!	0	
Common.Other.GlobalPrompt.DragonVein_LevelLuckUp	升级失败，祝福值提升%s	Failed to upgrade. %s Blessing Points received.	0	
Common.Other.GlobalPrompt.DragonVein_LevelMax	已达最高等级，无法继续升级	Max level reached! You can’t upgrade anymore.	0	
Common.Other.GlobalPrompt.DragonVein_LevelUp	升级成功，%s提升至%s级	Successfully upgraded. %s has upgraded to Lvl %s.	0	
Common.Other.GlobalPrompt.Dragon_Equip_Upgrade_Okay	恭喜，升阶成功	Successfully upgraded!	0	
Common.Other.GlobalPrompt.DuanWuJieGlobalTell	#C(#E87D22)【欢乐粽子】#C(#00FF00)%s#C(#FFFFFF)玩家用一双巧手剥开黄金粽，意外发现了黄金粽中隐藏的神秘礼物：	no need to translate	0	
Common.Other.GlobalPrompt.DuanWuJieLink	#U#C(#00FF00)#A(#K(dlg,open_duanwu_panel))我要剥粽子#n#n#n	No need to translate	0	
