messageId	desc	EspDesc
zbxt21	升阶成功	Actualizado correctamente!
yxxt10	英雄进化成功	Actualizado correctamente!
union159	升至满级可增加	Actualiza nivel máximo y ganarás.
herostore003	进化到<font color='#FFFF37'>{2}星</font><font color='{0}'>{1}</font>可使用：	Actualiza a <font color='#FFFF37'>{2} star</font><font color='{0}'>{1}</font>, y puedes usar:
herostore009	进化到{0}可使用：	Actualiza a {0} y puedes usar:
pet5	升星成功	Actualizado correctamente!
pet25	修行进度达到<font color='#fbfe00'>{0}</font>可进阶	Actualiza después <font color='#fbfe00'>{0}</font>  auto mejoras.
fwxt10	升阶	Actualiza
sz_036	升星	Actualiza
marry23	等级{0}级可进阶	Actualizable cuando el anillo de boda alcanza lvl {0}
fwxt1	拆卸成功	Separado correctamente!
xzxt12	无法出售，请先卸除神器上的符文	Separar las Piedras De Runa antes de vender la Sagrada Arma.
slxt010	当前神龙无法使用该部件	Inigualable Fracción del Dragón.
skyCardPanel0010	该系统80级开放	Desbloqueado en nvl 80
zhanbu14	人物等级达到70级开启此功能	Desbloqueado en nvl 70
bs3	60级开放	Desbloqueado en nvl 60
zbxt13	40级开放	Desbloqueado en nvl 40
zbxt12	35级开放	Desbloqueado en nvl 35
nulitishikaifang	该系统将于31级开放，敬请期待	Desbloqueado en nvl 31. Por favor espera!
yxxt1	26级开放	Desbloqueado en nvl 26
ylsd3	{0}等级开启	Desbloqueado en nvl {0}
zhanbu10	需要达到{0}等级解锁	Desbloqueado en nvl {0}
fb_024	{0}级开启	Desbloqueado en nvl {0}
xingyubaodian5	{0}级开启	Desbloqueado en nvl {0}
ylsd16	级开启	Desbloqueado en nvl ***
magic4	已激活	Desbloqueado
emsy1	主角等级达到{0}级开启	Desbloquear cuando alcance el héroe principal el Nvl {0}
ryzz5	{0}级开启荣耀之战	Desbloquear Guerra de Gloria en nvl {0}.
mount1	坐骑系统{0}级开启	Desbloquear el sistema de montaje en nvl {0}.
emsy5	31级开启扫荡功能	Desbloquear ataque sorpresa en nvl {0}.
yxjt13	{0}级开放	Desbloquear en nvl {0}
zbfm4	60级开放	Desbloquear en nvl 60.
formation14	31级开启助阵位	Desbloquear Posición Formación Asistente en nvl 31.
recruit8	进化后开启	Desbloquea después de actualizar.
mount18	无限	Ilimitado
wcd	未穿戴	No equipado
WingState3	未装备	No equipado
rank3	未装备	No equipado
xzxt3	卸载成功	No equipado correctamente!
skyCardPanel002	卸下	No equipar
magic6	卸下	No equipar
nuli11	正在保护时间内，请稍后继续	Bajo protección! Por favor inténtalo de nuevo más tarde.
dhsd005	亡灵圣域	Reino de los No Muertos
jbfb002	进入次数不足，可前往许愿池许愿获得！	No disponible ahora, posibilidades se producen después de pedir un deseo en el Lago de Los Deseos.
magic5	未激活	No disponible 
fb_026	通关{0}后,开启{1}兑换商店	u
syzb2	周二	Jueves
propsType4	饰品	Baratija
jlbz5	巨龙宝藏30级开启	Desbloque búsqueda del Tesoro en el nvl 30.
mount4	培养成功，本次培养出现大暴击。坐骑升至{0}阶{1}星	Entrenado correctamente! Recibida la bendición del Dios y tu montura fue mejorada al nivel {0} {1} Estrella.
pet7	培养{0}次，成功{1}次，失败{2}次	Entrenadp {0} veces. Entre ellos {1}, correcto, and {2} incorrecto.
newKF024	总次数：0次	Total: 0
mojingtouzi1	累计收益3720魔晶	Total Zablokowanych Diamentów recompensa: 3720
tilitouzi1	累计收益1500体力	Total AC recompensa: 1500
xinglingtouzi1	累计收益价值3200神石	Total recompensa por valor de 3200 Balens.
shizhuangtouzi1	累计收益价值3100神石	Total recompensa por valor de 3100 Balens.
baoshitouzi1	累计收益价值3000神石	Total recompensa por valor de 3000 Balens.
cjhb010	今日累计充值达:{0}	Total compra hoy: {0}
passion1	累计充值{0}神石	Total compra Balens: {0}
mall2	购买总价：	Precio Total:
qrmb3	宝石等级和：{0}	Nivel Gema Total: {0}
herostore006	总属性额外加成：	Total Estadísticas Bonificación:
shenlongtouzi1	累计收益价值3200神石	Total Balens Recompensa: 3200
fuwentouzi1	累计收益价值3200神石	Total Balens Recompensa: 3200
zhemo	折磨	Tortura
yxxt11	已达最高品质，无法继续进化	Calidad superior alcanzada. No puedes continuar actualizando.
pet27	当前已达到最高阶	Nivel superior alcanzado.
zbfm8	已满级	Nivel superior alcanzado.
ttms004	今日的秒杀已结束，请明日再来	Recorte de hoy ha terminado. Por favor introduce la actividad mañana.
nuli19	今日反抗（求救）次数已用尽	Los intentos de resistencia de hoy (llamada al rescate) han sido usados.
nuli7	今日解救次数已用尽	Intentos de rescate de hoy han sido usados.
denglu1	今日剩余领奖次数:{0}	Intentos restantes de giros de hoy: {0}
xyzp002	今日剩余转动次数:{0}	Intentos restantes de giros de hoy: {0}
jinrishengyu	今日剩余领奖次数:	Intentos restantes de giros de hoy
ymtg2	每日剩余购买数量：{0}	Cuota de compra restante de hoy: {0}
nuli24	今日购买次数已达上限	Intentos de compra de hoy se han agotado.
nuli47	今日还可购买解救次数{0}	Intentos de rescate comprables de hoy: {0}
nuli46	今日还可购买抓捕次数{0}	Intentos de rescate comprables de hoy: {0}
nuli48	今日还可购买求救次数{0}	Intentos de llamada de rescate comprables de hoy: {0}
nuli18	今日获取经验已达上限	Límite de hoy de EXP colección ha sido superada.
nuli10	今日互动次数已用尽	Intentos de interactuar de hoy han sido usados.
molingwheel001	今日剩余转动次数:{0}	Oportunidades de hoy: {0}
mayday1	今日已消费：{0}	Has gastado hoy: {0}
huoyuexitong003	您今日已充值：{0}神石	Has comprado hoy: {0} Balens.
shxb3	获取	Obtener
newKF017	领取尚需挑战：{0}次（次日领取)	Para recibirlo, necesitas desafiar: {0} veces (Recibir próximo día)
zdfb13	待定	Para ser confirmado
emsy27	次，消耗{0}点体力	Veces, consumir {0} AC
wed16	时间已过	Se acabó el tiempo.
kfboss17	已达到挑战时限，该BOSS无法挑战。	Límite de tiempo alcanzado, no puedes desafiar.
qyfbbc3	总耗时	Costo del tiempo
jinbiFB2	时间	Tiempo
xyc014	该许愿池今日剩余许愿次数不足，不如去其他的许愿池试试吧！	Este Lago de Los Deseos no está disponible por ahora el resto del día, intenta otros!
magic8	该技能未激活	Esta habilidad no está activada.
skillTip	该技能已经上阵	Esta habilidad está activada.
xingyubaodian8	本魔域关卡已全部通关，请选择挑战其他魔域吧。	Esta fiesta de la Constelación del Reino está toda despejada. Por favor, elige otra parte para desafiar.
sl18	这是您第{0}次转职，需要消耗{1}魔晶。	Esta es tu {0} vez para cambiar la responsabilidad y te costará {1} Dioamantes.
shouchong3	这是从龙族手中夺来的魔盒，据说有着非凡的魔力	Esta es la Caja Mágica apoderada de los Nagas. Se dice que tiene poderes mágicos asombrosos.
wed21	该婚期仅皇室婚礼可选择	Esto es reservadosolo para la Bodas Reales.
yxxt6	当前英雄已达到等级上限，进化后可提升更高等级	Este héroe a superado el límite del nvl. Tienes que mejorar el héroe antes de continuar al nivel superior.
syzb18	城门已被攻破，请选择其他城门战斗	Esta puerta está rota, por favor elije otra puerta.
kfts5	跨服中不能使用此功能。	Esta función no está disponible en el Servidor Global.
yxxt27	玩法暂未开放，敬请期待	Esta característica no ha sido desbloqueada aún. Por favor state atento.
sky007	活动已关闭，暂时无法开启。	Este evento ha finalizado.
zbxt16	该装备不能进行神铸	Este equipamiento no puede ser usado para sintetizar.
zbxt15	该装备不能进行升阶	Este equipamiento no puede ser actualizado.
zbxt18	该装备不能进行强化	Este equipamiento no puede ser encantado.
smbx2	这个宝箱的领取次数已经用完了，换个宝箱吧	Este cofre ha sido recibido. Por favor elije otro.
zhanbu24	此命魂不能进行拆解。	Este Astral es no reciclable.
zhanbu19	该命魂已达顶级。	Este Astral ha superado el máximo nvl.
tarot12	该命魂不可以锁定	Este Astral no puede ser bloqueado.
zhanbu6	自动花费金币获取命魂至背包满为止？	Esta acción ayudará a capturar automáticamente Astral hasta que las células están llenas. ¿Estás seguro que quieres continuar?
passion11	剩余数量为0，无法兑换	No queda nada.
zbsd1	剩余兑换数量为0，无法兑换	No queda nada.
passion25	剩余购买数量为0，无法购买	No queda nada.
zzyk014	队伍中替身已满！	No hay espacio para el clon en el equipo.
GameSpeedError	游戏速度异常。请刷新页面。	Hay una excepción. Por favor, actualice la página.
ghfb17	已有替换队长的请求。	Hay una solicitud de cambio de líder.
zbxt11	强化成功时，有8%的机会额外提升1级	Hay 8% de probabilidad de encantador nvl para subir un nivel cada vez que los jugadores encantan correctamente.
xyc026	今日已全服累积许愿{0}次，已开启金币宝藏{1}次	Hay un total de {0} deseos en todo el servidor por ahora, {1} Oro Mazmorra desbloqueado.
hallows015	新属性中有高级属性，确定要继续洗练吗？	Hay buenas estadísticas nuevas. ¿Seguro que quieres continuar refinando?
marry10	新属性中有高级属性，确定要继续精炼吗？	Hay buenas estadísticas nuevas. ¿Seguro que quieres continuar la purificación?
marry9	新属性中有极品属性，确定要继续精炼吗？	Hay excelentes estadísticas nuevas. ¿Seguro que quieres continuar la purificación?
hallows016	原属性中有高级属性，确定要保留新属性吗？	Hay estadísticas más viejas. ¿Seguro que quieres cambiar las viejas estadísticas?
nuli32	我的领主	El Guardián
zxhdcwxx001	当前临时修行值在<font color='#FF0000'>{0}</font>后消失	Los puntos temporales desaparecerán después de <font color='#FF0000'>{0}</font>.
ghfb12	队伍已开始战斗	El equipo está en batalla.
ghfb13	队伍不存在。	El equipo no exite.
zszz6	对方正在战斗中,请稍后再试	El objetivo en la batalla. Por favor espera un momento.
magic11	魔灵属性随机生成	Las estrellas aparecerán aleatoriamente.
slxt016	神龙属性在以下玩法中生效（仅对主角生效）：#H英雄竞技#H勇斗领主#H劫宝#H野外夺宝#H组队爬塔#H公会魔神#H魔兽入侵#H荣耀之战#H城主轮值#H跨服竞技	Las estrellas del Dragón Despertado serán efectivas en siguientes eventos ( solo para el personaje) : #H Héroe de Arena #H Prisionero #H Botín #H Botín Salvaje #H Fiesta de La Torre #H Jefe del Juego Bravo #H Invasores #H Guerra de Gloria #H Clan de Batalla.
kfboss2	任意玩家击败该BOSS即可激活奖励	Las recompensas estarán disponibles cuando algún jugador derrote el Jefe.
zzyk006	勾选成功，该至尊周卡特权已开启	El privilegio ha sido activado.
nuli2	你的奴隶已满，请先释放不需要的奴隶	El límite de los prisioneros ha sido superado. Por favor libera algunos prisioneros antes de capturar nuevos.
pet20	前修行进度已经满了，先去进阶吧	La mejora anterior de uno mismo ha alcanzado la actualización top. Please mejora.
shouchong10	多次使用后，魔盒魔力已尽，请下次再来吧	El poder de La Caja Mágica ha sido usada. Inténtalo más tarde.
friend3	私聊功能{0}级开放！	La función de PM se desbloqueará en nvl {0}!
pet12	宠物当前已为最高星数，无法继续升星	Los atributos de mascotas llegan al máximo. No puedes mejorar.
pet4	宠物当前所有属性达到最大值时，可以升星	La mascota puede ser mejorada cuando todas las barras de los actuales atributos estén llenas.
guoshiLB	礼包已过时	El paquete ha caducado.
vipgift004	礼包已过期	El paquete ha caducado.
duke24	圣城外层已攻破，立刻进攻圣城内层！	La ciudad exterior ha sido tomada. Ahora atacar el centro de la ciudad!
zdfb1	您尚未开启下一个章节	El siguiente capítulo es ser desbloqueados.
changeName8	输入的名字与原名字相同，请重新输入	El nombre que ha introducido es el mismo que el nombre original. Por favor, introduzca un nombre diferente.
changeName10	该角色名已被使用，请重新命名	El nombre está ocupado. Por favor utilice otro nombre.
changeName4	该角色名可使用	El nombre está disponiboe.
changeName5	您输入的名字中包含敏感字符	El nombre incluye caracteres prohibidos.
friend34	输入的名字不能为空！	El nombre no puede estar en blanco!
mount8	坐骑休息去了	La montura está descansando.
pet11	幸运值越高，成功率越高，当前成功率为{0}%	Cuanto más Valor que tiene la  suerte, mayor es la tasa de éxito. La tasa de éxito es {0}%.
vipzgfw003	请输入正确的手机号码	El número de móvil no es correcto.
vipzgfw001	手机号码不能为空	El número de móvil no puede estar en blanco.
nuli8	等级差距超过10级，不能解救	La diferencia de nivel es superior a 10, no se puede rescatar.
nuli3	等级差距超过10级，不能抓捕	La diferencia de nivel es superior a 10, no se puede capturar.
nuli22	等级差超过10级，无法求救	La diferencia de nivel es superior a 10, no le puedes pedir ayuda.
zxhd4	当前拥有坐骑最低品质：{0}	La montura de más baja de calidad: {0}
recruit6	英雄列表已满，请先解雇多余英雄	La lista está completa. Por favor, elimina algunos héroes.
shouchong2	英雄列表已满，请先解雇多余英雄	La lista está completa. Por favor dispara los héroes extra.
exchange003	主角达到{0}{1}#n级且通过{2}{3}#n副本	El héroe principal alcanza nvl {0} {1} #n y despeja la Mazmorra {2} {3} #n.
xyc004	该商品没有剩余兑换次数	El objeto no tiene ningún intento de cambio restantes.
yiguoqi2	道具已过期	El objeto ha caducado.
vipgift002	物品已经过期，无法使用	El objeto ya caducó.
qyfb17	贵族等级越高，可以购买更多的挑战次数！	Cuanto mayor sea tu nivel VIP, más desafío puedes comprar.
zdfbgmcs2	贵族等级越高,可以购买的挑战次数越多哟!	Cuanto mayor sea tu nivel VIP, más desafío puedes comprar.
formation4	该英雄已参与助阵	El héroe ya está reforzado.
changeName15	该公会名可使用	El nombre del clan está disponible.
friend4	好友功能{0}级开放！	La función de Amigos se desbloqueará en nvl {0}!
slxt015	该部位已被激活，无需重复激活	La fracción se activa. No hay necesidad de activar de nuevo.
carnival2	该活动已结束，请等待下一次狂欢的到来吧！	El evento acabó. Por favor espera hasta la próxima vez.
yiqiuchengming8	该活动已结束，请等待下一次一球成名的到来吧！	El evento acabó. Por favor espera hasta la próxima vez.
fund002	该活动已结束，请尽快领取您的神石	El evento acabó. Por favor recibe tus Balens tan pronto como sea posible.
