messageId	desc	PLdesc
djbk_01	<font color='#00ff00'><a href='event:'><u><font color='#FF0000'>{0}</font>占领宝物中（{1}）</u></a></font>	<font color='#00ff00'><a href='event:'><u><font color='#FF0000'>{0}</font>Trzymaj skarb（{1}）</u></a></font>
djbk_02	<font color='#00ff00'><a href='event:'>宝物已被<font color='#FF0000'>{0}</font>劫走</a></font>	<font color='#00ff00'><a href='event:'>Skarb zrabowany przez <font color='#FF0000'>{0}</font></a></font>
djbk_03	<font color='#00ff00'><a href='event:'><u>{0}（{1}）</u></a></font>	<font color='#00ff00'><a href='event:'><u>{0}（{1}）</u></a></font>
bs1	[全部,生命宝石,物攻宝石,法攻宝石,物防宝石,法防宝石,暴击宝石,免暴宝石,破挡宝石,格挡宝石]	[ALL, Klejnot HP, Klejnot Atak fiz., Klejnot Atak mag., Klejnot Obr.fiz., Klejnot Obr.mag., Klejnot Kryt., Klejnot Anty-kryt., Klenot Łamania blok., Klejnot Blok.]
bs2	[全部,等级1,等级2,等级3,等级4,等级5,等级6,等级7,等级8,等级9,等级10,等级11,等级12]	[Wszystkie, Lvl 1, Lvl 2, Lvl 3, Lvl 4, Lvl 5, Lvl 6, Lvl 7, Lvl 8, Lvl 9, Lvl 10, Lvl 11, Lvl 12]
bs3	60级开放	Otworzy się na 60 poziomie
bs4	宝石封印60级开放	Klejnot Duszy uaktywni się na poziomie 60.
bs5	需消耗{0}个封印石提升封印等级	Ulepszenie Szlifowania Duszy kosztuje {0} Kryształów Duszy.
bs6	数量不足	Zbyt mało przedmiotów!
bs7	宝石不足	Zbyt mało klejnotów!
bs8	封印石不足，无法封印	Zbyt mało Kryształów Duszy,nie można szlifować duszy.
bs9	确定消耗{0}个封印石提升至等级{1}	Użyć {0} Kryształów Duszy by szlifować duszę do poziomu {1}?
bs10	[等级4,等级5,等级6,等级7,等级8,等级9,等级10,等级11,等级12]	[Lvl 4, Lvl 5, Lvl 6, Lvl 7, Lvl 8, Lvl 9, Lvl 10, Lvl 11, Lvl 12]
bs11	封印成功，封印等级提升至{0}级	Dusza wyszlifowana do poziomu: {0}
bs12	可以合成	Można syntetyzować
bs13	合成成功	Zsyntetyzowano pomyślnie!
bs14	已达最高等级	Osiągnęto maksymalny poziom!
bs15	宝石封印石	Kryształ duszy klejnotu
SoundBtnTip1	#C(#ffffff)开启音效#n	#C(#ffffff)Włącz efekty dźwiękowe#n
SoundBtnTip2	#C(#ffffff)关闭音效#n	#C(#ffffff)Wyłącz efekty dźwiękowe#n
PeopleBtnTip1	#C(#ffffff)显示玩家#n	#C(#ffffff)Pokaż gracza#n
PeopleBtnTip2	#C(#ffffff)屏蔽玩家#n	#C(#ffffff)Filtr graczy#n
MailBtnTip	#C(#ffffff)邮件#n	#C(#ffffff)Poczta#n
SetBtnTip	#C(#ffffff)设置#n	#C(#ffffff)Ustawienia#n
RankBtnTip	#C(#ffffff)排行榜#n	#C(#ffffff)Rankingi#n
DuiHuanTip	#C(#ffffff)兑换#n	#C(#ffffff)Wymiana#n
GMBtnTip	#C(#ffffff)GM#n	#C(#ffffff)GM#n
GongGaoTip	#C(#ffffff)公告#n	#C(#ffffff)Ogłoszenia#n
sytip1	关闭声音	Wyłącz głos
sytip2	开启声音	Włącz głos
jlbz1	{0}开启巨龙宝藏获得了{1}	Zakręciłeś kołem fortuny {0} i zdobyłeś {1}
jlbz2	你已没有剩余的金锄头，今日无法继续挖宝了	Nie masz więcej Kilofów, nie możesz polować na Skarb.
jlbz3	没有剩余的幸运挖宝次数。	Nie masz więcej możliwości opcji na dzisiaj.
jlbz4	你没有金钥匙，按照攻略挖宝可获得金钥匙。	Nie masz kluczy. Kieruj się taktykami by zdobyć klucze w Polowaniu na Skarb.
jlbz5	巨龙宝藏30级开启	Polowanie na Skarb otworzy się na poziomie 30.
jlbz6	1、每天可获得金锄头15个，金锄头可用于挖宝，通过挖宝可触发不同事件#H a.巨龙：巨龙的巢穴，挑战胜利可获得奖励，放弃则无奖励；#H b.小怪：一群贪财的小怪，挑战胜利可获得奖励，放弃则无奖励；#H c.额外奖励事件：可随机获得金币、魔晶、挖宝次数、幸运挖宝次数、坐骑培养石、经验道具等奖励之一；#H2、每天可获得幸运挖宝1次，幸运挖宝可在当前挖宝地点基础上额外开启三个挖宝地点#H3、依照攻略顺序挖宝，完成巨龙之谜，可获得金钥匙，金钥匙可用于转盘摇奖#H4、金钥匙数量次日清零，请尽快使用	1. Każdy gracz ma 15 kilofów na dzień by wykopać Skarb. Możesz napotkać po drodze na różne potwory.#H a. Smok: pokonaj Smoka by zdobyć nagrody.#H b. pokonaj zachłannych by zdobyć nagrody.#H c. Bonus: masz szansę na zdobycie bonusu, w tym: Złoto, Zablokowane Diamenty, dodatkowe przydziały, więcej opcji wyboru, bat do treningu, przedmioty EXP itp.#H 2. Każdy gracz ma szansę jednej opcji wyboru, która pozwoli mu na odkrycie 3 lokalizacji Skarbu.#H 3. Kieruj się taktykami by zdobycz klucze do Koła Skarbu.#H 4. Pamiętaj, że każdego dnia Koło Skarbu i klucze się resetują.
jlbz7	金锄头用于挖宝，一次挖宝消耗一个金锄头	Jedno kopanie kosztuje jeden kilof.
jlbz8	可额外开启三个新的挖宝地点	Pozwala graczowi znaleźć trzy lokalizacje Skarbu więcej.
jlbz9	金锄头	Kilof
union1	已领	Pobrano
union2	领取	Pobierz
union3	金币+{0}#H魔晶+{1}#H#C({2}){3}+{4}	Złoto+{0}#HZablokowane Diamenty+{1}#H#C({2}){3}+{4}
union4	公会等级{0}，贡献{1}	Poziom Gildii {0}, Datek {1}
union5	{0}级	 {0}
union6	达到{0}贡献	Datek: {0}
union7	{0}级开启公会系统	Gildia otworzy się na poziomie {0}
union9	申请	Dołącz
union10	撤销	Cofnij
union11	联盟	Sojusz
union12	部落	Horda
union13	成功加入{0}	Dołączono {0}
union14	请输入公会名字	Wprowadź nazwę Gildii.
union15	创建条件：{0}神石	Potrzeba: {0} Diamentów
union16	公会名字不能有空格	Nazwa Gildii nie może zawierać spacji.
union17	请输入公会名称	Wprowadź nazwę Gildii.
union18	是否使用{0}神石，购买公会贡献	Chcesz użyć {0} Diamentów na datek?
union19	剩余时间：{0}	Pozostały czas: {0}
union20	会长连续7天不登录可以进行公会选举	Jeśli lider Gildii pozostaje offline przez 7 dni, można dokonać wyboru nowego Lidera.
union21	上一级职位已满，请先调整	Brak miejsca dla postaci. Najpierw zrób miejsce.
union22	确定将{0}请离公会吗？	Jesteś pewien, że chcesz wyrzucić {0} z Gildii?
union23	在线	Online
union24	确定退出公会吗	Na pewno chcesz wystąpić z Gildii?
union25	你是会长不能退出公会，请先转让会长	Aby móc opuścić Gildię musisz najpierw wyznaczyć nowego Lidera.
union26	确定将会长转让给{0}吗?	Czy na pewno chcesz przekazać Gildię graczowi {0}?
union27	开启	Otwórz
union28	领取奖励	Odbierz nagrodę
union29	当天累积消费{0}神石	Wydałeś dziś {0} Diamentów
union30	宝箱夺宝次数不足	Przydział grabieży wykorzystany!
union31	贡献不足{0}无法夺宝	Suma datków mniejsza niż {0}.Nie można grabić.
union32	金币+{0}#H{1}	Złoto+{0}#H{1}
union33	进度：{0}/{1}	Postęp: {0}/{1}
union34	开启者:{0}	Otwierający: {0}
union35	{0}神石	{0} Diamenty
union36	铜宝箱：{0}次	Brązowa Skrzynia: {0} razy
union37	银宝箱：{0}次	Srebrna Skrzynia: {0} razy
union38	金宝箱：{0}次	Złota Skrzynia: {0} razy
union39	你没有权限进行管理	Nie masz dostępu do zarządzania danymi.
union40	修改	Edytuj
union41	保存	Zapisz
union43	无	N/A
union44	防守方胜	Wygrała zaatakowana Gildia!
union45	攻击方胜	Wygrała Gildia atakująca!
union46	当夺宝进度达到5/5时可领奖，截止当天23:59:59	Postęp grabieży musi osiągnąć 5/5 by zdobyć nagrodę. Koniec: 23:59:59
union47	伤害提升1000%，受到的伤害减少90%	Wzrost wyrządz. szkody o 1000%, otrzymyw. szkody spadek o 90%
union48	第{0}关	Poziom {0}
union49	<font color='#ffffff'>本关卡今日被同公会成员通关为你激活本关挑战</font><font color='#fbfe00'>攻击力加成BUFF</font>	<font color='#ffffff'>Lider Gildii przeszedł ten poziom, otrzymałeś</font><font color='#fbfe00'>wzrost ataku BUFF</font>
union50	同公会成员通过后可获得提升攻击力的BUFF	Gdy lider Gildii przejdzie jakiś poziom, możesz otrzymać buff wzrostu ataku.
union51	已通关第{0}关	Poziom {0} ukończony
union52	(离线)	(Offline)
union53	公会聊天	Czat Gildii
union54	1、守方为1个公会，攻方最多7个公会；#H2、守方胜利条件：活动结束时，雕像未被完全摧毁；#H3、攻方胜利条件：活动结束前，摧毁所有雕像；#H4、守方胜利，守方获得第一档奖励，攻方公会积分前三名获得其他奖励，且下次活动守方不变；#H5、攻方胜利，攻方公会综合积分前三名获得前三档奖励，守方获得第四档奖励，且攻方第一名公会为下场活动守方；	1. Jest jedna Gildia broniąca i maks. siedem Gildii atakujących.#H2. Jeśli posągi nie zostaną całkiem zniszczone przed końcem czasu, Gildia broniąca wygra.#H3. Jeśli posągi zostaną zniszczone całkowicie w wyznaczonym czasie, wygrają Gildie atakujące#H4. Jeśli wygra Gildia broniąca, otrzyma główną nagrodę a 3 najlepiej atakujące Gildie inne nagrody.Wygrana Gildia broniąca, będzie bronić kolejnym razem.#H5. Jeśli wygrają Gildie atakujące, 3 najlepsze dostaną główne nagrody,a gildia broniąca nagrodę czwartą.Najlepsza Gildia atakująca będzie następnym razem Gildią broniącą.
union55	#H6、守方连续守城时，攻方将获得破连守BUFF，连守天数越多，BUFF效果越强；#H7、合服后，参加城主轮值的公会数会相应调整：#H     合服数从第三个服开始计算，每增加一个服务器合并，参与活动的公会个数增加一个；#H     合服数超过二十个服务器后将不在增加参与活动的公会个数。	#H6. Jeśli jedna Gildia wygra 2 lub 3 dni z rzędu, gildie atakujące otrzymają zdolności ochronne(BUFF).Im więcej dni gildia broni, tym większe zdolności ochronne otrzymają inne gildie.#H7. Liczba Gildii biorąca udział w Bitwie Gildii będzie modyfikowana wg. łączenia serwerów: #H8 Po połączeniu serwerów od 3 wzwyż w jeden serwer, liczba Gildii mogąca dołączyć do Bitwy Gildii będzię rosnąć adekwatnie o jeden.#H9 Liczba przyłączających się Gildii osiągnie swój limit, gdy liczba połączonych serwerów wyniesie 20.
union56	领奖成功获得：#H金币+{0}#H魔晶+{1}#H#C({2}){3}+{4}#n	Otrzymałeś: #HZłoto+{0}#HZablokowane Diamenty+{1}#H#C({2}){3}+{4}#n
union57	领奖成功获得：#H金币+{0}#H#C({1}){2}+{3}#n	Otrzymałeś: #HZłoto+{0}#H#C({1}){2}+{3}#n
union58	贡献不足	Zbyt mała liczba Datków!
duke1	确定	Potwierdź
duke2	生命：{0}%	HP: {0}%
duke3	你攻击了{0}，#C(#FF0000)你战败了#n，获得了#C(#ffff37){1}积分#n	Zaatakowałeś{0} i #C(#FF0000)przegrałeś#n. Zdobyłeś #C(#ffff37){1} punktów#n
duke4	你攻击了{0}，#C(#00FF00)你获胜了#n，获得了#C(#ffff37){1}积分#n	Zaatakowałeś {0} i #C(#00FF00)wygrałeś#n. Zdobyłeś #C(#ffff37){1} punktów#n
duke5	你与{0}进行了战斗，获得了#C(#ffff37){1}积分#n	Stoczyłeś walkę z {0} i zdobyłeś#C(#ffff37){1} punktów#n
duke6	你与{0}进行了战斗，获得了#C(#ffff37){1}积分#n	Stoczyłeś walkę z {0} i zdobyłeś #C(#ffff37){1} punktów#n
duke7	{0}攻击了你，#C(#FF0000)你战败了#n，获得了#C(#ffff37){1}积分#n	{0} zaatakował cię i #C(#FF0000)wygrał#n. Zdobyłeś #C(#ffff37){1} punktów#n
duke8	{0}攻击了你，#C(#00FF00)你获胜了#n，获得了#C(#ffff37){1}积分#n	{0} zaatakował cię i #C(#00FF00)przegrał#n. Zdobyłeś #C(#ffff37){1} punktów#n
duke9	胜利条件：活动结束前，摧毁圣城门前的两尊雕像	Jak wygrać: zniszcz dwa posągi naprzeciwko miasta przed końcem eventu.
duke10	胜利条件：活动结束时，保护圣城门前的两尊雕像未被完全摧毁	Jak wygrać: oboń dwa posągi naprzeciwko miasta przed końcem eventu.
duke11	攻方摧枯拉朽，守方望风而逃，圣城易主	Gildia atakująca jest bardzo silna i zajmuje miasto.
duke12	圣城固若金汤，攻方攻势一触即溃，不堪一击	Miasto jest bezpieczne. Gildia atakująca przegrywa.
duke13	你未获得活动参与资格!	Nie kwalifikujesz się!
duke14	未达到激活BUFF所需战斗力	Nie osiągnięto wymaganego miejsca w Rankingu Bitwy by aktywować Buff.
duke15	外层城主	Gildia broniąca
duke16	激活需战斗力：{0}	Wymagane miejsce w Rankingu Bitwy: {0}
duke17	{0}秒后复活	Kolejne życie po {0} sekundach
duke18	是否使用{0}神石或魔晶，加速复活？	Na pewno chcesz użyć {0} Diamentów lub Zablok.Diamentów by odzyskać życie?
duke19	BUFF等级：{0}级	Lvl Buff: Lvl {0}
duke20	连守天数：{0}	Seria obrony: {0}
duke21	无需激活，立刻生效	Nie trzeba aktywować.Efekt nastąpi samoczynnie.
duke22	（点击提升）	（Przejdź lvl. wyżej.）
duke23	{0}级	Poziom {0}
duke24	圣城外层已攻破，立刻进攻圣城内层！	Obrzeża miasta zostały zajęte.Zaatakuj centrum!
duke25	当前无状态	Brak bieżącego posągu
duke26	雕像	Posąg
duke27	守护神	Obrońca
duke28	级	poziom
duke29	内层城主	Lider Gildii broniącej
arena001	英雄竞技	Arena
jy	经验：	EXP:
member1	金币：#C(#FFCC10){0}#H#C(#FFFFFF)金币：可以通过心魔炼狱、副本、炼金获得。	Złoto: #C(#FFCC10){0}#H#C(#FFFFFF)Złoto: możesz zdobyć dzięki Alchemii.
member2	充值神石：#C(#FFff37){0}#H#C(#FFFFFF)奖励神石：#C(#FFff37){1}#H#C(#FFFFFF)充值神石：可以通过商城购买获得。#H奖励神石：其他途径获得。	Diamenty z doładowań：#C(#FFff37){0}#H#C(#FFFFFF) Diamenty：#C(#FFff37){1}#H#C(#FFFFFF) Diamenty z doładowań: doładuj, by otrzymać.#H Diamenty z nagród:zdobądź w inny sposób.
member3	魔晶：#C(#3299cc){0}#H#C(#FFFFFF)魔晶：可以通过月卡每日领取、巨龙宝藏玩法获得。#H部分玩法中，可代替神石使用。	Zablokowane Diamenty: #C(#3299cc){0}#H#C(#FFFFFF)Zablok.Diamenty: możesz zdobyć z eventów w grze.
member4	万	0 K
member5	千万	0 M
member6	亿	00 M
renwuTips	英雄（C）	Bohater(C)
beibaoTips	背包（B）	Plecak(B)
jinengTips	技能（K）	Umiejętność(K)
zhaomuTips	招募（T）	Rekrutacja(T)
qianghuaTips	装备（Q）	Ekwipunek(Q)
zhengxingTips	阵型（Z）	Formacja(Z)
zuoqiTips	坐骑（N）	Wierzchowiec(N)
haoyouTips	好友（O）	Znajomi(O)
juntuanTips	公会（G）	Gildia(G)
zhanbuTips	占卜（J）	Gwiazdy(J)
shangchengTips	商城（V）	Sklep(V)
jiaoyihangTips	交易行（S）	交易行（S）
ZdlPropertyEnum1	2500	2500
ZdlPropertyEnum2	0	0
ZdlPropertyEnum3	0	0
ZdlPropertyEnum4	7500	7500
ZdlPropertyEnum5	5000	5000
ZdlPropertyEnum6	7500	7500
ZdlPropertyEnum7	5000	5000
ZdlPropertyEnum8	5000	5000
ZdlPropertyEnum9	5000	5000
ZdlPropertyEnum10	5000	5000
ZdlPropertyEnum11	5000	5000
ZdlPropertyEnum12	5000	5000
ZdlPropertyEnum13	5000	5000
ZdlPropertyEnum14	0	0
ZdlPropertyEnum15	0	0
Zdlmaxhp	2500	2500
Zdlattackspeed	0	0
Zdlanger	0	0
Zdlattack_p	7500	7500
Zdldefense_p	5000	5000
Zdlattack_m	7500	7500
Zdldefense_m	5000	5000
Zdlcrit	5000	5000
Zdlcritpress	5000	5000
Zdlantibroken	5000	5000
Zdlnotbroken	5000	5000
Zdlparry	5000	5000
Zdlpuncture	5000	5000
Zdldamageupgrade	0	0
Zdldamagereduce	0	0
ClickAndStopTip	再次点击取消自动寻路	Kliknij ponownie,by wyłączyć tryb AFK
buff1	城主特权#H主角经验加成{0}%，对恶魔深渊生效。#H金币加成{1}%，对心魔炼狱，副本，炼金生效。	Buff#Hwzrost EXP postaci {0}%，nie działa w Krypcie.#H Wzrost Złota {1}%. Można użyc w Krypcie, Lochu i Alchemii.
buff3	半年卡特权#H金币加成10%，对心魔炼狱，副本，炼金和英灵神殿生效。#H可和其他特权效果叠加	Półroczne Duchowe Porozumienie#Hwzrost Złota:10%. Można użyć w:Próba Bohatera, Loch, Alchemia i Sala Bohatera.
yk1	原价	Zazwyczaj
yk2	现价	Cena
yk3	天	Dni
yk4	小时	Godziny
yk5	分钟	Minuty
yk6	是否花费{0}神石，购买{1}	Na pewno chcesz użyć {0} Diamentów by kupić {1}?
yk7	魔晶+{0}	Zablokowane Diamenty+{0}
yk8	月卡到期信息	Koniec Duchowego Przymierza
daytask1	是否花费{0}神石或魔晶立即完成，#H           贵族7及以上的玩家免费	Na pewno chcesz użyć {0} Diamentów lub Zablok.Diamentów by ukończyć teraz? #H VIP7 lub wyżej: za darmo
daytask2	#C(#EE7600)你是贵族7及以上的玩家，你可以享受免费完成日常任务。#n	#C(#EE7600)Twój poziom VIP jest wyższy niż 6.Możesz ukończyć codzienne zadanie za darmo.#n
TaskLvLimit	您当前等级不够！	Nie osiągnięto wymaganego poziomu!
dengji	等级	Poziom
fb_001	消耗{0}魔晶或神石购买1次副本挑战次数，当前剩余可购买{1}次	Dodatkowe wejście do Lochu kosztuje {0} Zablok.Diamentów lub Diamentów.Możesz kupić {1} wejścia.
fb_002	前置副本尚未完成,不能购买哟	Nie ukończyłeś poprzedniego Lochu, nie możesz kupić.
fb_003	今日没有可以购买的次数了，提升贵族等级可以提升每日购买次数	Limit zakupów osiągnięty.Podnieś swój lvl.VIP by podnieść limit.
fb_004	当前没有进度，不能重置	Nie można resetować
fb_005	重置副本将清除该副本进度，确定重置吗？	Jeśli zresetujesz Loch, zaczniesz od początku.Na pewno chcesz zresetować?
fb_006	{0}级开启挂机功能	Tryb AFK otworzy się na lvl. {0}
fb_007	没有通关该副本，不能挂机哟	Nie ukończyłeś Lochu.Nie możesz dokonać Nalotu.
fb_008	当前有副本进度，不能挂机哟	Nie można wykonać, już jesteś w środku Nalotu.
fb_009	剩余次数不够，不能挂机哟	Nie masz prawa do większej ilości Nalotów.
fb_010	已达可以挂机的时间上限，不能继续挂机	Nie można wykonać, już jesteś w środku Nalotu.
fb_011	挂机是按照历史最高通关评分为玩家结算奖励	Dokonanie Nalotu pozwala graczowi zdobyć najlepsze nagrody w Lochu.
fb_012	满三星评价，可以在挂机中获得最高收益哟	Jeśli przejdziesz Loch z 3 gwiazdami, podczas Nalotu otrzymasz najlepsze nagrody.
fb_013	加速将消耗{0}魔晶（魔晶不足时，消耗神石）	Przyśpieszenie kosztuje {0} Zabl.Diamentów lub Diamentów(najpierw zostaną użyte Zabl.Diamenty).
fb_014	未满足条件#H通关{0}所有副本之后可领取{1}*{2}	Nie spełniono warunków#Hprzejdź wszystkie Lochy,by zdobyć nagrody {1}*{2}
fb_015	已领取奖励	Zgarnąłeś nagrodę
fb_016	未满足条件#H{0}副本全3星通关后可领取奖励{1}*{2}	Nie spełniono warunków#Hprzejdź wszystkie Lochy z 3 gwiazdami,by zdobyć nagrody {1}*{2}
fb_017	通过{0}所有副本后可领取奖励。	Przejdź {0} wszystkie Lochy,by otrzymać nagrody.
fb_018	{0}副本全3星通关后可领取奖励。	{0} Przejdź wszystkie Lochy z 3 gwiazdami,by otrzymać nagrody.
fb_019	今日进入副本已达上限，请明日再来	Nie masz dziś więcej wejść do Lochu.Spróbuj jutro.
fb_020	满足条件#H通关{0}所有副本之后可领取{1}*{2}	Nie spełniono warunków#Hprzejdź {0} wszystkie Lochy,by zdobyć nagrody {1}*{2}
fb_021	满足条件#H{0}副本全3星通关后可领取奖励{1}*{2}	Nie spełniono warunków#Hprzejdź {0} wszystkie Lochy z 3 gwiazdami,by zdobyć nagrody {1}*{2}
yxjj1	每天22:00发放英雄竞技奖励，可以获得大量声望和金币	Nagrody z Areny,w tym Prestiż i Złoto,rozdawane są codziennie o 22:00.
tili1	体力值每#C(#00FF00)30#n分钟回复#C(#00FF00)5#n点。#H#C(#00FF00)非贵族#n用户每日可购买体力#C(#00FF00){0}#n次	Co #C(#00FF00)30#n minut gracz odzyska #C(#00FF00)5#n Wytrzymałości. #H#C(#00FF00)Gracz nie będący VIPem#n może kupić Wytrzymałość #C(#00FF00){0}#n razy dziennie.
