messageId	desc	RussiaDesc
gold4	是否花费#C(#FFFF00){0}#n神石或者魔晶开启炼金炉？	Вы уверены, что хотите потратить #C(#FFFF00){0}#n баленов или сапфиров, чтобы практиковать алхимию?
gold5	是否提前收获并且获得一半的收益？	Вы уверены, что хотите закончить алхимию раньше, получив только половину награды?
gold6	今日炼金次数已用尽，你还可以协助其他玩家炼金	Сегодня у вас не осталось попыток алхимии, но вы можете помочь с ней другим.
gold7	今日炼金次数已用尽。	Сегодня у вас не осталось попыток алхимии.
gold8	招募炼金术士	Попросить помощи
gold9	冷却时间：{0}	КД: {0}
gold10	炼金次数不足10次，是否花费{0}神石或魔晶开启炼金炉{1}次？	Попыток алхимии меньше 10. Хотите потратить {0} баленов или сапфиров, чтобы купить {1} попытку?
gold11	提示：满4人协助可完美收获{0}金币，提前收获则金币收益减半	Чтобы собрать идеальный урожай и получить {0} золота, вам нужна помощь 4 игроков. За ранний урожай вы получите только 50% золота
gold12	不能协助自己	Вы не можете помочь сами себе с алхимией.
award01	金币+{0}	Золото +{0}
award02	声望+{0}	Престиж +{0}
award03	魔晶+{0}	Сапфиры +{0}
award04	经验+{0}	Опыт +{0}
djbk_tip01	1、30级开启劫宝#H2、每天14:00-19:30每隔半小时开启一次#H3、每次活动有四只运宝地精#H4、玩家击败拥有宝物的地精或玩家，且占领一定时间后可获得奖励#H5、劫宝获得的圣灵碎片可在地精宝库中兑换稀有的装备和命魂#H6、每次劫宝活动最多持续十分钟	1) Грабеж доступен для игроков 30 уровня и выше;#H2) Проводится ежедневно через каждые полчаса с 14.00 до 19.30;#H3) В каждом ивенте есть по 4 гоблина, которые охраняют сокровища;#H4) Игрок может получить награду, после того, как победит обладающего сокровищами гоблина или игрока;#H5) Полученные в ходе грабежа сокровища можно обменять в магазине гоблина на редкую экипировку и астралы;#H6) Каждый раз ивент "грабеж" длится не более 10 минут.
djbk_tip02	圣灵碎片#H来源于劫宝	Осколок души#H можно получить при грабеже.
lianyu1	请先领取奖励	Пожалуйста, подтвердите награду.
lianyu2	剩余挑战次数：{0}次	Попыток битв: {0}
lianyu3	{0} ({1}-{2}级)	{0} (ур. {1}-{2})
lianyu4	今日次数已用完	На сегодня не осталось попыток.
lianyu5	1、玩家每天可挑战3次副本#H2、等级越高可挑战的副本种类越多，高等级的副本获得的奖励越丰厚#H3、击杀奖励：击杀小怪和boss获得的奖励#H4、评分奖励：通关副本后根据不同的评分获得不同的奖励#H5、在战斗中玩家可免费复活一次，贵族等级越高可获得购买复活次数越多	1. Игроки могут пройти героическое испытание три раза в день.#H2. С ростом уровня, вам будут открыватся новые испытания. Чем сложнее испытание, тем выше за него награда.#H3. Награды за убийства: См.Награды за убийства.#H4. Награда за испытание зависит от рейтинга прохождения.#H5. Игроки могут бесплатно воскреснуть только один раз. VIP может купить несколько воскрешений, согласно своему уровню VIP.
lianyu6	当前贵族等级剩余复活次数：{0}。是否消耗魔晶{1}（魔晶不足时则消耗神石）来复活吗？	Попыток воскрешений: {0}. Вы уверены, что хотите потратить {1} баленов или сапфиров (сапфиры тратятся первыми), чтобы воскреснуть?
lianyu7	取消	Отмена
shengji	升级	Повысить уровень
djbk_01	<font color='#00ff00'><a href='event:'><u><font color='#FF0000'>{0}</font>占领宝物中（{1}）</u></a></font>	<font color='#00ff00'><a href='event:'><u><font color='#FF0000'>{0}</font>Владеет сокровищем: ({1})</u></a></font>
djbk_02	<font color='#00ff00'><a href='event:'>宝物已被<font color='#FF0000'>{0}</font>劫走</a></font>	<font color='#00ff00'><a href='event:'>Сокровище украдено <font color='#FF0000'>{0}</font></a></font>
djbk_03	<font color='#00ff00'><a href='event:'><u>{0}（{1}）</u></a></font>	<font color='#00ff00'><a href='event:'><u>{0}（{1}）</u></a></font>
bs1	[全部,生命宝石,物攻宝石,法攻宝石,物防宝石,法防宝石,暴击宝石,免暴宝石,破挡宝石,格挡宝石,物攻暴击宝石,物攻免暴宝石,物攻格挡宝石,物攻破挡宝石,法攻暴击宝石,法攻免暴宝石,法攻格挡宝石,法攻破挡宝石,生命暴击宝石,生命免暴宝石,生命格挡宝石,生命破挡宝石]	[Все, Гем хп, Гем физ. атаки, Гем маг. атаки, Гем физ. защиты, Гем маг. защиты, Гем крита, Гем антикрита, Гем антилока, Гем блока]
bs2	[全部,等级1,等级2,等级3,等级4,等级5,等级6,等级7,等级8,等级9,等级10,等级11,等级12]	[Все, Ур.1, Ур.2, Ур.3, Ур.4, Ур.5, Ур.6, Ур.7, Ур.8, Ур.9, Ур.10, Ур.11, Ур.12]
bs3	60级开放	Разблокируется на 60 ур.
bs4	宝石封印60级开放	Духовная гравировка разблокируется на 60 ур.
bs5	需消耗{0}个封印石提升封印等级	Повышение уровня духовной гравировки стоит {0} кристаллов души.
bs6	数量不足	Не хватает предметов!
bs7	宝石不足	Не хватает гемов!
bs8	封印石不足，无法封印	Не хватает кристаллов души, гравировка души невозможна.
bs9	确定消耗{0}个封印石提升至等级{1}	Вы уверены, что хотите потратить {0} кристаллов души, чтобы сделать гравировку души {1} ур.?
bs10	[等级4,等级5,等级6,等级7,等级8,等级9,等级10,等级11,等级12]	[Ур.4, Ур.5, Ур.6, Ур.7, Ур.8, Ур.9, Ур.10, Ур.11, Ур.12]
bs11	封印成功，封印等级提升至{0}级	Духовная гравировка прошла успешно! Гравировка души достигла {0} ур.
bs12	可以合成	Готов для синтеза
bs13	合成成功	Успешно синтезировано!
bs14	已达最高等级	Достигнут макс. уровень!
bs15	宝石封印石	Кристалл гравировки гема
bs16	宝石已经为最高等级，无法再合成	Гем уже достиг самого высокого уровня, невозможно синтезировать еще раз.
