messageId	desc	EnglishTranslate1
daytask2	#C(#EE7600)你是贵族7及以上的玩家，你可以享受免费完成日常任务。#n	#C(#EE7600)You’re higher than VIP 6 so you can complete Daily Quests for free.#n
dbx2	121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,	121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,
dbx3	544,545,546,547,548,549,550,551,552,553,554,555,556,557,558,559,560,561,562,563	544,545,546,547,548,549,550,551,552,553,554,555,556,557,558,559,560,561,562,563
dbxl	80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,	80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,
defense_m	法防	MDEF
defense_p	物防	PDEF
dengji	等级	Level
denglu1	今日剩余抽奖次数:{0}	Today's Remaining Spin(s): {0}
dhsd001	梦幻森林	Mirage Forest
dhsd002	圣辉城	Glory City
dhsd003	龙骑神殿	Dragon Temple
dhsd004	精灵大陆	Elven Woods
dhsd005	亡灵圣域	Undead Realm
dhsd006	镜·梦幻森林	Mirage· Delusion Forest
dhsd007	镜·圣辉城	Mirage· Glory City
dhsd008	镜·龙骑神殿	Mirage· Dragon Temple
dhsd009	镜·精灵大陆	Mirage· Elven Woods
diaowenTips	雕纹	Glyphs
diaowentouzi	#C(#FFFFFF)投资#C(#00FF00){0}充值神石#n累计收益#C(#00FF00)价值2500神石#n的雕纹#n	#C(#FFFFFF)Deposit #C(#00FF00)Recharge Balen x {0}#n to receive #C(#00FF00) Glyphs worth 2,500 Balens.#n
diaowentouzi1	累计收益价值2500神石	Win a prize worth 7670 Balens
djbk_01	<font color='#00ff00'><a href='event:'><u><font color='#FF0000'>{0}</font>占领宝物中（{1}）</u></a></font>	<font color='#00ff00'><a href='event:'><u><font color='#FF0000'>{0}</font>Keeping the treasure（{1}）</u></a></font>
djbk_02	<font color='#00ff00'><a href='event:'>宝物已被<font color='#FF0000'>{0}</font>劫走</a></font>	<font color='#00ff00'><a href='event:'>Treasure looted by <font color='#FF0000'>{0}</font></a></font>
djbk_03	<font color='#00ff00'><a href='event:'><u>{0}（{1}）</u></a></font>	<font color='#00ff00'><a href='event:'><u>{0}（{1}）</u></a></font>
djbk_tip01	1、30级开启劫宝#H2、每天14:00-19:30每隔半小时开启一次#H3、每次活动有四只运宝地精#H4、玩家击败拥有宝物的地精或玩家，且占领一定时间后可获得奖励#H5、劫宝获得的圣灵残片可在地精宝库中兑换稀有的装备和命魂#H6、每次劫宝活动最多持续十分钟#H7、玩家每天最多可以成功劫宝4次	1. Loot unlocks at Lvl 30. #H2. It will be available every half hour between 14:00-19:30 #H3. In these events, four Goblins are transporting treasures. #H4. You must defeat the players or Goblins who have the treasures and keep it for a specified period of time to receive rewards. #H5.The Soul Shard that you gather in the loot can be exchanged for rare items and Astrals in Goblin's Shop. #H6. Every loot lasts 10 minutes max. #H7. You can loot maximum 4 times per day.
djbk_tip02	圣灵碎片#H来源于劫宝	Soul Shard#H can be obtained from loot.
djbk001	售价：{0}	Price: {0}
djbk002	剩余数量：0	Remaining Amount: 0
djbk003	剩余数量：{0}	Remaining Amount: {0}
djbk004	当前可劫宝	Ready for loot
djbk005	战斗冷却中：{0}秒	Cooldown: {0} s.
djbk006	等级不足！	Required level not reached!
djdfs001	点金{0}次	Touch {0} times
djdfs002	等级不足	Level too low!
djdfs003	消耗{0}充值神石随机获得10个原石	Spend {0} Recharge Balens to receive 10 random Stones. 
djdfs004	您将消耗{0}充值神石购买10个原石	You will spend {0} Recharge Balens on 10 Stones.
djdlb001	剩余购买次数：{0}	Purchases left: {0}
djsy1	等级不足，无法使用	Required level not reached.
djz	第{0}章	Chapter {0}
doubleelevent001	说明：#H1、兑换稀有道具需消耗王者徽章#H2、王者徽章可通过“双十一活动”-豪气冲天活动排名奖励获得	no need to translate
doubleelevent002	我的王者徽章:{0}	My King Medals: {0}
doubleelevent003	王者徽章不足	Insufficient King Medals.
doubleelevent004	未开始	Closed
doubleelevent005	原价:{0}	Cost: {0}
doubleelevent006	现价:{0}	Price: {0}
doubleelevent007	仅限#C(#fbfe00)充值神石#n购买	You can only buy this with #C(#fbfe00)Recharge Balens.#n
doubleelevent008	购买不限神石类型	You can buy the item with any kind of Balens.
doubleelevent009	剩余:{0}/{1}	Amount left: {0}/{1}
doubleelevent010	1、活动期间内，秒杀会出现各种低价秒杀道具；#H2、秒杀来袭前，只能预览下一波次道具；#H3、每波秒杀都会刷新界面出现的道具；#H4、活动期间秒杀商品每天不定时刷新；#H5、秒杀商品分为限时、限量商品，商品剩余数量为0或剩余时间为0时无法秒杀，请抓紧机会；	1. During the Bargain, there will be all kinds of items on sale. #H2. You can preview the items of the next Bargain before it starts. #H3. Bargain Items will be refreshed per wave. #H4. During the event, the Bargain Items will be refreshed randomly. #H5. There are limited-time items and limited-amount items. When there are no remaining items or time, you cannot buy them. Go shop now!
doubleelevent011	秒杀倒计时:	Bargain countdown:
doubleelevent012	下波开始时:	Next round:
doubleTwelve01	每日累计消费满{0}神石	Daily Balens consumed {0}
doubleTwelve02	已累计消费:{0}	Current consumption: {0}
doubleTwelve03	在线{0}分钟	Stay online for {0} minutes.
doubleTwelve04	奖励盛宴摩天轮{0}次	Rewards: {0} spin chances
doubleTwelve05	已在线{0}分钟	You've stayed online {0} minutes.
doubleTwelve06	#U#C(#00FF00)#A(#K(dlg,open_doubletwelve_panel|1))爱在一起活动	#U#C(#00FF00)#A(#K(dlg,open_doubletwelve_panel|1)) Online Team
doubleTwelve07	#C(#00FF00)#U#A(#K(dlg,open_superworthgifgpanel))超值大礼活动	#C(#00FF00)#U#A(#K(dlg,open_superworthgifgpanel)) Surprise Sale events
doubleTwelve08	今日剩余免费重置次数：{0}	Free resets: {0}
doubleTwelve09	当前拥有：{0}个	Current amount: {0}
doubleTwelve10	本次抽奖消耗：{0}个	Spin Cost: {0}
doubleTwelve11	重置奖励后，必须从第一次抽奖开始抽取，是否确认重置奖励	If you reset your rewards, you will have to restart your spin. Continue?
doubleTwelve12	手动重置奖励次数不足，是否花费#C(##00FF00){0} #n神石手动重置奖励	You've used up your manual resets. Are you sure you want to spend #C(##00FF00){0} #n Balens to reset the rewards?
doubleTwelve13	活动未开启	The event hasn't started yet.
doubleTwelve14	好运币不足，无法进行抽奖！	You don't have enough Lucky Coins.
doubleTwelve15	本轮抽奖已完成，需要继续抽奖请手动重置奖励或等待次日重置。	You've completed this spinning round. If you want to continue, please reset manually or wait until tomorrow.
doubleTwelve16	本次抽奖需消耗#C(##00FF00){0}#n个好运币，是否确认抽奖。	This spin will cost you #C(##00FF00){0}#n Lucky Coins. Are you sure you want to continue?
doubleTwelve17	等级不够，无法打开活动	Your level is too low to join the event.
doubleTwelve18	{0}人	{0} players
doubleTwelve19	剩余购买数量：{0}	Remaining purchases: {0}
doubleTwelve20	#C(#FFFFFF)获得抽奖次数:完成#U#C(#00FF00)#A(#K(dlg,OPEN_DO_DAILY))每日必做#C(#FFFFFF)	#C(#FFFFFF) Where to get: Completing quests in #U#C(#00FF00)#A(#K(dlg,OPEN_DO_DAILY)) Devotion #C(#FFFFFF)
doubleTwelve21	#C(#FFFFFF)获得抽奖次数:参加#C(#00FF00)#U#A(#K(dlg,open_doubletwelve_panel|1))爱在一起#C(#FFFFFF)	#C(#FFFFFF) Where to get: Taking part in #C(#00FF00)#U#A(#K(dlg,open_doubletwelve_panel|1)) Online Team events#C(#FFFFFF)
doubleTwelve22	累计充值{0}神石获得{1}次抽奖机会	Recharge {0} Balens in total to claim {1} spin times.
doubleTwelve23	消费累计:{0}	Total Consumption: {0}
doubleTwelve24	未上榜	Not on the list!
doubleTwelve25	当前累计消费：{0}	Current Consumption: {0}
doubleTwelve26	活动剩余时间：{0}	Remaining Time: {0}
doubleTwelve27	活动剩余时间：0天0小时0分钟0秒	Remaining Time: * day(s) * hour(s) * minute(s) * second(s)
doubleTwelve28	开服第{0}天开启	Unlocked {0} days after the server has opened
doubleTwelve29	限时奖励：活动已结束	Limited-time reward: The event is over.
dropss1	拿出<font color='#00EE00'>{0}</font>神石，接受神灵恩泽变出更多神石！	Use <font color='#00EE00'>{0}</font> Balens to pray to the Legend Knights and obtain more Balens.
dropss10	1、每次投入指定数量的充值神石，返还玩家高额奖励神石；#H2、充值神石不足无法参与；#H3、每个档次的奖项只能参与一次；#H4、玩法开启后持续至所有档次奖项完成，然后该玩法结束。	1. Spend the specified amount of Recharge Balens to pray and receive many Balens.#H2. You need enough Balens to participate. #H3. The required amount of Balens is different for every Pray attempt. #H4. The event will be over once you use all the Pray attempts.
dropss2	至少可获得<font color='#00EE00'>{0}</font>神石	You can receive at least <font color='#00EE00'>{0}</font> Balens.
dropss3	您已完成了所有抽奖	You have used all spin attempts.
dropss4	1、每次投入指定数量的神石，会在对应范围内随机返还玩家神石；#H2、神石不足无法参与抽奖；#H3、每个档次的抽奖只能抽取一次；#H4、玩法开启后持续至所有抽奖完成，然后该玩法结束。	1. Spend the specified amount of Balens to pray and receive a random amount of Balens in return.#H2. You need enough Balens to join the event. #H3. Each pray attempt requires a different amount of Balens. #H4. The event will be over once you use all the Pray attempts.
dropss5	充值神石不足	Insufficient Balens recharged.
dropss6	充值神石：#C(#FFff37){0}#n#HQ点商城购买的神石，可用于神石转转乐摇奖	no translation
dropss7	奖励神石：#C(#FFff37){0}#n#H其他途径获得神石，无法用于神石转转乐摇奖	Reward Balens: #C(#FFff37){0}#n#Other Balens cannot be used to spin the Wheel of Fortune.
dropss8	#C(#FFFFFF)#C(#00EE00){0}#n拿出#C(#FFff37){1}#n神石，变出#C(#FFff37){2}#n神石，并受到神灵青睐额外获得了#C(#FFff37){3}#n神石。#n	#C(#FFFFFF)#C(#00EE00){0}#n invest Balen x#C(#FFff37){1}#n to exchange them for Bonus Balen x #C(#FFff37){2}. You can also win extra Balens x#C(#FFff37){3}#n if you are favored by the Gods.#n
dropss9	拿出<font color='#00EE00'>{0}</font>充值神石，接受神灵恩泽变出<font color='#00EE00'>{1}</font>奖励神石！	Use <font color='#00EE00'>{0}</font> Recharge Balens to pray to the Legend Knights and receive <font color='#00EE00'>{1}</font> Balens as a reward!
dscj001	当前为系统结算时间，请明天再参与活动	It’s now reset time. Please come back to take part in the event tomorrow.
dscj002	今日还可领{0}次	You can still claim {0} times today.
dscj003	剩余免费次数：{0}次	Remaining Free Chances: {0}
dscj004	消耗{0}充值神石	Consumed {0} Recharge Balens
dscj005	{0}/1000	{0}/1000
dscj006	积分不足，领取需要消耗1000积分	You don’t have enough points. It costs 1,000 points to exchange.
dscj007	本次点金需要{0}充值神石	It costs {0} Recharge Balens to Touch this time.
dscj008	充值神石不足	Insufficient Recharge Balens!
dscj009	原石数量不足，请先放入原石	Not enough items! Please put in Stones first.
dscj010	冷却时间结束后可再次领取	Available to be claimed again after the cooldown.
dscj011	今日免费领取次数已用完	No free claim attempts left today.
dscj012	您将消耗100充值神石购买10个原石	You have to spend 250 Recharge Balens to buy 10 Stones.
dscj013	1、点金需要同时消耗1个原石和1次点金次数；#H2、品质越高的原石点金获得的奖励越高，每次点金都会获得原石品质所对应的全部必得奖励，并会额外获得一个随机奖励；#H3、每日可免费点金5次，免费领取10个随机品质的原石，领取次数和点金次数次日重置；#H4、购买原石可获得10个随机品质的原石，每次购买需要100充值神石；	1. It costs one Stone and one Touch chance to Touch once.#H2. The higher your Stone quality is, the better rewards you receive. The rewards for each type of Stone consist of two parts: common basic rewards and random extra rewards.#H3. You have 10 free random Stones available to be claimed and five daily Touch chances. Both are reset every day.#H4. You can get 100 Recharge Balens to buy 10 random Stones for each purchase.
dscj014	#H5、免费点金次数用完后，使用充值神石可继续点金，需要的充值神石数随次数递增；#H6、当日未消耗掉的原石会在每日23:50~24:00系统结算时间被系统回收并返还对应的积分，积分将通过邮件发送；#H7、每1000积分可兑换1个红炎天晶。	#H5. When there is no free Touch chances left, you can spend Recharge Balens to get more. The cost increases with every time you Touch.#H6. Your remaining Stones will be automatically recycled every day between 23:50-24:00 and you’ll receive points through in-game mail.#H7. Every 1,000 points can be exchanged for one Red Crystal.
dtbb001	#C(#00ff00)#U#A(goto)前往#n#n	#C(#00ff00)#U#A(goto)Go to#n#n
dtbb002	#C(#00ff00)#U#A(view)点击领取#n#n	#C(#00ff00)#U#A(view)Click to claim#n#n
dtbb003	1.活动期间内玩家可以通过投掷骰子产生不同组合赢得奖励。#H2.每日可通过游戏大厅购买神石免费领取游戏次数。#H3.每日领取的游戏次数次日不清零，但购买神石后未领取的次数隔日会清零，请及时领取。	1. During the event, you can receive Rewards for rolling the dice. #H2. You can receive free attempts for recharging Balens. #H3. The remaining attempts will be cleared the next day, so use them on time!
dtbb004	今日累计通过游戏大厅购买神石:{0}	Today's total amount of Purchased Balens: {0}
dtbb005	累计购买{0}神石	Buy {0} total Balen(s)
dtbb006	奖励次数+{0}	Reward +{0} time(s)
dtbb007	#C(#ffffff)恭喜#C(#00ff00){0}#n在活动中投出#C(#ff8000){1}#n#n	#C(#ffffff)Congratulations!#C(#00ff00){0}#n rolled #C(#ff8000){1}#n#n.
dtbb008	25794,25600,26450,27865	25794,25600,26450,27865
dtbb009	25955,26344,26450,27865	25955,26344,26450,27865
dtbb010	25956,26323,26450,27865	25956,26323,26450,27865
duanwuhuodong001	端午节tips	Dragon Boat Festival tips
duanwuhuodong002	您的金粽子数量不够,可在副本和英灵神殿玩法中获得	no need to translate
duanwuhuodong003	是否使用{0}神石砸龙蛋	Are you sure you want to use {0} Balens in the Egg Crack?
duanwuhuodong004	您的普通粽子数量不够,可在副本和英灵神殿玩法中获得	no need to translate
duanwuhuodong005	是否使用{0}金币	Are you sure you want to use {0} Gold?
duanwuhuodong006	粽子数量不足	no need to translate
duanwuhuodong007	前往副本	Go to the dungeon
duanwuhuodong008	英灵神殿	Hall of Heroes
duanwuhuodong009	获得道具	Receive the item
duihuan	兑换	Exchange
DuiHuanTip	#C(#ffffff)兑换#n	#C(#ffffff)Exchange#n
