messageId	desc	FTdesc
jlbz6	1、每天可获得金锄头15个，金锄头可用于挖宝，通过挖宝可触发不同事件#H a.巨龙：巨龙的巢穴，挑战胜利可获得奖励，放弃则无奖励；#H b.小怪：一群贪财的小怪，挑战胜利可获得奖励，放弃则无奖励；#H c.额外奖励事件：可获得金币、魔晶、挖宝次数、幸运挖宝次数、坐骑培养石、经验道具等奖励之一；#H2、每天可获得幸运挖宝1次，幸运挖宝可在当前挖宝地点基础上额外开启三个挖宝地点#H3、依照攻略顺序挖宝，完成巨龙之谜，可获得金钥匙，金钥匙可用于领奖#H4、金钥匙数量次日清零，请尽快使用	1、每天可獲得金鋤頭15個，金鋤頭可用於挖寶，通過挖寶可觸發不同事件#H a.巨龍：巨龍的巢穴，挑戰勝利可獲得獎勵，放棄則無獎勵；#H b.小怪：一群貪財的小怪，挑戰勝利可獲得獎勵，放棄則無獎勵；#H c.額外獎勵事件：可獲得金幣、魔晶、挖寶次數、幸運挖寶次數、坐騎培養石、經驗道具等獎勵之一；#H2、每天可獲得幸運挖寶1次，幸運挖寶可在當前挖寶地點基礎上額外開啟三個挖寶地點#H3、依照攻略順序挖寶，完成巨龍之謎，可獲得金鑰匙，金鑰匙可用於領獎#H4、金鑰匙數量次日清零，請儘快使用
jlbz7	金锄头用于挖宝，一次挖宝消耗一个金锄头#H#C(#ff0000)提升贵族等级可增加每日购买挖宝次数#n	金鋤頭用於挖寶，一次挖寶消耗一個金鋤頭#H#C(#ff0000)提升貴族等級可增加每日購買挖寶次數#n
jlbz8	可额外开启三个新的挖宝地点#H#C(#ff0000)提升贵族等级可增加每日购买幸运挖宝次数#n	可額外開啟三個新的挖寶地點#H#C(#ff0000)提升貴族等級可增加每日購買幸運挖寶次數#n
union1	已领	已領
union2	领取	領取
union3	金币+{0}#H魔晶+{1}#H#C({2}){3}+{4}	金幣+{0}#H魔晶+{1}#H#C({2}){3}+{4}
union4	公会等级{0}，贡献{1}	公會等級{0}，貢獻{1}
union5	{0}级	{0}級
union6	达到{0}贡献	達到{0}貢獻
union7	{0}级开启公会系统	{0}級開啟公會系統
union9	申请	申請
union10	撤销	撤銷
union11	联盟	聯盟
union12	部落	部落
union13	成功加入{0}	成功加入{0}
union14	请输入公会名字	請輸入公會名字
union15	创建条件：{0}神石	創建條件：{0}神石
union16	公会名字不能有空格	公會名字不能有空格
union17	请输入公会名称	請輸入公會名稱
union18	是否使用{0}神石，购买个人贡献	是否使用{0}神石，購買個人貢獻
union19	剩余时间：{0}	剩餘時間：{0}
union20	会长连续7天不登录可以进行公会选举	會長連續7天不登錄可以進行公會選舉
union21	上一级职位已满，请先调整	上一級職位已滿，請先調整
union22	确定将{0}请离公会吗？	確定將{0}請離公會嗎？
union23	在线	線上
union24	退出公会将丢失#C(#00FF00)未完成的公会任务#n和#C(#00FF00)已抓战俘#n，是否确认退出	退出公會將丟失#C(#00FF00)未完成的公會任務#n和#C(#00FF00)已抓戰俘#n，是否確認退出
union25	你是会长不能退出公会，请先转让会长	你是會長不能退出公會，請先轉讓會長
union26	确定将会长转让给{0}吗?	確定將會長轉讓給{0}嗎?
union27	开启	開啟
union28	领取奖励	領取獎勵
union29	当天累积消费{0}神石	當天累積消費{0}神石
union30	宝箱夺宝次数不足	寶箱奪寶次數不足
union31	历史贡献不足{0}无法夺宝	歷史貢獻不足{0}無法奪寶
union32	金币+{0}#H{1}	金幣+{0}#H{1}
union33	进度：{0}/{1}	進度：{0}/{1}
union34	开启者:{0}	開啟者:{0}
union35	{0}神石	{0}神石
union36	铜宝箱：{0}次	銅寶箱：{0}次
union37	银宝箱：{0}次	銀寶箱：{0}次
union38	金宝箱：{0}次	金寶箱：{0}次
union39	你没有权限进行管理	你沒有許可權進行管理
union40	修改公告	修改公告
union41	保存公告	保存公告
union43	无	無
union44	防守方胜	防守方勝
union45	攻击方胜	攻擊方勝
union46	当夺宝进度达到5/5时可领奖，截止当天23:59:59	當奪寶進度達到5/5時可領獎，截止當天23:59:59
union47	伤害提升1000%，受到的伤害减少90%	傷害提升1000%，受到的傷害減少90%
union48	第{0}关	第{0}關
union49	<font color='#ffffff'>本关卡今日被同公会成员通关为你激活本关挑战</font><font color='#fbfe00'>攻击力加成BUFF</font>	<font color='#ffffff'>本關卡今日被同公會成員通關為你啟動本關挑戰</font><font color='#fbfe00'>攻擊力加成BUFF</font>
union50	同公会成员通过后可获得提升攻击力的BUFF	同公會成員通過後可獲得提升攻擊力的BUFF
union51	已通关第{0}关	已通關第{0}關
union52	(离线)	(離線)
union53	公会聊天	公會聊天
union54	1、守方为1个公会，攻方最多7个公会；#H2、守方胜利条件：活动结束时，雕像未被完全摧毁；#H3、攻方胜利条件：活动结束前，摧毁所有雕像；#H4、守方胜利，守方获得第一档奖励，攻方公会积分前三名获得其他奖励，且下次活动守方不变；#H5、攻方胜利，攻方公会综合积分前三名获得前三档奖励，守方获得第四档奖励，且攻方第一名公会为下场活动守方；	1、守方為1個公會，攻方最多7個公會；#H2、守方勝利條件：活動結束時，雕像未被完全摧毀；#H3、攻方勝利條件：活動結束前，摧毀所有雕像；#H4、守方勝利，守方獲得第一檔獎勵，攻方公會積分前三名獲得其他獎勵，且下次活動守方不變；#H5、攻方勝利，攻方公會綜合積分前三名獲得前三檔獎勵，守方獲得第四檔獎勵，且攻方第一名公會為下場活動守方；
union55	#H6、守方连续守城时，攻方将获得破连守BUFF，连守天数越多，BUFF效果越强；#H7、#C(#00FF00)守方连续守城达到一定天数，攻方将减少复活所消耗的魔晶或神石，连守天数越多，复活消耗越少#n#H8、退出公会24小时内，无法参加城主轮值#H9、城主我来做，赢得大量金币、经验和装备材料	#H6、守方連續守城時，攻方將獲得破連守BUFF，連守天數越多，BUFF效果越強；#H7、#C(#00FF00)守方連續守城達到一定天數，攻方將減少復活所消耗的魔晶或神石，連守天數越多，復活消耗越少#n#H8、退出公會24小時內，無法參加城主輪值#H9、城主我來做，贏得大量金幣、經驗和裝備材料
union56	领奖成功获得：#H金币+{0}#H魔晶+{1}#H#C({2}){3}+{4}#n	領獎成功獲得：#H金幣+{0}#H魔晶+{1}#H#C({2}){3}+{4}#n
union57	领奖成功获得：#H金币+{0}#H#C({1}){2}+{3}#n	領獎成功獲得：#H金幣+{0}#H#C({1}){2}+{3}#n
union58	贡献不足	貢獻不足
union59	消耗{0}神石或者{1}魔晶创建公会	消耗{0}神石或者{1}魔晶創建公會
duke1	确定	確定
duke2	生命：{0}%	生命：{0}%
duke3	你攻击了{0}，#C(#FF0000)你战败了#n，获得了#C(#ffff37){1}积分#n	你攻擊了{0}，#C(#FF0000)你戰敗了#n，獲得了#C(#ffff37){1}積分#n
duke4	你攻击了{0}，#C(#00FF00)你获胜了#n，获得了#C(#ffff37){1}积分#n	你攻擊了{0}，#C(#00FF00)你獲勝了#n，獲得了#C(#ffff37){1}積分#n
duke5	你与{0}进行了战斗，获得了#C(#ffff37){1}积分#n	你與{0}進行了戰鬥，獲得了#C(#ffff37){1}積分#n
duke6	你与{0}进行了战斗，获得了#C(#ffff37){1}积分#n	你與{0}進行了戰鬥，獲得了#C(#ffff37){1}積分#n
duke7	{0}攻击了你，#C(#FF0000)你战败了#n，获得了#C(#ffff37){1}积分#n	{0}攻擊了你，#C(#FF0000)你戰敗了#n，獲得了#C(#ffff37){1}積分#n
duke8	{0}攻击了你，#C(#00FF00)你获胜了#n，获得了#C(#ffff37){1}积分#n	{0}攻擊了你，#C(#00FF00)你獲勝了#n，獲得了#C(#ffff37){1}積分#n
duke9	胜利条件：活动结束前，摧毁圣城门前的两尊雕像	勝利條件：活動結束前，摧毀聖城門前的兩尊雕像
duke10	胜利条件：活动结束时，保护圣城门前的两尊雕像未被完全摧毁	勝利條件：活動結束時，保護聖城門前的兩尊雕像未被完全摧毀
duke11	攻方摧枯拉朽，守方望风而逃，圣城易主	攻方摧枯拉朽，守方望風而逃，聖城易主
duke12	圣城固若金汤，攻方攻势一触即溃，不堪一击	聖城固若金湯，攻方攻勢一觸即潰，不堪一擊
duke13	你未获得活动参与资格!	你未獲得活動參與資格!
duke14	未达到激活BUFF所需战斗力	未達到啟動BUFF所需戰鬥力
duke15	外层城主	外層城主
duke16	激活需战斗力：{0}	啟動需戰鬥力：{0}
duke17	{0}秒后复活	{0}秒後復活
duke18	是否使用{0}神石或魔晶，加速复活？	是否使用{0}神石或魔晶，加速復活？
duke19	Buff等级：{0}级	Buff等級：{0}級
duke20	连守天数：{0}	連守天數：{0}
duke21	无需激活，立刻生效	無需啟動，立刻生效
duke22	（点击提升）	（點擊提升）
duke23	{0}级	{0}級
duke24	圣城外层已攻破，立刻进攻圣城内层！	聖城外層已攻破，立刻進攻聖城內層！
duke25	当前无状态	當前無狀態
duke26	雕像	雕像
duke27	守护神	守護神
duke28	级	級
duke29	内层城主	內層城主
duke30	充值神石：#C(#FFff37){0}#H#C(#FFFFFF)奖励神石：#C(#FFff37){1}#H#C(#FFFFFF)充值神石：可以通过商城购买获得。#H奖励神石：其他途径获得。	儲值神石：#C(#FFff37){0}#H#C(#FFFFFF)獎勵神石：#C(#FFff37){1}#H#C(#FFFFFF)儲值神石：可透過儲值獲得。#H獎勵神石：其他途徑獲得。
arena001	英雄竞技	英雄競技
jy	经验：	經驗：
member1	金币：#C(#FFCC10){0}#H#C(#FFFFFF)金币：可以通过心魔炼狱、副本、炼金获得。	金幣：#C(#FFCC10){0}#H#C(#FFFFFF)金幣：可以通過心魔煉獄、副本、煉金獲得。
member2	充值神石：#C(#FFff37){0}#H#C(#FFFFFF)奖励神石：#C(#FFff37){1}#H#C(#FFFFFF)充值神石：可以通过商城购买获得。#H奖励神石：其他途径获得。	儲值神石：#C(#FFff37){0}#H#C(#FFFFFF)獎勵神石：#C(#FFff37){1}#H#C(#FFFFFF)儲值神石：可透過儲值獲得。#H獎勵神石：其他途徑獲得。
member3	魔晶：#C(#3299cc){0}#H#C(#FFFFFF)魔晶：可以通过月卡每日领取、巨龙宝藏玩法获得。#H部分玩法中，可代替神石使用。	魔晶：#C(#3299cc){0}#H#C(#FFFFFF)魔晶：可以通過月卡每日領取、巨龍寶藏玩法獲得。#H部分玩法中，可代替神石使用。
member4	万	萬
member5	千万	千萬
member6	亿	億
renwuTips	英雄（C）	英雄（C）
beibaoTips	背包（B）	背包（B）
jinengTips	技能（K）	技能（K）
zhaomuTips	招募（T）	招募（T）
qianghuaTips	装备（Q）	裝備（Q）
zhengxingTips	阵型（Z）	陣型（Z）
zuoqiTips	坐骑（N）	坐騎（N）
haoyouTips	好友（O）	好友（O）
juntuanTips	公会（G）	公會（G）
zhanbuTips	占卜（J）	占卜（J）
shangchengTips	商城（V）	商城（V）
jiaoyihangTips	交易行（S）	交易行（S）
ZdlPropertyEnum1	2500	2500
ZdlPropertyEnum2	0	0
ZdlPropertyEnum3	0	0
ZdlPropertyEnum4	7500	7500
ZdlPropertyEnum5	5000	5000
ZdlPropertyEnum6	7500	7500
ZdlPropertyEnum7	5000	5000
ZdlPropertyEnum8	5000	5000
ZdlPropertyEnum9	5000	5000
ZdlPropertyEnum10	5000	5000
ZdlPropertyEnum11	5000	5000
ZdlPropertyEnum12	5000	5000
ZdlPropertyEnum13	5000	5000
ZdlPropertyEnum14	0	0
ZdlPropertyEnum15	0	0
Zdlmaxhp	2500	2500
Zdlattackspeed	0	0
Zdlanger	0	0
Zdlattack_p	7500	7500
Zdldefense_p	5000	5000
Zdlattack_m	7500	7500
Zdldefense_m	5000	5000
Zdlcrit	5000	5000
Zdlcritpress	5000	5000
Zdlantibroken	5000	5000
Zdlnotbroken	5000	5000
Zdlparry	5000	5000
Zdlpuncture	5000	5000
Zdldamageupgrade	0	0
Zdldamagereduce	0	0
ClickAndStopTip	再次点击取消自动寻路	再次點擊取消自動尋路
buff1	城主特权#H主角经验加成{0}%，对恶魔深渊生效。#H金币加成{1}%，对心魔炼狱，副本，炼金生效。	城主特權#H主角經驗加成{0}%，對惡魔深淵生效。#H金幣加成{1}%，對心魔煉獄，副本，煉金生效。
buff3	半年卡特权#H金币加成10%，对心魔炼狱，副本，炼金和英灵神殿生效。#H可和其他特权效果叠加	半年卡特權#H金幣加成10%，對心魔煉獄，副本，煉金和英靈神殿生效。#H可和其他特權效果疊加
yk1	原价	原價
yk2	现价	現價
yk3	天	天
yk4	小时	小時
yk5	分钟	分鐘
yk6	是否花费{0}神石，购买{1}	是否花費{0}神石，購買{1}
yk7	魔晶+{0}	魔晶+{0}
yk8	月卡到期信息	月卡到期信息
yk9	秒	秒
yk10	请选择好友	請選擇好友
yk11	请输入赠送数量	請輸入贈送數量
yk12	请选择需要赠送的好友	請選擇需要贈送的好友
yk13	#C(#E87D22)您确定要消耗#C(#00FF00){0}#C(#E87D22)神石赠送#C(#00FF00){2}#C(#E87D22)个#C(#00FF00){3}#C(#E87D22)给#C(#00FF00){1}	#C(#E87D22)您確定要消耗#C(#00FF00){0}#C(#E87D22)神石贈送#C(#00FF00){2}#C(#E87D22)個#C(#00FF00){3}#C(#E87D22)給#C(#00FF00){1}
daytask1	     是否花费{0}神石或魔晶立即完成，#H           贵族7及以上的玩家免费	     是否花費{0}神石或魔晶立即完成，#H           貴族7及以上的玩家免費
daytask2	#C(#EE7600)你是贵族7及以上的玩家，你可以享受免费完成日常任务。#n	#C(#EE7600)你是貴族7及以上的玩家，你可以享受免費完成日常任務。#n
TaskLvLimit	您当前等级不够！	您當前等級不夠！
dengji	等级	等級
fb_001	消耗{0}魔晶或神石购买1次副本挑战次数，当前剩余可购买{1}次	消耗{0}魔晶或神石購買1次副本挑戰次數，當前剩餘可購買{1}次
fb_002	前置副本尚未完成,不能购买哟	前置副本尚未完成,不能購買喲
fb_003	今日没有可以购买的次数了，提升贵族等级可以提升每日购买次数	今日沒有可以購買的次數了，提升貴族等級可以提升每日購買次數
fb_004	当前没有进度，不能重置	當前沒有進度，不能重置
fb_005	重置副本将清除该副本进度，确定重置吗？	重置副本將清除該副本進度，確定重置嗎？
fb_006	{0}级开启挂机功能	{0}級開啟掛機功能
fb_007	没有通关该副本，不能挂机哟	沒有通關該副本，不能掛機喲
fb_008	当前有副本进度，不能挂机哟	當前有副本進度，不能掛機喲
fb_009	剩余次数不够，不能挂机哟	剩餘次數不夠，不能掛機喲
fb_010	已达可以挂机的时间上限，不能继续挂机	已達可以掛機的時間上限，不能繼續掛機
fb_011	挂机是按照历史最高通关评分为玩家结算奖励	掛機是按照歷史最高通關評分為玩家結算獎勵
fb_012	满三星评价，可以在挂机中获得最高收益哟	滿三星評價，可以在掛機中獲得最高收益喲
fb_013	加速将消耗{0}魔晶（魔晶不足时，消耗神石）	加速將消耗{0}魔晶（魔晶不足時，消耗神石）
fb_014	未满足条件#H通关{0}所有副本之后可领取{1}	未滿足條件#H通關{0}所有副本之後可領取{1}
fb_015	已领取奖励	已領取獎勵
fb_016	未满足条件#H{0}副本全3星通关后可领取奖励{1}	未滿足條件#H{0}副本全3星通關後可領取獎勵{1}
fb_017	通过{0}所有副本后可领取奖励。	通過{0}所有副本後可領取獎勵。
fb_018	{0}副本全3星通关后可领取奖励。	{0}副本全3星通關後可領取獎勵。
fb_019	今日进入副本已达上限，请明日再来	今日進入副本已達上限，請明日再來
fb_020	满足条件#H通关{0}所有副本之后可领取{1}	滿足條件#H通關{0}所有副本之後可領取{1}
fb_021	满足条件#H{0}副本全3星通关后可领取奖励{1}	滿足條件#H{0}副本全3星通關後可領取獎勵{1}
yxjj1	1、可以在相同分组内选择要挑战的玩家#H2、挑战胜利可提升排名，分组排名达到标准可以参加晋级挑战#H3、晋级成功可进入更高级分组，钻石组无法继续晋级#H4、每天22:00发放英雄竞技奖励，可以获得大量声望和金币	1、可以在相同分組內選擇要挑戰的玩家#H2、挑戰勝利可提升排名，分組排名達到標準可以參加晉級挑戰#H3、晉級成功可進入更高級分組，鑽石組無法繼續晉級#H4、每天22:00發放英雄競技獎勵，可以獲得大量聲望和金幣
tili1	体力值每#C(#00FF00)30#n分钟回复#C(#00FF00)5#n点。#H#C(#00FF00)非贵族#n用户每日可购买体力#C(#00FF00){0}#n次	體力值每#C(#00FF00)30#n分鐘回復#C(#00FF00)5#n點。#H#C(#00FF00)非貴族#n用戶每日可購買體力#C(#00FF00){0}#n次
tili2	体力值每#C(#00FF00)30#n分钟回复#C(#00FF00)5#n点。#H#C(#00FF00)贵族{0}#n用户每日可购买体力#C(#00FF00){1}#n次。	體力值每#C(#00FF00)30#n分鐘回復#C(#00FF00)5#n點。#H#C(#00FF00)貴族{0}#n用戶每日可購買體力#C(#00FF00){1}#n次。
tili3	是否花费20神石或者魔晶购买50点体力?	是否花費20神石或者魔晶購買50點體力?
tili4	购买次数不足。提升贵族等级可获得更多的购买体力次数。	購買次數不足。提升貴族等級可獲得更多的購買體力次數。
tili5	当前体力值已满,无需购买体力值。	當前體力值已滿,無需購買體力值。
rank1	未上榜	未上榜
rank2	天赋卡{0}：	天賦卡{0}：
rank3	未装备	未裝備
rank4	组合效果：	組合效果：
rank5	无	無
wysj	#C(#FFFFFF)恶魔深渊可获得大量#C(#00FF00)主角经验#n和#C(#00FF00)大量经验果#n	#C(#FFFFFF)惡魔深淵可獲得大量#C(#00FF00)主角經驗#n和#C(#00FF00)大量經驗果#n
gaojizhanbu1	花费200神石使用高级占卜，必出#C(#E013D5)紫色命魂#n，有可能出现#C(#FFFF00)金色命魂#n。	花費200神石使用高級占卜，必出#C(#E013D5)紫色命魂#n，有可能出現#C(#FFFF00)金色命魂#n。
gaojizhanbu2	神石不足，无法使用高级占卜。	神石不足，無法使用高級占卜。
gaojizhanbu3	是否花费200神石进行高级占卜？	是否花費200神石進行高級占卜？
gaojizhanbu4	是否消耗1个占卜令进行高级占卜？	是否消耗1個占卜令進行高級占卜？
gaojizhanbu5	贵族3或者以上可以使用	貴族3或者以上可以使用
zhanbu1	点击花费{0}金币获取命魂。	點擊花費{0}金幣獲取命魂。
