messageId	desc	Turkishdesc
bs8	封印石不足，无法封印	Yetersiz ruh kristali, ruh işlenemiyor.
bs9	确定消耗{0}个封印石提升至等级{1}	Ruhu seviye {1} işlemek için {0} ruh kristal harcansın mı?
bs10	[等级4,等级5,等级6,等级7,等级8,等级9,等级10,等级11,等级12]	[Lvl 4, Lvl 5, Lvl 6, Lvl 7, Lvl 8, Lvl 9, Lvl 10, Lvl 11, Lvl 12]
bs11	封印成功，封印等级提升至{0}级	Ruh işlendi! Ruh işleme seviyesi {0} oldu.
bs12	可以合成	Birleştirmeye hazır
bs13	合成成功	Birleştirildi!
bs14	已达最高等级	Seviye üst sınırı!
bs15	宝石封印石	Taş ruh kristali
SoundBtnTip1	#C(#ffffff)开启音效#n	#C(#ffffff)Ses efektlerini aç#n
SoundBtnTip2	#C(#ffffff)关闭音效#n	#C(#ffffff)Ses efektlerini kapat#n
PeopleBtnTip1	#C(#ffffff)显示玩家#n	#C(#ffffff)göster oyuncu#n
PeopleBtnTip2	#C(#ffffff)屏蔽玩家#n	#C(#ffffff)Kapat diğer oyuncu#n
MailBtnTip	#C(#ffffff)邮件#n	#C(#ffffff)posta#n
SetBtnTip	#C(#ffffff)设置#n	#C(#ffffff)Ayarlar#n
RankBtnTip	#C(#ffffff)排行榜#n	#C(#ffffff)Sıralama#n
DuiHuanTip	#C(#ffffff)兑换#n	#C(#ffffff)Takas#n
GMBtnTip	#C(#ffffff)GM#n	#C(#ffffff)GM#n
GongGaoTip	#C(#ffffff)公告#n	#C(#ffffff)Duyuru#n
sytip1	关闭声音	Sesi kapat
sytip2	开启声音	Sesi aç
jlbz1	{0}开启巨龙宝藏获得了{1}	{0}çarkıfeleği çevirdi ve {1} alındı 
jlbz2	你已没有剩余的金锄头，今日无法继续挖宝了	Bugün Picks kalmadı, define avı devam edemez.
jlbz3	没有剩余的幸运挖宝次数。	Bugün seçme hakkı kalmadı.
jlbz4	你没有金钥匙，按照攻略挖宝可获得金钥匙。	Anahtarınız yok. Define avından anahtar almak için talimata bak.
jlbz5	巨龙宝藏30级开启	Define avı seviye 30'da açılır.
jlbz6	1、每天可获得金锄头15个，金锄头可用于挖宝，通过挖宝可触发不同事件#H a.巨龙：巨龙的巢穴，挑战胜利可获得奖励，放弃则无奖励；#H b.小怪：一群贪财的小怪，挑战胜利可获得奖励，放弃则无奖励；#H c.额外奖励事件：可获得金币、魔晶、挖宝次数、幸运挖宝次数、坐骑培养石、经验道具等奖励之一；#H2、每天可获得幸运挖宝1次，幸运挖宝可在当前挖宝地点基础上额外开启三个挖宝地点#H3、依照攻略顺序挖宝，完成巨龙之谜，可获得金钥匙，金钥匙可用于领奖#H4、金钥匙数量次日清零，请尽快使用	1, Her gün 15 adet altın çapa kazanabilirler, altın çapa define avında kullanılır, define avında birbirinden farklı olaylar ortaya çıkabilir #H a. Dev Ejder: Dev ejder yuvası, mücadeleden zafer kazanılırsa hediye kazanılır, bırakılırsa hediye kazanılamaz; #H b. Küçük yaratık: Bir grup aç gözlü yaratık, mücadeleden zafer kazanılırsa hediye kazanılır, bırakılırsa hediye kazanılamaz; #H c. Fazla hediye veren olaylar: Altın, bağlı kristal, define avı sayısı, deneme şansı, binek eğitim taşı, TEC eşyası gibi hediyelerden biri kazanılır; #H2, Her gün 1 adet deneme şansı hakkı kazanılır, deneme şansı define avı bölgesinde fazladan 3 adet define avı bölgesi açar #H3, Define acı stratejik sırasına göre, dev ejder gizemi tamamlanarak altın anahtar kazanılır, altın anahtar hediye almada kullanılır #H4, Altın anahtar sayıları her gün sıfırlanır, lütfen zamanında kullanın
jlbz7	金锄头用于挖宝，一次挖宝消耗一个金锄头	Bir kez kazma hakkı ücreti bir Pick .
jlbz8	可额外开启三个新的挖宝地点	Oyuncu 3 hazine yeri daha bulabilir.
jlbz9	金锄头	Seç
union1	已领	Alındı
union2	领取	Al
union3	金币+{0}#H魔晶+{1}#H#C({2}){3}+{4}	Altın+{0}#HBağlı kristal+{1}#H#C({2}){3}+{4}
union4	公会等级{0}，贡献{1}	Birlik seviye {0}, katkı {1}
union5	{0}级	Seviye {0}
union6	达到{0}贡献	{0} katkı
union7	{0}级开启公会系统	Birlik {0} seviyede açılır 
union9	申请	Uygula
union10	撤销	Geri
union11	联盟	İttifak
union12	部落	Kabile
union13	成功加入{0}	Katıldı {0}
union14	请输入公会名字	Lütfen Birlik adı girin.
union15	创建条件：{0}神石	Gereken: {0} kristal
union16	公会名字不能有空格	Birlik adında boşluk olamaz.
union17	请输入公会名称	Lütfen birlik adı girin:
union18	是否使用{0}神石，购买公会贡献	Katkıyı {0} kristal arttırmak istiyor musunuz?
union19	剩余时间：{0}	Kalan süre: {0}
union20	会长连续7天不登录可以进行公会选举	Eğer birlik lideri 7 gün çevrimdışı olursa yeni lider seçimi yapılabilir.
union21	上一级职位已满，请先调整	Rol için boş pozisyon yok. Lütfen önce yer ayarlayın.
union22	确定将{0}请离公会吗？	{0} Birlik'ten çıkarılsın mı, emin misiniz?
union23	在线	çevrimiçi
union24	确定退出公会吗	Birlikten ayrılmak istiyor musunuz?
union25	你是会长不能退出公会，请先转让会长	Birlik lideri olarak birlikten ayrılmak için liderliği başka bir üyeye devretmelisiniz.
union26	确定将会长转让给{0}吗?	Birlik liderliğini {0} kişisine devretmek istiyor musunuz?
union27	开启	Aç
union28	领取奖励	Ödül al
union29	当天累积消费{0}神石	Bugün {0} kristal harcandı
union30	宝箱夺宝次数不足	Yağma hakkı kalmadı!
union31	贡献不足{0}无法夺宝	Katkı {0} mitarından az ise, yağmalanamaz.
union32	金币+{0}#H{1}	Altın+{0}#H{1}
union33	进度：{0}/{1}	İlerleme: {0}/{1}
union34	开启者:{0}	Açar:{0}
union35	{0}神石	{0} kristal
union36	铜宝箱：{0}次	Bronz sandık: {0} kez
union37	银宝箱：{0}次	Gümüş sandık: {0} kez
union38	金宝箱：{0}次	Altın sandık: {0} kez
union39	你没有权限进行管理	Yönetim erişiminiz yok.
union40	修改	Düzenle
union41	保存	Kaydet
union43	无	N/A
union44	防守方胜	Saldırılan birlik kazandı!
union45	攻击方胜	Saldıran birlik kazandı!
union46	当夺宝进度达到5/5时可领奖，截止当天23:59:59	Ödül almak için yağma 5/5 olmalıdır. Bitme zamanı: 23:59:59
union47	伤害提升1000%，受到的伤害减少90%	Hasar önleme artışı 1000%, hasar görme 90% azaldı
union48	第{0}关	Seviye {0}
union49	<font color='#ffffff'>本关卡今日被同公会成员通关为你激活本关挑战</font><font color='#fbfe00'>攻击力加成BUFF</font>	<font color='#ffffff'>Bu seviye bir Birlik üyesince tamamlandı; alınan </font><font color='#fbfe00'>saldırı artış ETKİ</font>
union50	同公会成员通过后可获得提升攻击力的BUFF	Bir Birlik üyesi seviyeyi tamamladığında saldırı artış ETKİsi alınabilir.
union51	已通关第{0}关	Seviye {0} tamamlandı
union52	(离线)	(çevrimdışı)
union53	公会聊天	Birlik sohbet
union54	1、守方为1个公会，攻方最多7个公会；#H2、守方胜利条件：活动结束时，雕像未被完全摧毁；#H3、攻方胜利条件：活动结束前，摧毁所有雕像；#H4、守方胜利，守方获得第一档奖励，攻方公会积分前三名获得其他奖励，且下次活动守方不变；#H5、攻方胜利，攻方公会综合积分前三名获得前三档奖励，守方获得第四档奖励，且攻方第一名公会为下场活动守方；	1. Bir saldırılan birlik ve en fazla yedi saldıran birlik olabilir.#H2. Eğer heykeller süresi içinde tamamen yıkılmazsa saldırılan birlik kazanır.#H3. Eğer heykeller tamamen yıkılırsa saldıran birlikler kazanır.#H4. Eğer saldırılan birlik kazanırsa, en iyi ödülleri alır. Saldıran birliklerin en yüksek 3ü diğer ödülleri alır ve saldırılan birlik sonraki sefer tekrar saldırılan birli olur.#H5. Eğer saldıran birlikler kazanırsa, bunalrın en yüksek üçü en iyi üç ödülü alır ve saldırılan birlik dördüncülük ödülünü alır. Sonraki sefer en yüksek saldıran birlik saldırılan olur.
union55	#H6、守方连续守城时，攻方将获得破连守BUFF，连守天数越多，BUFF效果越强；#H7、合服后，参加城主轮值的公会数会相应调整：#H     合服数从第三个服开始计算，每增加一个服务器合并，参与活动的公会个数增加一个；#H     合服数超过二十个服务器后将不在增加参与活动的公会个数。	#H6. Eğer bir birlik bir saldırıyı bir seferde 2 veya 3 gün geri püskürtürse, saldıran birlikler bir ETKİ alır. Saldırılan birlik bir seferde daha çok gün geri püskürtürse,  en yüksek ETKİ alınır.#H7. Birlik savaşına katılan birlik sayısı sunucu birleşiminden sonra ayarlanır: Altın Dedektör kullanırsanız Bronz Dedektör eşyalarının yanı sıra bu eşyalardan da elde edebilirsiniz.
union56	领奖成功获得：#H金币+{0}#H魔晶+{1}#H#C({2}){3}+{4}#n	alındı: #HAltın+{0}#HBağlı kristal+{1}#H#C({2}){3}+{4}#n
union57	领奖成功获得：#H金币+{0}#H#C({1}){2}+{3}#n	alındı: #HAltın+{0}#H#C({1}){2}+{3}#n
union58	贡献不足	katkı yetersiz !
duke1	确定	Onayla
duke2	生命：{0}%	Can: {0}%
duke3	你攻击了{0}，#C(#FF0000)你战败了#n，获得了#C(#ffff37){1}积分#n	Saldırdın {0} ve #C(#FF0000)yenildi#n. Alınan #C(#ffff37){1} puan#n
duke4	你攻击了{0}，#C(#00FF00)你获胜了#n，获得了#C(#ffff37){1}积分#n	Saldırdın {0} ve #C(#00FF00)yendi#n. Alınan #C(#ffff37){1} puan#n
duke5	你与{0}进行了战斗，获得了#C(#ffff37){1}积分#n	Dövüştün {0} ve alınan #C(#ffff37){1} puan#n
duke6	你与{0}进行了战斗，获得了#C(#ffff37){1}积分#n	Dövüştün {0} ve alınan #C(#ffff37){1} puan#n
duke7	{0}攻击了你，#C(#FF0000)你战败了#n，获得了#C(#ffff37){1}积分#n	{0} sana saldırdı ve #C(#FF0000)yendi#n. Alınan #C(#ffff37){1} puan#n
duke8	{0}攻击了你，#C(#00FF00)你获胜了#n，获得了#C(#ffff37){1}积分#n	{0} sana saldırdı ve #C(#00FF00)yenildi#n. Alınan #C(#ffff37){1} puan#n
duke9	胜利条件：活动结束前，摧毁圣城门前的两尊雕像	Kazanmak için: etkinlik sona ermeden şehrin önündeki iki heykeli yıkn.
duke10	胜利条件：活动结束时，保护圣城门前的两尊雕像未被完全摧毁	Kazanmak için: Etkinlik bittiğinde şehrin önündeki heykeller yıkılmamış olsun.
duke11	攻方摧枯拉朽，守方望风而逃，圣城易主	Saldıran birlikler çok güçlüler ve şehri ele geçirdiler.
duke12	圣城固若金汤，攻方攻势一触即溃，不堪一击	Şehir sağlam ve güvenli. Saldıran birlikler kaybediyor.
duke13	你未获得活动参与资格!	Katılmak içn uygun değilsiniz!
duke14	未达到激活BUFF所需战斗力	Savaş değeri aktifleştirmesi gereken ETKİye ulaşılmadı.
duke15	外层城主	Saldırılan birlik
duke16	激活需战斗力：{0}	Aktifleştirilecek savaş değeri：{0}
duke17	{0}秒后复活	diriliş {0} saniye sonra
duke18	是否使用{0}神石或魔晶，加速复活？	Diriliş için {0} kristal veya bağlı kristal harcansın mı?
duke19	BUFF等级：{0}级	ETKİ seviye：seviye {0}
duke20	连守天数：{0}	saldırılan Succession: {0}
duke21	无需激活，立刻生效	Aktifleştirmeye gerek yok! Etkiyi hemen alır.
duke22	（点击提升）	（tıkla ve Seviye al）
duke23	{0}级	Seviye {0}
duke24	圣城外层已攻破，立刻进攻圣城内层！	Şehrin sınırları ele geçirildi. Şimdi hefef şehrin içi!
duke25	当前无状态	Mevcut heykel yok
duke26	雕像	Heykel
duke27	守护神	Savunan
duke28	级	seviye
duke29	内层城主	Saldırılan birlik lideri
arena001	英雄竞技	Arena
jy	经验：	TEC:
member1	金币：#C(#FFCC10){0}#H#C(#FFFFFF)金币：可以通过心魔炼狱、副本、炼金获得。	Altın: #C(#FFCC10){0}#H#C(#FFFFFF)Altın: simyadan  kazanılabilir.
member2	神石：#C(#FFff37){0}#H#C(#FFFFFF)神石：可以通过商城购买获得。	kristal: #C(#FFff37){0}#H#C(#FFFFFF)kristal: ödemeyle alınır.
member3	魔晶：#C(#3299cc){0}#H#C(#FFFFFF)魔晶：可以通过月卡每日领取、巨龙宝藏玩法获得。#H部分玩法中，可代替神石使用。	Bağlı kristal: #C(#3299cc){0}#H#C(#FFFFFF)Bağlı kristal: etkinliklerden kazanılabilir.
member4	万	0K
member5	千万	0 M
member6	亿	00 M
renwuTips	英雄（C）	Kahraman©
beibaoTips	背包（B）	Çanta(B)
jinengTips	技能（K）	Beceri(K)
zhaomuTips	招募（T）	Atama(T)
qianghuaTips	装备（Q）	Ekipman(Q)
zhengxingTips	阵型（Z）	Dizilim(Z)
zuoqiTips	坐骑（N）	Binek(N)
haoyouTips	好友（O）	Arkadaşlar(O)
juntuanTips	公会（G）	Birlik(G)
zhanbuTips	占卜（J）	yıldız(J)
shangchengTips	商城（V）	Dükkan(V)
jiaoyihangTips	交易行（S）	交易行（S）
ZdlPropertyEnum1	2500	2500
ZdlPropertyEnum2	0	0
ZdlPropertyEnum3	0	0
ZdlPropertyEnum4	7500	7500
ZdlPropertyEnum5	5000	5000
ZdlPropertyEnum6	7500	7500
ZdlPropertyEnum7	5000	5000
ZdlPropertyEnum8	5000	5000
ZdlPropertyEnum9	5000	5000
ZdlPropertyEnum10	5000	5000
ZdlPropertyEnum11	5000	5000
ZdlPropertyEnum12	5000	5000
ZdlPropertyEnum13	5000	5000
ZdlPropertyEnum14	0	0
ZdlPropertyEnum15	0	0
Zdlmaxhp	2500	2500
Zdlattackspeed	0	0
Zdlanger	0	0
Zdlattack_p	7500	7500
Zdldefense_p	5000	5000
Zdlattack_m	7500	7500
Zdldefense_m	5000	5000
Zdlcrit	5000	5000
Zdlcritpress	5000	5000
Zdlantibroken	5000	5000
Zdlnotbroken	5000	5000
Zdlparry	5000	5000
Zdlpuncture	5000	5000
Zdldamageupgrade	0	0
Zdldamagereduce	0	0
ClickAndStopTip	再次点击取消自动寻路	Otomatik modu kapatmak için tekrar tıkla
buff1	城主特权#H主角经验加成{0}%，对恶魔深渊生效。#H金币加成{1}%，对心魔炼狱，副本，炼金生效。	ETKİ#Hkarakter TEC artış {0}%，Mahzende çalışmaz.#H Altın artış {1}%. Mahzen, zindan ve simyada çalışır.
buff3	半年卡特权#H金币加成10%，对心魔炼狱，副本，炼金和英灵神殿生效。#H可和其他特权效果叠加	Yarım yıllık Ayrıcalık#HAltın artış: 10% Kahraman çile, zindan, simya ve kahramanlar yolunda çalışır.#H Artış diğer artışlara eklenir.
yk1	原价	genellikle
yk2	现价	Fiyat
yk3	天	gün
yk4	小时	saat
yk5	分钟	dakika
yk6	是否花费{0}神石，购买{1}	{0} kristal satın almak için {1} harcansın mı? 
yk7	魔晶+{0}	Bağlı kristal+{0}
yk8	月卡到期信息	Ayrıcalık bitişi
daytask1	是否花费{0}神石或魔晶立即完成，#H           贵族7及以上的玩家免费	Şu anda tamamlamak için {0} kristal veya bağlı kristal harcansın mı? #H           VIP 7 veya üstüne bedava.
daytask2	#C(#EE7600)你是贵族7及以上的玩家，你可以享受免费完成日常任务。#n	#C(#EE7600) VIP seviyeniz VIP 6'dan yüksek. Günlük görevi ücretsiz yapma ayrıcalığından yararlanabilirsiniz.#n
TaskLvLimit	您当前等级不够！	Gereken seviyeye ulaşılmadı!
dengji	等级	seviye
fb_001	消耗{0}魔晶或神石购买1次副本挑战次数，当前剩余可购买{1}次	Zindanda bir kez mücadele satın alma ücreti {0} Bağlı kristal veya kristal. Şimdi {1} hak satın alabilirsiniz.
fb_002	前置副本尚未完成,不能购买哟	Önceki zindanı tamamlamadınız, alınamaz.
fb_003	今日没有可以购买的次数了，提升贵族等级可以提升每日购买次数	Satın alma limitine ulaşıldı. VIP seviyenizi ükselterek satın alma limitinizi arttırabilirsiniz.
fb_004	当前没有进度，不能重置	Sıfırlanamaz
fb_005	重置副本将清除该副本进度，确定重置吗？	Zindanda sıfırlarsanız baştan başlamanız gerekecek. Sıfırlamak istiyor musunuz?
fb_006	{0}级开启挂机功能	Otomatik mod {0} seviyede açılır 
fb_007	没有通关该副本，不能挂机哟	Bu zindanı tamamlamadınız, baskın yapılamaz.
fb_008	当前有副本进度，不能挂机哟	Bir baskın yapmaktasınız, tekrar baskın yapılamaz.
fb_009	剩余次数不够，不能挂机哟	Yetersiz hak, baskın yapılamaz.
fb_010	已达可以挂机的时间上限，不能继续挂机	 Şu anda baskın yapılırken aynı anda tekrar yapılamaz.
fb_011	挂机是按照历史最高通关评分为玩家结算奖励	Baskın oyuncuya zindan tamamlamakla alacağı en iyi ödülleri kazandırır.
fb_012	满三星评价，可以在挂机中获得最高收益哟	Eğer zindanı 3 yıldızla tamamlarsanız, baskında en iyi ödülleri alırsınız.
fb_013	加速将消耗{0}魔晶（魔晶不足时，消耗神石）	 Hızlanma ücreti {0} Bağlı kristal veya kristal (önce bağlı kristal kullanılır).
fb_014	未满足条件#H通关{0}所有副本之后可领取{1}*{2}	Önşart yerine getirilmedi#H Cdülleri almak için tüm zindanları tamamlayın  {1}*{2}
fb_015	已领取奖励	Ödül alındı
fb_016	未满足条件#H{0}副本全3星通关后可领取奖励{1}*{2}	Önşart yerine getirilmedi#H Ödülleri almak için tüm zindanları 3 yıldızla tamamlayın{1}*{2}
fb_017	通过{0}所有副本后可领取奖励。	Ödülleri almak için {0} tüm zindanları tamamlayın.
fb_018	{0}副本全3星通关后可领取奖励。	Ödülleri almak için {0} tüm zindanları 3 yıldızla tamamlayın.
fb_019	今日进入副本已达上限，请明日再来	Bu zindana giriş  hakkı kalmadı. Lütfen yarın geri gelin.
fb_020	满足条件#H通关{0}所有副本之后可领取{1}*{2}	Önşart yerine getirildil#H Ödülleri {0} almak için tüm zindanları tamamlayın {1}*{2}
fb_021	满足条件#H{0}副本全3星通关后可领取奖励{1}*{2}	Önşart yerine getirildil#H Ödülleri {0} almak için tüm zindanları 3 yıldızla tamamlayın {1}*{2}
yxjj1	每天22:00发放英雄竞技奖励，可以获得大量声望和金币	Arena ödülleri itibar ve altın her gün 22:00'da dağıtılır.
tili1	体力值每#C(#00FF00)30#n分钟回复#C(#00FF00)5#n点。#H#C(#00FF00)非贵族#n用户每日可购买体力#C(#00FF00){0}#n次	Her  #C(#00FF00)30#n dakikada, oyuncunun #C(#00FF00)5#n dayanıklılığı artar. #H#C(#00FF00)VIP olmayanlar#n günlük #C(#00FF00){0}#n kez dayanıklılık satın alabilir.
tili2	体力值每#C(#00FF00)30#n分钟回复#C(#00FF00)5#n点。#H#C(#00FF00)贵族{0}#n用户每日可购买体力#C(#00FF00){1}#n次。	Her  #C(#00FF00)30#n dakikada, oyuncunun #C(#00FF00)5#n dayanıklılığı artar. #H#C(#00FF00)VIPler#n günlük #C(#00FF00){0}#n kez dayanıklılık satın alabilir.
tili3	是否花费95神石或者魔晶购买50点体力?	50 dayanıklılık  satın almak için 95 kristal veya bağlı kristal harcansın mı?
tili4	购买次数不足。提升贵族等级可获得更多的购买体力次数。	Yetersiz hak!
tili5	当前体力值已满,无需购买体力值。	Dayanıklılık barı dolu. Dayanıklılık satın almaya gerek yok.
rank1	未上榜	Liste dışı
wysj	#C(#FFFFFF)恶魔深渊可获得大量#C(#00FF00)主角经验#n和#C(#00FF00)大量经验果#n	#C(#FFFFFF)oyuncu mahzenden bir dolu  #C(#00FF00)TEC#n ve #C(#00FF00)TEC Meyvesi#n alabilir.
