messageId	desc	FrDesc
gold2	本次需要花费<font color='#FFFF00'>{0}</font>神石或者魔晶开启炼金炉	<font color='#FFFF00'>{0}</font> pierres divines ou pierres magiques pour activer
gold3	召唤好友助你炼金最多可获得<font color='#FFFF00'>{0}</font>金币	obtenir au max <font color='#FFFF00'>{0}</font> pièces d’or avec l'aide des amis
gold4	是否花费#C(#FFFF00){0}#n神石或者魔晶开启炼金炉？	voulez-vous consommer #C(#FFFF00){0}#n pierres divines ou pierres magiques pour l'activer?
gold5	是否提前收获并且获得一半的收益？	voulez-vous faire une récolte à l’avance et obtenir la moitié des gains ?
gold6	今日炼金次数已用尽，你还可以协助其他玩家炼金	Le temps d'affinage de l'or d'aujourd'hui a été épuisé, vous pouvez aider les autres joueurs à affiner de l'or
gold7	今日炼金次数已用尽。	Le temps d'affinage de l'or d'aujourd'hui a été épuisé
gold8	招募炼金术士	Embaucher des sorciers  d'affinage de l'or 
gold9	冷却时间：{0}	Temps de refroidissement:{0}
gold10	炼金次数不足10次，是否花费{0}神石或魔晶开启炼金炉{1}次？	L'affinage de l'or est moins de 10 fois, vous voulez consommer {0}pierres divines ou ouvrir le four d'affinage de l'or {1}fois
gold11	提示：满4人协助可完美收获{0}金币，提前收获则金币收益减半	Indications:Avec l'assistance de 4 personnes, vous pouvez recevoir {0}pièces d'or parfaitement, recevoir à l'avance peut réduire les intérêts de pièces d'or à moitié
gold12	不能协助自己	on ne peut pas assister soi-même 
award01	金币+{0}	pièce d'or +{0}
award02	声望+{0}	prestige +{0}
award03	魔晶+{0}	cristal magique +{0}
award04	经验+{0}	expérience +{0}
djbk_tip01	1、30级开启劫宝#H2、每天14:00-19:30每隔半小时开启一次#H3、每次活动有四只运宝地精#H4、玩家击败拥有宝物的地精或玩家，且占领一定时间后可获得奖励#H5、劫宝获得的圣灵碎片可在地精宝库中兑换稀有的装备和命魂#H6、每次劫宝活动最多持续十分钟	1,pillage du trésor disponible au niveau 30 chaque demi-heure entre 14：00-19：30 #H3,Il existe 4 gnomes chargés de trésor chaque fois#H4、Si vous vainquez des joueurs ou des gnomes qui possèdent du trésor,vous serez récompensé après une possession pendant une période#H5,Les morceaux d'esprit sacré obtenus par le pillage peuvent être échangés contre des objets rares et des âmes#H6、Chaque pillage durera au maximum 10 minutes
djbk_tip02	圣灵碎片#H来源于劫宝	morceau d'esprit sacré #H proviennent de pillage du trésor
lianyu1	请先领取奖励	veuillez recevoir les récompenses
lianyu2	剩余挑战次数：{0}次	défis restants：{0}
lianyu3	{0} ({1}-{2}级)	{0} ({1}-{2} niveau)
lianyu4	今日次数已用完	vous n’avez plus d’occasions pour aujourd’hui
lianyu5	1、玩家每天可挑战3次副本#H2、等级越高可挑战的副本种类越多，高等级的副本获得的奖励越丰厚#H3、击杀奖励：击杀小怪和boss获得的奖励#H4、评分奖励：通关副本后根据不同的评分获得不同的奖励#H5、在战斗中玩家可免费复活一次，贵族等级越高可获得购买复活次数越多	1,chaque jour les joueurs ont 3 occasions pour le défi de copie#H2,plus votre niveau est haut, plus des types de copies vous pouvez défier et les copies au haut niveau vous apporteront plus de récompenses#H3、Récompenses des attaques:les récompenses acquis par les attaques contre de petits monstres et le boss#H4、Récompenses d’évaluation; vous serez récompensé selon l’évaluation après le franchissement des barrières dans les copies#H5、Vous pouvez gratuitement revivre pour une seule fois dans les combats. Plus le niveau de noble est haut, plus d’occasions vous pouvez utiliser pour acheter des résurrections 
lianyu6	当前贵族等级剩余复活次数：{0}。是否消耗魔晶{1}（魔晶不足时则消耗神石）来复活吗？	les occasions restant des nobles pour revivre：{0} Voulez-vous dépenser des cristaux magiques {1}(des pierres divines si il n’a pas assez de cristaux magiques) pour revivre ?  
lianyu7	取消	annuler 
shengji	升级	amélioration 
djbk_01	<font color='#00ff00'><a href='event:'><u><font color='#FF0000'>{0}</font>占领宝物中（{1}）</u></a></font>	<font color='#00ff00'><a href='event:'><u><font color='#FF0000'>{0}</font>au cours d'occupation du trésor （{1}）</u></a></font>
djbk_02	<font color='#00ff00'><a href='event:'>宝物已被<font color='#FF0000'>{0}</font>劫走</a></font>	<font color='#00ff00'><a href='event:'>le trésor a été <font color='#FF0000'>{0}</font> paillé</a></font>
djbk_03	<font color='#00ff00'><a href='event:'><u>{0}（{1}）</u></a></font>	<font color='#00ff00'><a href='event:'><u>{0}（{1}）</u></a></font>
bs1	[全部,生命宝石,物攻宝石,法攻宝石,物防宝石,法防宝石,暴击宝石,免暴宝石,破挡宝石,格挡宝石]	[tout ,gemme de vie ,gemme d'att.phy. ,gemme d'att.mag. ,gemme de déf.phy.,gemme de déf.mag.,gemme-coup.cri. ,gemme-contre coup cri.,gemme de per.bloc. ,gemme de blocage ]
bs2	[全部,等级1,等级2,等级3,等级4,等级5,等级6,等级7,等级8,等级9,等级10,等级11,等级12]	[tout ,niveau 1,niveau 2,niveau 3,niveau 4,niveau 5,niveau 6,niveau 7,niveau 8,niveau 9,niveau 10,niveau 11,niveau 12]
bs3	60级开放	ouvrir au niveau 60
bs4	宝石封印60级开放	cachet des gemmes sera ouvert au niveau 60
bs5	需消耗{0}个封印石提升封印等级	dépenser {0}pierres de cachet pour augmenter le niveau du cachet 
bs6	数量不足	pas assez 
bs7	宝石不足	pas assez de gemme 
bs8	封印石不足，无法封印	pas assez de pierres de cachetage pour le cachetage 
bs9	确定消耗{0}个封印石提升至等级{1}	dépensez {0}pierres de cachetage pour atteindre le niveau {1}
bs10	[等级4,等级5,等级6,等级7,等级8,等级9,等级10,等级11,等级12]	[niveau 4,niveau 5,niveau 6,niveau 7,niveau 8,niveau 9,niveau 10,niveau 11,niveau 12]
bs11	封印成功，封印等级提升至{0}级	cachetage avec succès,le cachetage atteint au niveau {0}
bs12	可以合成	disponible pour la synthèse 
bs13	合成成功	synthèse avec succès 
bs14	已达最高等级	vous avez atteint le plus haut niveau 
bs15	宝石封印石	pierre de cachetage des gemmes
bs16	宝石已经为最高等级，无法再合成	la gemme a atteint le niveau max et est indisponible pour la synthèse 
bs17	符文已经为最高等级，无法再合成	la rune a atteint le niveau max et est indisponible pour la synthèse 
SoundBtnTip1	#C(#ffffff)开启音效#n	#C(#ffffff)ouvrir l'effet sonore#n
SoundBtnTip2	#C(#ffffff)关闭音效#n	#C(#ffffff)éteindre l'effet sonore #n
PeopleBtnTip1	#C(#ffffff)显示玩家#n	#C(#ffffff)afficher les joueurs#n
PeopleBtnTip2	#C(#ffffff)屏蔽玩家#n	#C(#ffffff)bloquer les joueurs#n
MailBtnTip	#C(#ffffff)邮件#n	#C(#ffffff)courriel #n
SetBtnTip	#C(#ffffff)设置#n	#C(#ffffff)configuration #n
RankBtnTip	#C(#ffffff)排行榜#n	#C(#ffffff)classement #n
DuiHuanTip	#C(#ffffff)兑换#n	#C(#ffffff)échange #n
GMBtnTip	#C(#ffffff)GM#n	#C(#ffffff)GM#n
GongGaoTip	#C(#ffffff)公告#n	#C(#ffffff)annonce #n
sytip1	关闭声音	éteindre le son 
sytip2	开启声音	activer le son 
jlbz1	{0}开启巨龙宝藏获得了{1}	{0}ouvrir le trésor de dragon géant pour acquérir {1}
jlbz2	你已没有剩余的金锄头，今日无法继续挖宝了	aucune houe restant pour la fouille du trésor 
jlbz3	没有剩余的幸运挖宝次数。	aucune chance restant pour la fouille du trésor 
jlbz4	你没有金钥匙，按照攻略挖宝可获得金钥匙。	vous n'avez pas de clés d'or 
jlbz5	巨龙宝藏30级开启	ouvrir le trésor de dragon géant au niveau 30
jlbz6	1、每天可获得金锄头15个，金锄头可用于挖宝，通过挖宝可触发不同事件#H a.巨龙：巨龙的巢穴，挑战胜利可获得奖励，放弃则无奖励；#H b.小怪：一群贪财的小怪，挑战胜利可获得奖励，放弃则无奖励；#H c.额外奖励事件：可获得金币、魔晶、挖宝次数、幸运挖宝次数、坐骑培养石、经验道具等奖励之一；#H2、每天可获得幸运挖宝1次，幸运挖宝可在当前挖宝地点基础上额外开启三个挖宝地点#H3、依照攻略顺序挖宝，完成巨龙之谜，可获得金钥匙，金钥匙可用于领奖#H4、金钥匙数量次日清零，请尽快使用	1,vous recevrez 15 houes d’or chaque jour#H a.dragon géant:il y a de récompensé en cas de réussite et aucune récompenses si vous quittez；#H b.petits monstres; il y de récompense si vous les tuiez ；#H c.événements rapportent des cadeaux: pièces d’or, pierres magiques etc；#H2,vous pouvez obtenir chaque jour une fois de fouille chanceuse qui activant 3 endroits de trésors en plus#H3、finir “le mystère du dragon”vous permet de recevoir des clés d’or.#H4,la quantité des clés d’or sera remise à zéro le lendemain
jlbz7	金锄头用于挖宝，一次挖宝消耗一个金锄头#H#C(#ff0000)提升贵族等级可增加每日购买挖宝次数#n	les houes d’or peuvent être utilisées pour le creusement du trésor, chaque creusement va dépenser une houe d’or #H#C(#ff0000)monter le niveau de noble permet de gagner plus de chance à fouiller #n
jlbz8	可额外开启三个新的挖宝地点#H#C(#ff0000)提升贵族等级可增加每日购买幸运挖宝次数#n	vous pouvez ouvrir 3 endroits de trésor en plus#H#C(#ff0000) Augmentation de niveau de noble permet d'augmenter plus de fouilles chanceuses#n
jlbz9	金锄头	houe d'or 
union1	已领	déjà reçu 
union2	领取	recevoir 
union3	金币+{0}#H魔晶+{1}#H#C({2}){3}+{4}	pièce d'or +{0}#Hcristal magique +{1}#H#C({2}){3}+{4}
union4	公会等级{0}，贡献{1}	niveau de la guilde {0}，contribution {1}
union5	{0}级	niveau {0}
union6	达到{0}贡献	a atteint {0}contribution 
union7	{0}级开启公会系统	ouvrir le système de la guilde au niveau {0}
union9	申请	faire la demande 
union10	撤销	annuler 
union11	联盟	alliance 
union12	部落	tribu 
union13	成功加入{0}	participer à{0}avec succès 
union14	请输入公会名字	entrer le nom de la guilde 
union15	创建条件：{0}神石	condition de la création：{0}pierres divines 
union16	公会名字不能有空格	aucun espace n'est pas promis dans le nom de la guilde 
union17	请输入公会名称	entrer le nom de la guilde 
union18	是否使用{0}神石，购买个人贡献	dépensez vous {0} pierres divines pour acheter la contribution personnelle ?
union19	剩余时间：{0}	temps restant ：{0}
union20	会长连续7天不登录可以进行公会选举	si le président ne se connecte pas pour 7 jours successifs, on peut lancer une élection dans le cadre de la guilde
union21	上一级职位已满，请先调整	les postes du dernier niveau sont tous occupés, faites d’abord la réorganisation
union22	确定将{0}请离公会吗？	vous êtes sûr d’enlever{0}de la guilde?
union23	在线	en ligne
union24	退出公会将丢失#C(#00FF00)未完成的公会任务#n和#C(#00FF00)已抓战俘#n，是否确认退出	quittant la guilde,vous allez perdre#C(#00FF00)les missions non-accomplies#n et #C(#00FF00)les prisonniers#n，vous êtes sûr de la quitter
union25	你是会长不能退出公会，请先转让会长	vous êtes président donc vous ne pouvez pas quitter la guilde, transférez d’abord le poste du président aux autres
union26	确定将会长转让给{0}吗?	vous êtes sûr de transférer le poste du président à{0}?
union27	开启	démarche
union28	领取奖励	réception des récompenses
union29	当天累积消费{0}神石	consommation totale de{0}pierres divines pour aujourd’hui
union31	历史贡献不足{0}无法夺宝	votre contribution n’est pas suffisante{0}pour un pillage du trésor
union32	金币+{0}#H{1}	pièce d'or +{0}#H{1}
union34	开启者:{0}	joueur qui ouvre:{0}
union35	{0}神石	{0}pierre divine 
union36	铜宝箱：{0}次	trésor de bronze：{0}
union37	银宝箱：{0}次	trésor d'argent：{0} 
union38	金宝箱：{0}次	trésor d'or：{0} 
union39	你没有权限进行管理	vous n'êtes pas qualifié pour la gestion.
union40	修改公告	modifier l'annonce
union41	保存公告	sauvegarder l'annonce 
union43	无	aucun 
union44	防守方胜	défenseur gagné
union45	攻击方胜	attaquant gagné
union46	当夺宝进度达到5/5时可领奖，截止当天23:59:59	vous pouvez recevoir des récompenses après que la progression du pillage du trésor ont atteint 5/5 jusqu’à 23：59：59 d’aujourd’hui
union47	伤害提升1000%，受到的伤害减少90%	la capacité de blesser les autres augmente de 1000% alors que vos blessures diminuent de 90%
union48	第{0}关	étage {0}
union49	<font color='#ffffff'>本关卡今日被同公会成员通关为你激活本关挑战</font><font color='#fbfe00'>攻击力加成BUFF</font>	<font color='#ffffff'>cet étage a été passé par un membre de guilde</font><font color='#fbfe00'> vous acquérez le bonus d'attaque  </font>
union50	同公会成员通过后可获得提升攻击力的BUFF	les autres membres de la guilde peuvent obtenir bonus d'attaque après qu'un membre a passé cet étage
union51	已通关第{0}关	la{0}barrière est franchie
union52	(离线)	(hors ligne)
union53	公会聊天	causerie de la guilde
union54	1、守方为1个公会，攻方最多7个公会；#H2、守方胜利条件：活动结束时，雕像未被完全摧毁；#H3、攻方胜利条件：活动结束前，摧毁所有雕像；#H4、守方胜利，守方获得第一档奖励，攻方公会积分前三名获得其他奖励，且下次活动守方不变；#H5、攻方胜利，攻方公会综合积分前三名获得前三档奖励，守方获得第四档奖励，且攻方第一名公会为下场活动守方；	1、le défenseur est une guilde et l'attaquant est 7 guildes au plus ；#H2、victoire du défenseur :statues ne sont pas toutes détruites à la fin d'activité ；#H3、victoire de l'attaquant：toutes statues sont détruites；#H4、au cas où le défenseur gagne,il acquiert les meilleures récompense，et les top 3 des attaquants reçoivent d'autres récompenses ，et le défenseur reste le même la prochaine fois；#H5、au cas où les attaquants gagnent,les top3 attaquants reçoivent les top3 récompenses ，le défenseur acquiert la top4 récompense，et le top1 attaquant deviendra le défenseur à la prochaine fois
union55	#H6、守方连续守城时，攻方将获得破连守BUFF，连守天数越多，BUFF效果越强；#H7、退出公会24小时内，无法参加城主轮值#H8、城主我来做，赢得大量金币、经验和装备材料	#H6、si le défenseur défend la cité continuellement,il va acquérir BUFF de défense continue，plus il défend la cité,plus l'effet de BUFF est fort；#H7、on ne peut pas participer à la Seigneur 24 heures saprès la sortie de la guilde  #H8、devenez le seigneur de la cité pour gagner plus de pièces d'or ,expérience et les matériaux
union56	领奖成功获得：#H金币+{0}#H魔晶+{1}#H#C({2}){3}+{4}#n	vous avez acquis ：#H pièces d'or +{0}#H cristaux magiques+{1}#H#C({2}){3}+{4}#n
union57	领奖成功获得：#H金币+{0}#H#C({1}){2}+{3}#n	recevoir la récompense et obtenir：#H pièces d'or +{0}#H#C({1}){2}+{3}#n
union58	贡献不足	la contribution ne suffit pas 
union59	消耗{0}神石或者{1}魔晶创建公会	consommer 0}pierres divines ou {1}cristaux magiques pour établir la guilde  
duke1	确定	sûr 
duke2	生命：{0}%	vie ：{0}%
duke3	你攻击了{0}，#C(#FF0000)你战败了#n，获得了#C(#ffff37){1}积分#n	tu attaques {0}，#C(#FF0000)tu échoues  #n，obtiens #C(#ffff37){1} points#n
