heroNumber	name	career	grade	star	heroType	colorCode	returnItems	needLevel	needReputation	needMoney	needItems	recuritRes	coolCD	color	floorShadow	gradeOrder	nextGradeHeroNumber	maxLevel	upgradeNeedLv	upgradeNeedItem	upgradeNeedHeroNumber	NpcType	canFollow	temple_level	CompareHero	bigIcon	smallIcon	normal_skill	learn_activeSkill	learn_passiveSkill	learned_skill	nolearned_skill	lightskill	attack_Plus	attack_Coe	maxhp_Plus	maxhp_Coe	speedGrow	attackPassive	hpPassive	maxhp	attackspeed	anger	attack_p	defense_p	attack_m	defense_m	crit	critpress	antibroken	notbroken	parry	puncture	damageupgrade	damagereduce	heroDesc	heroTalk	upgradeNeedRoleLv	canAwaken	needHeroActID	awakenRoleLevel	awakenHeroLevel	awakenHeroStar	awakenNeedItem	awakenHeroSkill	awakenHeroNumber	orAwaken	CuiLianShiCnt	zhuanshengLevel	canZhuanSheng	zhuanshengNeedLevel	zhuanshengHeroNumber	zhuanshengNeedRoleZSLv	zhuanshengNeedItem	zhuanshengNeedRes	zhuanshengNeedMoney	maxhp_z	attackspeed_z	anger_z	attack_p_z	defense_p_z	attack_m_z	defense_m_z	crit_z	critpress_z	antibroken_z	notbroken_z	parry_z	puncture_z	damageupgrade_z	damagereduce_z
336	暗夜·月之祭司	3	48	8	23	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28224,0)]	0	9196	0	0	0	5017	5017	("HeroNormalSkill",(273,2))	[(407,2),(223,2)]	[(503,1), (505, 2)]	(273,2):(223,2):(407,2):(503,2):(505,2)			183000	10	162000	30	快	2000	0	1500000	71500	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	月神宠儿，夺命之箭		160	0	0	160	190	8		(407,2)	0	1	360	0	1	190	409	1	28762,1200	Pub_IcomLLZ	1000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
173	绝对守护者	1	28	5	30	4	25988,1	100	0	0	28452,50	s28452	0	紫色	icoBg3	4	174	130	130	[(25680,50)]	173	9200	0	16	174	5023	5023	("HeroNormalSkill",(278,2))	[(234,2),(233,2)]	[(501,1)]	(278,2):(234,2):(233,2):(501,2)	(506,1)	(506,1)	75000	10	115000	30	慢	0	0	1500000	35000	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	绝对守护，坚如磐石		0	0	0	0	0	0					128	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
174	绝对守护者	1	29	5	30	5	25988,3	100	0	0			0	橙色	icoBg5	5	175	130	130	[(25680,50),(28448,50)]	173	9201	0	0	175	5023	5023	("HeroNormalSkill",(278,2))	[(234,2),(233,2)]	[(501,1), (506, 1)]	(278,2):(234,2):(233,2):(501,2):(506,1)	(506,2)	(506,2)	80000	10	130000	30	慢	0	0	1500000	35000	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	绝对守护，坚如磐石		0	0	0	0	0	0					136	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175	绝对守护者	1	30	5	30	6	25988,5	100	0	0			0	红色	icoBg6	6	176	130	130	[(28449,100)]	0	9202	0	0	176	5023	5023	("HeroNormalSkill",(278,2))	[(234,2),(233,2)]	[(501,1), (506, 2)]	(278,2):(234,2):(233,2):(501,2):(506,2)			90000	10	145000	30	慢	0	0	1500000	35000	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	绝对守护，坚如磐石		0	0	0	0	0	0					144	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176	绝对守护者	1	36	6	30	6	26511,5	100	0	0			0	红色	icoBg6	6	177	150	150	[(28450,100)]	0	9203	0	0	177	5023	5023	("HeroNormalSkill",(278,2))	[(234,2),(233,2)]	[(501,1), (506, 2)]	(278,2):(234,2):(233,2):(501,2):(506,2)			100000	10	165000	30	慢	0	0	1500000	35000	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	绝对守护，坚如磐石		0	0	0	0	0	0					204	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
177	绝对守护者	1	42	7	30	6	27065,5	100	0	0			0	红色	icoBg6	6	178	170	170	[(28451,100)]	0	9204	0	0	178	5023	5023	("HeroNormalSkill",(278,2))	[(234,2),(233,2)]	[(501,1), (506, 2)]	(278,2):(234,2):(233,2):(501,2):(506,2)			110000	10	190000	30	慢	0	0	1500000	35000	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	绝对守护，坚如磐石		0	0	0	0	0	0					276	0	0	0		0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
178	绝对守护者	1	48	8	30	6	28036,5	100	0	0			0	红色	icoBg6	6	0	190	190	[(25678,0)]	0	9205	0	0	0	5023	5023	("HeroNormalSkill",(278,2))	[(234,2),(233,2)]	[(501,1), (506, 2)]	(278,2):(234,2):(233,2):(501,2):(506,2)			120000	10	220000	30	慢	0	0	1500000	35000	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	绝对守护，坚如磐石		160	1	12	160	190	8	[(28832,100)]	(411,2)	419		360	0	0	0		1	28762,1200	Pub_IcomLLZ	1000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
400	神·战神熊猫	1	48	8	27	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(27926,0)]	0	9160	0	0	0	5020	5020	("HeroNormalSkill",(277,2))	(231,2)	[(501,1), (506, 2)]	(277,2):(231,2):(501,2):(506,2)			117000	10	215000	30	快	0	5000	1500000	70300	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	战神附体，桀骜不屈		160	1	9	160	190	8	[(28829,100)]	(408,2)	416		360	1	0	0		0				1500	0	0	500	0	500	0	250	750	0	0	750	250	0	0
401	神·死亡骑士	2	48	8	28	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(27926,0)]	0	9166	0	0	0	5021	5021	("HeroNormalSkill",(275,2))	(232,2)	[(502,1), (507, 1)]	(275,2):(232,2):(502,2):(504,2)			214500	10	107500	30	中等	1500	0	1500000	51000	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	黑暗王者，柱石之坚		160	1	10	160	190	8	[(28830,100)]	(409,2)	417		360	1	0	0		0				1500	0	0	500	0	500	0	500	500	0	0	500	500	0	0
402	神·堕落天使	3	48	8	29	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(27926,0)]	0	9172	0	0	0	5022	5022	("HeroNormalSkill",(276,2))	[(230,2),(229,2)]	[(503,1), (505, 2)]	(276,2):(230,2):(229,2):(503,2):(505,2)			182800	10	161300	30	慢	2000	0	1500000	30600	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	恶魔天使，九死不悔		160	1	11	160	190	8	[(28831,100)]	(410,2)	418		360	1	0	0		0				1500	0	0	500	0	400	0	400	400	0	0	400	400	0	0
403	火女·烈焰女神	2	48	8	16	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28217,0)]	0	9176	0	0	0	5011	5011	("HeroNormalSkill",(265,2))	[(215,2),(400,2)]	[(502,1), (507, 1)]	(265,2):(215,2):(400,2):(502,2):(504,2)			215000	10	105000	30	快	1500	0	1500000	70200	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	圣勇战士，浴火重生		160	0	0	160	190	8		(400,2)	0	1	360	1	1	0	420	2	28762,6000	Pub_IcomLLZ	10000000000	1500	0	0	500	0	500	0	500	500	0	0	500	500	0	0
404	冷月·寒冰女巫	3	48	8	15	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28218,0)]	0	9180	0	0	0	5010	5010	("HeroNormalSkill",(267,2))	[(217,2),(401,2)]	[(503,1), (505, 2)]	(267,2):(217,2):(401,2):(503,2):(505,2)			183000	10	162000	30	快	2000	0	1500000	71000	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	冰山美人，倾国倾城		160	0	0	160	190	8		(401,2)	0	1	360	1	1	0	421	2	28762,6000	Pub_IcomLLZ	10000000000	1500	0	0	500	0	400	0	400	400	0	0	400	400	0	0
405	泰坦·深渊蛮王	1	48	8	18	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28219,0)]	0	9183	0	0	0	5012	5012	("HeroNormalSkill",(270,2))	(402,2)	[(501,1), (506, 2)]	(270,2):(402,2):(501,2):(506,2)			122000	10	215000	30	快	0	5000	1500000	70400	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	天生神力，力破三界		160	0	0	160	190	8		(402,2)	0	1	360	1	1	0	422	2	28762,6000	Pub_IcomLLZ	10000000000	1500	0	0	500	0	500	0	250	750	0	0	750	250	0	0
406	剑神·屠龙剑圣	2	48	8	20	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28220,0)]	0	9186	0	0	0	5014	5014	("HeroNormalSkill",(268,2))	(403,2)	[(502,1), (507, 1)]	(268,2):(403,2):(502,2):(504,2)			215000	10	105000	30	快	1500	0	1500000	70500	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	天神血脉，战神之名		160	0	0	160	190	8		(403,2)	0	1	360	1	1	0	423	2	28762,6000	Pub_IcomLLZ	10000000000	1500	0	0	500	0	500	0	500	500	0	0	500	500	0	0
407	光神·天堂圣使	2	48	8	21	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28221,0)]	0	9189	0	0	0	5015	5015	("HeroNormalSkill",(269,2))	[(219,2),(404,2)]	[(502,1), (507, 1)]	(269,2):(219,2):(404,2):(502,2):(504,2)			215000	10	105000	30	中等	1500	0	1500000	50500	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	天纵奇才，移天换海		160	0	0	160	190	8		(404,2)	0	1	360	1	1	0	424	2	28762,6000	Pub_IcomLLZ	10000000000	1500	0	0	500	0	500	0	500	500	0	0	500	500	0	0
408	赌圣·卡牌女王	3	48	8	19	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28222,0)]	0	9192	0	0	0	5013	5013	("HeroNormalSkill",(271,2))	(405,2)	[(503,1), (505, 2)]	(271,2):(405,2):(503,2):(505,2)			183000	10	162000	30	慢	2000	0	1500000	30500	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	卡牌王者，我见犹怜		160	0	0	160	190	8		(405,2)	0	1	360	1	1	0	425	2	28762,6000	Pub_IcomLLZ	10000000000	1500	0	0	500	0	400	0	400	400	0	0	400	400	0	0
409	暗夜·月之祭司	3	48	8	23	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28224,0)]	0	9196	0	0	0	5017	5017	("HeroNormalSkill",(273,2))	[(407,2),(223,2)]	[(503,1), (505, 2)]	(273,2):(223,2):(407,2):(503,2):(505,2)			183000	10	162000	30	快	2000	0	1500000	71500	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	月神宠儿，夺命之箭		160	0	0	160	190	8		(407,2)	0	1	360	1	1	0	426	2	28762,6000	Pub_IcomLLZ	10000000000	1500	0	0	500	0	400	0	400	400	0	0	400	400	0	0
410	绝对守护者	1	48	8	30	6	28036,5	100	0	0			0	红色	icoBg6	6	0	190	190	[(25678,0)]	0	9205	0	0	0	5023	5023	("HeroNormalSkill",(278,2))	[(234,2),(233,2)]	[(501,1), (506, 2)]	(278,2):(234,2):(233,2):(501,2):(506,2)			120000	10	220000	30	慢	0	0	1500000	35000	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	绝对守护，坚如磐石		160	1	12	160	190	8	[(28832,100)]	(411,2)	419		360	1	0	0		0				1500	0	0	500	0	500	0	250	750	0	0	750	250	0	0
411	地狱·骷髅王	2	48	8	24	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28223,0)]	0	9194	0	0	0	5018	5018	("HeroNormalSkill",(272,2))	(406,2)	[(502,1), (507, 1)]	(272,2):(406,2):(502,2):(504,2)			215000	10	105000	30	快	1500	0	1500000	70500	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	岁月轮回，不改本心		160	0	0	0	0	0				1	360	1	1	0	427	2	28762,6000	Pub_IcomLLZ	10000000000	1500	0	0	500	0	500	0	500	500	0	0	500	500	0	0
412	憾地·战神熊猫	1	48	8	27	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28223,0)]	0	9206	0	0	0	5020	5020	("HeroNormalSkill",(277,2))	(231,2)	[(501,1), (506, 2), (408, 2)]	(277,2):(231,2):(501,2):(506,2):(408,2)			131000	10	245000	30	快	0	5000	1500000	70300	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	战神附体，桀骜不屈		0	0	0	0	0	0				1	360	1	1	0	428	2	28762,6000	Pub_IcomLLZ	10000000000	1500	0	0	500	0	500	0	250	750	0	0	750	250	0	0
413	暗黑·死亡骑士	2	48	8	28	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28223,0)]	0	9207	0	0	0	5021	5021	("HeroNormalSkill",(275,2))	(232,2)	[(502,1), (507, 1), (409, 2)]	(275,2):(232,2):(502,2):(504,2):(409,2)			224500	10	117500	30	中等	1500	0	1500000	51000	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	黑暗王者，柱石之坚		0	0	0	0	0	0				1	360	1	1	0	429	2	28762,6000	Pub_IcomLLZ	10000000000	1500	0	0	500	0	500	0	500	500	0	0	500	500	0	0
414	死亡·堕落天使	3	48	8	29	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28223,0)]	0	9208	0	0	0	5022	5022	("HeroNormalSkill",(276,2))	[(230,2),(410,2)]	[(503,1), (505, 2)]	(276,2):(230,2):(410,2):(503,2):(505,2)			205800	10	179300	30	慢	2000	0	1500000	30600	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	恶魔天使，九死不悔		0	0	0	0	0	0				1	360	1	1	0	430	2	28762,6000	Pub_IcomLLZ	10000000000	1500	0	0	500	0	400	0	400	400	0	0	400	400	0	0
415	战神·绝对守护者	1	48	8	30	6	28036,5	100	0	0			0	红色	icoBg6	6	0	190	190	[(28223,0)]	0	9209	0	0	0	5023	5023	("HeroNormalSkill",(278,2))	[(411,2),(233,2)]	[(501,1), (506, 2)]	(278,2):(411,2):(233,2):(501,2):(506,2)			134000	10	250000	30	慢	0	0	1500000	35000	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	绝对守护，坚如磐石		0	0	0	0	0	0				1	360	1	1	0	431	2	28762,6000	Pub_IcomLLZ	10000000000	1500	0	0	500	0	500	0	250	750	0	0	750	250	0	0
416	憾地·战神熊猫	1	48	8	27	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(27926,0)]	0	9206	0	0	0	5020	5020	("HeroNormalSkill",(277,2))	(231,2)	[(501,1), (506, 2), (408, 2)]	(277,2):(231,2):(501,2):(506,2):(408,2)			131000	10	245000	30	快	0	5000	1500000	70300	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	战神附体，桀骜不屈		0	0	0	0	0	0				1	360	0	1	190	412	1	28762,1200	Pub_IcomLLZ	1000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
417	暗黑·死亡骑士	2	48	8	28	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(27926,0)]	0	9207	0	0	0	5021	5021	("HeroNormalSkill",(275,2))	(232,2)	[(502,1), (507, 1), (409, 2)]	(275,2):(232,2):(502,2):(504,2):(409,2)			224500	10	117500	30	中等	1500	0	1500000	51000	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	黑暗王者，柱石之坚		0	0	0	0	0	0				1	360	0	1	190	413	1	28762,1200	Pub_IcomLLZ	1000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
418	死亡·堕落天使	3	48	8	29	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(27926,0)]	0	9208	0	0	0	5022	5022	("HeroNormalSkill",(276,2))	[(230,2),(410,2)]	[(503,1), (505, 2)]	(276,2):(230,2):(410,2):(503,2):(505,2)			205800	10	179300	30	慢	2000	0	1500000	30600	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	恶魔天使，九死不悔		0	0	0	0	0	0				1	360	0	1	190	414	1	28762,1200	Pub_IcomLLZ	1000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
419	战神·绝对守护者	1	48	8	30	6	28036,5	100	0	0			0	红色	icoBg6	6	0	190	190	[(25678,0)]	0	9209	0	0	0	5023	5023	("HeroNormalSkill",(278,2))	[(411,2),(233,2)]	[(501,1), (506, 2)]	(278,2):(411,2):(233,2):(501,2):(506,2)			134000	10	250000	30	慢	0	0	1500000	35000	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	绝对守护，坚如磐石		0	0	0	0	0	0				1	360	0	1	190	415	1	28762,1200	Pub_IcomLLZ	1000000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
420	火女·烈焰女神	2	48	8	16	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28217,0)]	0	9176	0	0	0	5011	5011	("HeroNormalSkill",(265,2))	[(215,2),(400,2)]	[(502,1), (507, 1)]	(265,2):(215,2):(400,2):(502,2):(504,2)			215000	10	105000	30	快	1500	0	1500000	70200	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	圣勇战士，浴火重生		160	0	0	0	0	0				1	360	2	0	0		0				2250	0	0	750	0	750	0	750	750	0	0	750	750	0	0
421	冷月·寒冰女巫	3	48	8	15	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28218,0)]	0	9180	0	0	0	5010	5010	("HeroNormalSkill",(267,2))	[(217,2),(401,2)]	[(503,1), (505, 2)]	(267,2):(217,2):(401,2):(503,2):(505,2)			183000	10	162000	30	快	2000	0	1500000	71000	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	冰山美人，倾国倾城		160	0	0	0	0	0				1	360	2	0	0		0				2250	0	0	750	0	750	0	400	400	0	0	400	400	0	0
422	泰坦·深渊蛮王	1	48	8	18	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28219,0)]	0	9183	0	0	0	5012	5012	("HeroNormalSkill",(270,2))	(402,2)	[(501,1), (506, 2)]	(270,2):(402,2):(501,2):(506,2)			122000	10	215000	30	快	0	5000	1500000	70400	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	天生神力，力破三界		160	0	0	0	0	0				1	360	2	0	0		0				2250	0	0	750	0	750	0	375	1125	0	0	1125	375	0	0
423	剑神·屠龙剑圣	2	48	8	20	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28220,0)]	0	9186	0	0	0	5014	5014	("HeroNormalSkill",(268,2))	(403,2)	[(502,1), (507, 1)]	(268,2):(403,2):(502,2):(504,2)			215000	10	105000	30	快	1500	0	1500000	70500	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	天神血脉，战神之名		160	0	0	0	0	0				1	360	2	0	0		0				2250	0	0	750	0	750	0	750	750	0	0	750	750	0	0
424	光神·天堂圣使	2	48	8	21	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28221,0)]	0	9189	0	0	0	5015	5015	("HeroNormalSkill",(269,2))	[(219,2),(404,2)]	[(502,1), (507, 1)]	(269,2):(219,2):(404,2):(502,2):(504,2)			215000	10	105000	30	中等	1500	0	1500000	50500	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	天纵奇才，移天换海		160	0	0	0	0	0				1	360	2	0	0		0				2250	0	0	750	0	750	0	750	750	0	0	750	750	0	0
425	赌圣·卡牌女王	3	48	8	19	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28222,0)]	0	9192	0	0	0	5013	5013	("HeroNormalSkill",(271,2))	(405,2)	[(503,1), (505, 2)]	(271,2):(405,2):(503,2):(505,2)			183000	10	162000	30	慢	2000	0	1500000	30500	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	卡牌王者，我见犹怜		160	0	0	0	0	0				1	360	2	0	0		0				2250	0	0	750	0	750	0	400	400	0	0	400	400	0	0
426	暗夜·月之祭司	3	48	8	23	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28224,0)]	0	9196	0	0	0	5017	5017	("HeroNormalSkill",(273,2))	[(407,2),(223,2)]	[(503,1), (505, 2)]	(273,2):(223,2):(407,2):(503,2):(505,2)			183000	10	162000	30	快	2000	0	1500000	71500	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	月神宠儿，夺命之箭		160	0	0	0	0	0				1	360	2	0	0		0				2250	0	0	750	0	750	0	400	400	0	0	400	400	0	0
427	地狱·骷髅王	2	48	8	24	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28223,0)]	0	9194	0	0	0	5018	5018	("HeroNormalSkill",(272,2))	(406,2)	[(502,1), (507, 1)]	(272,2):(406,2):(502,2):(504,2)			215000	10	105000	30	快	1500	0	1500000	70500	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	岁月轮回，不改本心		160	0	0	0	0	0				1	360	2	0	0		0				2250	0	0	750	0	750	0	750	750	0	0	750	750	0	0
428	憾地·战神熊猫	1	48	8	27	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28223,0)]	0	9206	0	0	0	5020	5020	("HeroNormalSkill",(277,2))	(231,2)	[(501,1), (506, 2), (408, 2)]	(277,2):(231,2):(501,2):(506,2):(408,2)			131000	10	245000	30	快	0	5000	1500000	70300	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	战神附体，桀骜不屈		0	0	0	0	0	0				1	360	2	0	0		0				2250	0	0	750	0	750	0	375	1125	0	0	1125	375	0	0
429	暗黑·死亡骑士	2	48	8	28	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28223,0)]	0	9207	0	0	0	5021	5021	("HeroNormalSkill",(275,2))	(232,2)	[(502,1), (507, 1), (409, 2)]	(275,2):(232,2):(502,2):(504,2):(409,2)			224500	10	117500	30	中等	1500	0	1500000	51000	0	500000	0	500000	0	20000000	0	0	0	0	0	0	0	黑暗王者，柱石之坚		0	0	0	0	0	0				1	360	2	0	0		0				2250	0	0	750	0	750	0	750	750	0	0	750	750	0	0
430	死亡·堕落天使	3	48	8	29	6	28036,5	160	0	0			0	红色	icoBg6	6	0	190	190	[(28223,0)]	0	9208	0	0	0	5022	5022	("HeroNormalSkill",(276,2))	[(230,2),(410,2)]	[(503,1), (505, 2)]	(276,2):(230,2):(410,2):(503,2):(505,2)			205800	10	179300	30	慢	2000	0	1500000	30600	0	500000	0	500000	0	5000000	0	0	0	0	0	0	0	恶魔天使，九死不悔		0	0	0	0	0	0				1	360	2	0	0		0				2250	0	0	750	0	750	0	400	400	0	0	400	400	0	0
431	战神·绝对守护者	1	48	8	30	6	28036,5	100	0	0			0	红色	icoBg6	6	0	190	190	[(28223,0)]	0	9209	0	0	0	5023	5023	("HeroNormalSkill",(278,2))	[(411,2),(233,2)]	[(501,1), (506, 2)]	(278,2):(411,2):(233,2):(501,2):(506,2)			134000	10	250000	30	慢	0	0	1500000	35000	0	500000	0	500000	0	5000000	0	0	0	20000000	0	0	0	绝对守护，坚如磐石		0	0	0	0	0	0				1	360	2	0	0		0				2250	0	0	750	0	750	0	375	1125	0	0	1125	375	0	0
